feature	Acinetobacter	Alcaligenes	Azospirillum	Corynebacterium	Cutibacterium	Escherichia	Lactobacillus	Meiothermus	Micrococcus	Moraxella	Neisseria	Paraburkholderia	Prevotella	Pseudomonas	Staphylococcus	Streptococcus
SRR20002446	0.00194384966498197	0.0281758414478598	0	0.0370794978188792	0.189232855716062	0	0.000147684676805611	0	0.00506873324688088	0	0	0.00336925071979649	0	0.0256709674100277	0.183458074404693	0.525853244894013
SRR20002448	0.0449394401347259	0	0	0	0.487456401643831	0	0	0	0.00447083998274339	0	0.00232342534478565	0.0220563679539532	0	0.211795069767872	0.0430608723997989	0.18389758277229
SRR20002450	0	0	0	0	0.014824032087601	0	0	0	0	0	0	0	0	0	0.985175967912399	0
SRR20002455	0.0380346503548001	0	0	0	0.556264708281988	0	0	0	0	0.00509551575541101	0	0.0298806596091637	0	0.370724465998637	0	0
SRR20002456	0.0930669876953301	0	0	0	0.194414576073011	0	0.0208404844314617	0	0	0	0	0.00530508439367426	0	0.686372867406523	0	0
SRR20002459	0.0117965731421457	0	0	0	0.0431969985311528	0	0	0	0	0.0426875946298313	0	0.0151905261051125	0	0.125571171244517	0.76155713634724	0
SRR20002464	0.0254321621951919	0	0.164564570556355	0	0.279317319659109	0	0	0.0118693399908717	0	0	0	0.0183265203305158	0	0.500490087267957	0	0
SRR20002465	0.000216563399354424	0	0	0.966432002279003	0.00474415835044207	0	0	0	0	0	0	0.000372082082112299	0.0197199031379109	0.00644647859750993	0	0.00206881215366766
SRR20002466	0.00942776319942753	0	0	0	0.127123214152095	0	0	0	0	0	0	0.00257120814529842	0	0.144634866081296	0.716242948421883	0
SRR20002468	0	0	0	0.530206665212838	0	0.458293423233621	0	0	0	0	0	0	0.00598890160729211	0	0.00551100994624889	0
SRR20002473	0.00185519489952519	0	0	5.98002394507036e-05	0.00822773596154692	0	0	0	0	0	0	0.00070136939773389	0	0.0141428260039191	0.965334037061441	0.00967903643638302
SRR20002474	0.0580814621347975	0.0130273774617868	0	0	0.35386066301423	0	0	0	0.000486376514736615	0	0	0.0129858575154069	0	0.513115360205306	0.0397780857723007	0.00866481738143584
SRR20002475	0.0408296642572413	0.0100939725837787	0	0	0.454089994213669	0	0	0	0	0	0	0.0144033978819603	0	0.230122597441885	0.0119122789368277	0.238548094684638
SRR20002477	0.0359378427501489	0	0	0.0168779966155871	0.324090830748018	0	0	0.00411985678919495	0.0130499670959857	0	0.104048173043778	0.00831120146657892	0	0.418306970950456	0.0100200557801385	0.0652371047601141
SRR20002478	0.011561052926003	0	0	0	0.244252105541225	0	0	0.000888833638934643	0	0	0	0	0	0.743298007893837	0	0
SRR20002479	0	0	0	0	0.0312953349763166	0	0	0	0	0	0	0	0	0.00852079072937969	0.960183874294304	0
SRR20002482	0.00977864555241527	0	0	0	0.435254902806843	0	0	0	0	0	0	0.0213533688593558	0	0.533613082781386	0	0
SRR20002486	0.0319376390308423	0	0.00531511152528107	0	0.476454938976733	0	0	0	0	0	0	0.00803372813082427	0	0.478258582336319	0	0
SRR20002487	0.0110820076028595	0	0	0	0.330996273230095	0	0	0.00909792259019841	0	0.000832457117259487	0	0.0150495554629221	0	0.632309041927717	0.000632742068948354	0
