feature	Acidaminococcaceae	Actinomycetaceae	Akkermansiaceae	Atopobiaceae	Bacillales.unclassified	Bacteria.unclassified	Bacteroidaceae	Bacteroidales.unclassified	Barnesiellaceae	Bianqueaceae	Bifidobacteriaceae	Burkholderiaceae	Campylobacteraceae	Carnobacteriaceae	Christensenellaceae	Clostridia.unclassified	Clostridiaceae	Coprobacillaceae	Coriobacteriaceae	Corynebacteriaceae	Desulfovibrionaceae	Eggerthellaceae	Enterobacteriaceae	Erysipelotrichaceae	Eubacteriaceae	Eubacteriales.Family.XIII.Incertae.Sedis	Eubacteriales.incertae.sedis	Eubacteriales.unclassified	FGB1011	FGB10477	FGB1126	FGB12107	FGB1217	FGB1226	FGB1227	FGB1249	FGB1258	FGB1292	FGB1311	FGB1354	FGB1359	FGB1374	FGB1380	FGB1473	FGB14936	FGB1765	FGB1776	FGB2834	FGB2875	FGB28775	FGB2881	FGB2890	FGB2898	FGB2949	FGB2952	FGB2959	FGB2960	FGB2982	FGB2984	FGB3004	FGB3009	FGB3023	FGB3038	FGB3047	FGB3048	FGB3054	FGB3057	FGB3062	FGB3069	FGB3072	FGB38642	FGB40183	FGB45503	FGB45555	FGB45628	FGB4605	FGB4806	FGB618	FGB72924	FGB72939	FGB75721	FGB79291	FGB82363	FGB9119	FGB9272	FGB9491	FGB9989	Firmicutes.unclassified	Lachnospiraceae	Lactobacillaceae	Micrococcaceae	Nanogingivalaceae	Nitrobacteraceae	Odoribacteraceae	Oscillospiraceae	Pasteurellaceae	Peptoniphilaceae	Peptostreptococcaceae	Phyllobacteriaceae	Porphyromonadaceae	Prevotellaceae	Rikenellaceae	Saccharibacteria.unclassified	Selenomonadaceae	Sphingomonadaceae	Staphylococcaceae	Streptococcaceae	Sutterellaceae	Tannerellaceae	Tissierellia.unclassified	Turicibacteraceae	Veillonellaceae	Yeguiaceae
NS41	84090	0	79664	15957	0	28912	3191059	0	410826	0	292752	0	4378	0	10484	4915	512109	618049	63178	0	297	8861	0	138705	392386	13295	131137	217284	31417	0	4504	0	9375	31434	0	0	15591	0	0	706613	9899	0	0	64746	1753689	0	0	829	0	0	0	0	0	39548	0	0	0	14967	0	380	0	42647	14639	8206	0	0	0	0	29492	0	4404	0	0	0	476	14482	0	31	0	0	39313	3204	0	0	0	17302	0	8105	8168649	113744	0	0	0	79393	9933820	0	0	6233	0	3251	13302478	1728700	0	130037	0	0	12623	197803	772624	0	0	50447	1781
NS46	0	268	45858	0	0	1938	1851771	0	0	83012	1147232	0	2682	0	54527	3922	109956	141470	0	0	13854	280430	11425	115933	2751500	14724	3248184	326059	45852	0	18706	0	59180	44886	0	2703	0	124248	1189	2199261	17575	0	5908	0	0	1559410	0	0	0	0	7651	5659	44579	13939	37157	0	0	0	0	436	0	1562	24410	0	1851	12945	493532	40516	5017	1899	147589	0	39523	32371	2167	0	858582	22948	0	0	0	8653	0	0	0	4412	0	4701	8156634	9003	0	0	0	48285	4282026	0	5253	74968	0	13475	120134	200506	0	0	0	4960	0	2661	52107	1670	89722	248359	1562
NS51	15685	4588	0	0	0	13988	527148	1052	8212	0	4457313	24231	246	0	213	2312	1790502	0	1187743	0	1169	82626	101551	93668	422662	35999	710640	2435948	0	0	0	0	0	0	0	0	190136	31809	0	1810	0	0	0	0	9986	0	0	0	0	7787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562966	2397	0	0	0	0	0	0	0	2309	0	1638	15737220	67385	209	0	1151	0	6072318	0	76260	1539205	20049	90729	14604	2986	2206	0	1176	0	219050	4786	12526	28976	4427	15549	0
NS55	0	734	1359	0	0	1638	571150	0	0	0	414579	0	0	0	676	572	468782	0	65835	0	0	48451	3381	1747343	670050	9362	931899	202105	0	0	0	0	3212	0	0	0	0	56125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6034	0	0	0	13692	0	0	0	443	0	0	0	0	0	0	0	0	0	0	15158	0	0	17098530	0	0	0	0	4672	3741620	0	37	163550	0	0	0	4319	3018	0	0	0	72450	0	0	978	1455	23083	0
NS58	6225	60370	0	234	18216	0	22899	0	0	0	1856958	23289	0	15189	0	0	242670	498	188880	0	0	74334	0	1450175	74784	2461	508	3036777	0	0	0	0	0	0	0	0	0	60649	0	2231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38255576	195	376	16795	0	0	1448075	2832	0	691570	625	0	153600	0	12942	0	0	0	580061	976	308	0	510985	6591	0
NS6	0	1449	308	0	0	12237	8500302	0	0	0	0	0	0	0	0	2482	1352246	6381	130282	0	1075	72383	266	451155	1683641	22349	90175	408988	0	0	0	0	0	0	0	0	0	68319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13697	10564	0	0	0	0	0	0	0	0	0	14118290	1383	0	0	0	128350	4730785	0	56331	82433	0	157369	83337	1920282	315	0	0	0	32854	9594	741622	55396	0	56460	0
NS62	15523	1634	195280	0	0	0	158621	5598	0	6277	644347	0	0	0	7074	4893	274666	0	0	5126	0	94010	0	302173	31769	68444	996231	188985	8455	0	429	0	6402	0	25830	0	0	61865	0	0	0	0	0	0	673165	160904	0	1705	0	2619	0	0	0	0	0	0	0	0	0	417	873	4987	5042	0	0	283	18255	0	0	420	0	0	0	0	1490	0	0	0	0	0	4787	9062	0	0	0	0	0	6946	14176098	0	0	0	0	1091	4718647	0	0	100380	0	0	34	197124	247	0	0	0	54175	235	23877	0	0	0	0
NS67	0	17654	148354	0	0	0	167323	0	0	45814	3326725	6022	0	0	204758	15669	625052	0	355486	0	12460	201502	17602	112663	6976	326987	548350	1804029	59421	0	3196	0	17527	3150	197348	10856	0	71968	0	3789788	0	0	0	0	1907533	0	0	0	5326	0	0	41735	60358	0	0	0	0	0	0	7997	30496	0	16965	0	0	0	178058	0	0	40676	0	8409	12110	0	0	5347	0	0	0	0	0	0	18194	0	0	3488	0	61750	8205068	453579	0	2947	0	0	10635286	0	67080	136485	392	0	144667	0	5117	0	0	0	44531	0	6993	3034	19903	7379440	0
NS7	16357	35062	0	634	4240	0	224523	0	0	0	5189709	0	0	1819	0	1431	696153	0	294004	0	12955	51739	3859	52885	24106	11819	67950	751979	0	0	0	0	0	4382	0	4825	0	38682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5504	0	0	0	4500	1396	0	3426	0	0	0	0	0	9540	0	0	16759	0	0	644592	0	0	783	2809	0	0	0	0	0	0	0	10235812	2314911	551	13381	0	7680	6862779	18259	0	3440597	0	0	1652233	540062	9904	110149	0	0	265046	66207	19863	0	161626	736139	0
NS70	23285	459	0	0	0	704	357139	0	0	0	1814293	23995	0	0	172	2660	640175	0	716191	0	643	28127	0	638301	62299	46537	251606	133817	0	0	862	0	2689	0	0	0	0	19938	0	0	0	0	0	0	0	0	0	0	0	678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2329862	0	0	0	0	0	0	0	0	765	0	0	20329504	1016	1278	0	503	0	4589154	0	0	144667	19134	0	3057970	6117	233	0	406	0	577358	7130	21852	0	42541	5112	0
NS71	207446	9551	1178592	0	637	0	938439	0	0	389	3772734	0	0	117	30284	0	3385605	625202	526851	0	0	124288	0	287120	39208	249324	200203	779191	34673	190802	8736	0	595	0	31246	50253	0	69559	0	1476	0	44541	0	0	0	15652	0	107	2901	0	0	0	15074	0	5233	3685	0	430151	0	1507	8079	23690	127	0	0	280717	10546	0	702738	241963	71782	31924	0	0	612	0	975183	372	0	0	2013	1879	8124	0	0	0	0	175078	10356064	3908	31	0	0	1345	4205967	0	114	1183259	0	0	2550	44953	0	0	0	0	145927	0	21061	0	124151	1765	1504
NS72	0	79801	50749	3080	10496	119867	9802	0	0	0	7550640	128	0	2010	0	0	1981239	39640	801612	253	0	228687	0	1279456	63357	374495	788255	1160188	0	0	0	0	0	0	0	0	1672	3055	0	2467400	0	0	26335	1379	0	61178	46399	0	0	6792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1170	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	13025057	3669567	242	8901	0	0	1538366	0	1408	78896	205	0	90143	0	24399	269293	0	785	620790	0	55	0	3796	158238	0
NS77	806150	0	0	0	0	19112	3591939	0	63551	0	209713	0	0	0	2469	11414	2010628	0	215129	0	21238	11203	405591	176654	1171472	13400	52741	476742	0	0	0	0	0	93923	0	0	0	113687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1272	0	0	0	0	0	24481	0	0	7195511	0	170	0	0	49612	7580911	2019	0	7018	0	0	4219967	593961	0	0	0	0	116731	156396	350578	0	0	4908	0
NS78	0	0	0	58729	0	0	8898	0	0	0	1616972	4032	0	50	544	0	223961	1096114	56574	0	0	38780	0	1798525	654367	28981	269264	305202	11738	4519	0	5752	0	0	0	0	58637	0	0	251799	0	0	0	59210	0	1678947	1479190	0	0	0	2028	0	0	7039	0	0	4299	542	190	0	0	671	0	0	0	0	559	4356	0	0	19695	0	30843	0	0	404	0	0	0	0	0	0	0	0	0	3488	34536	0	8575849	26144	0	0	0	0	2232767	0	0	348511	3746	0	78614	6024	0	0	0	0	544329	0	1174	0	13725	189555	0
NS79	158849	0	0	0	0	9197	703529	0	0	0	3742414	16498	0	0	0	1593	549680	0	53044	0	2776	40451	0	475152	151107	20731	305492	1074456	0	0	0	0	5703	0	0	0	0	11928	0	0	0	0	374442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650716	0	0	0	0	0	0	0	0	0	0	0	11516972	0	0	0	629	4508	6091830	0	0	15786	13193	0	0	134085	0	0	446	0	27026	34627	10179	0	0	0	0
NS81	0	1745	3544	0	0	0	8436	0	0	0	926884	27970	0	0	0	0	406209	653	0	0	0	66923	0	498952	126709	42954	3115326	247843	0	0	0	0	0	0	0	6249	0	34539	0	0	0	0	20012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	68763	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12958336	2980	0	0	781	0	3293270	0	0	1034536	18876	0	0	2999	2619	0	756	0	168569	0	744	0	29087	165643	0
NS83	192392	7153	125640	0	1580	16469	368491	0	9600	5646	1140688	1873	0	0	6192	1948	1217427	0	9144	0	6972	128948	18302	2226581	406467	81052	222608	677231	0	127356	5993	150930	0	20024	1821	0	0	18266	0	2124077	52862	0	0	0	0	0	0	0	0	0	0	0	0	0	8965	2181	5332	0	0	0	0	28377	5996	0	11189	0	6485	0	45220	4570	9095	0	0	0	0	0	0	0	1541	0	0	0	0	0	0	13675	0	164441	11334818	269674	0	0	0	7425	7077888	0	0	564399	1036	0	354919	114579	2030	0	0	0	577234	12603	41982	0	41559	0	3673
NS86	0	1897	0	38165	1405	4148	32019	0	0	3306	1288746	6702	0	122	973	2139	449951	0	18466	0	0	3027	2833	187524	261484	5923	382019	735058	0	0	0	714	2722	0	0	0	0	15666	0	377388	0	0	0	0	388590	179939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53618	0	1693	0	0	2959	0	0	0	31625	0	0	0	0	8762	0	0	0	0	0	0	0	19327	0	0	0	0	14288336	181967	1064	0	0	0	8499078	2017	0	192055	575	0	170483	60584	902	0	0	2361	309022	3004	4591	0	0	221396	0
NS9	187335	0	0	0	0	0	2349146	0	0	109516	43828	0	0	0	23346	6139	1009673	25796	2686	0	49006	37928	6247	111615	64708	29551	1188581	269353	14174	0	0	0	0	0	75101	0	0	38641	0	0	0	0	0	0	0	365	0	975	0	0	0	1098	0	0	0	23241	0	0	0	536	1126	28245	11496	3134	0	0	0	0	3650	6284	0	0	0	0	6929	0	3969694	0	0	0	0	0	12341	0	0	0	0	2840	8992211	2002	0	0	0	175319	4383312	0	0	77508	0	924	1475284	1941342	1283	0	0	0	154168	0	318955	37	0	245	0
