feature	Agathobaculum.butyriciproducens	Akkermansia.muciniphila	Alistipes.finegoldii	Alistipes.putredinis	Alistipes.shahii	Anaerobutyricum.hallii	Anaerobutyricum.soehngenii	Anaerostipes.hadrus	Bacteroides.caccae	Bacteroides.ovatus	Bacteroides.stercoris	Bacteroides.uniformis	Bifidobacterium.adolescentis	Bifidobacterium.angulatum	Bifidobacterium.bifidum	Bifidobacterium.catenulatum	Bifidobacterium.longum	Bifidobacterium.pseudocatenulatum	Blautia.faecis	Blautia.massiliensis	Blautia.obeum	Blautia.wexlerae	Catenibacterium.SGB4425	Catenibacterium.tridentinum	Cibionibacter.quicibialis	Clostridiaceae.bacterium	Clostridiaceae.bacterium.AF18.31LB	Clostridiales.bacterium.KLE1615	Clostridium.fessum	Clostridium.sp.AF34.10BH	Clostridium.sp.AM22.11AC	Collinsella.SGB14861	Collinsella.SGB4121	Collinsella.aerofaciens	Coprococcus.comes	Coprococcus.eutactus	Dialister.invisus	Dorea.formicigenerans	Dorea.longicatena	Eubacterium.SGB6276	Eubacterium.ramulus	Eubacterium.rectale	Faecalibacillus.intestinalis	Faecalibacterium.SGB15346	Faecalibacterium.prausnitzii	Firmicutes.bacterium.AF16.15	Fusicatenibacter.saccharivorans	GGB3304.SGB4367	GGB51647.SGB4348	GGB80011.SGB15265	GGB9760.SGB15373	Gemmiger.formicilis	Intestinibacter.bartlettii	Lachnospiraceae.bacterium.Marseille.Q4251	Lacrimispora.celerecrescens	Ligilactobacillus.ruminis	Parabacteroides.merdae	Phascolarctobacterium.faecium	Phocaeicola.vulgatus	Prevotella.copri.clade	Romboutsia.timonensis	Roseburia.faecis	Roseburia.hominis	Roseburia.intestinalis	Roseburia.inulinivorans	Ruminococcus.bicirculans	Ruminococcus.bromii	Ruminococcus.gnavus	Ruminococcus.torques	Ruthenibacterium.lactatiformans	Streptococcus.salivarius	Streptococcus.thermophilus
NS39	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	0	1	1	0	4	0	2	15	1	0	0	0	0	0	4	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0
NS41	0	0	1	2	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	8	0	0	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	20	0	1	0	1	0	1	0	0	0	0	0	0
NS7	0	0	0	0	0	0	1	1	0	0	0	0	6	0	2	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	2	1	2	15	1	0	0	1	0	0	1	4	0	1	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1
NS86	2	0	0	0	0	0	0	18	0	0	0	0	1	0	0	0	0	0	0	1	1	0	4	0	2	1	0	2	1	0	1	3	0	0	0	1	0	0	0	1	0	5	0	0	9	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0
NS72	0	0	0	0	0	0	1	1	0	0	0	0	8	0	7	0	0	0	0	4	3	6	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	1	0	0	0	0	2	6	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0
NS58	1	0	0	0	0	0	0	9	0	0	0	0	0	0	2	0	0	2	0	8	3	7	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	3	1	0	0	9	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	2	0	0	0
NS13	0	0	0	0	0	10	0	5	0	4	0	1	0	0	0	0	0	0	1	6	1	10	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	5	0	2	1	0	0	1	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NS21	0	0	0	0	0	0	0	3	0	4	0	2	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	12	0	0	0	0	0	0	2	1	0	0	0	0	0	11	0	0	3	0	5	4	0	0	0	0	0	0	0
NS81	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	2	0	1	1	1	5	1	0	8	1	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	11	0	0	1	1	1	0	0	0	0	1	3	1	0	0	0	0	0	0	2	0	0	0	0	0	6	0	1	0	0	2
NS29	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	3	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	3	0	0	0	0	13	1	1	1	0	0
NS67	0	1	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	12	0	1	0	0	0	0	0	2	0	0	6	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	6	1	0	0
NS30	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	8	0	0	4	2	3	0	0	0	0	0	2	0	0	0	0	0	0	0	1	3	0	3	1	0	0	2	5	0	0	0
NS51	1	0	0	0	0	0	3	2	0	0	0	0	6	0	0	4	2	0	1	0	0	6	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	6	0	0	6	1	2	0	1	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	3	0	1	0	0	0
NS55	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	2	1	0	6	0	0	2	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	23	3	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	7	0	2	0	0	0
NS70	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	1	0	3	2	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	2	1	0	1	15	1	0	8	0	3	0	7	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
NS77	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	4	0	0	0	0	0	1	0	1	0	1	0	0	0	8	7	0	0	1	0	3	0	0	0	4	0	0	0
NS6	0	0	3	1	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	3	0	1	8	0	0	11	0	2	0	0	0	0	0	0	0	2	0	1	0	8	0	0	0	0	2	0	0	0	0	0	1	1	0
NS40	0	0	0	0	0	0	2	2	0	0	0	0	1	2	3	0	0	0	0	0	0	1	0	0	3	2	0	0	0	0	0	4	0	0	0	0	0	6	5	0	0	2	0	0	4	1	0	14	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0
NS27	0	0	0	0	1	0	3	2	0	4	0	2	14	0	0	0	1	1	2	1	0	1	0	1	0	0	0	1	0	0	0	7	0	0	0	0	0	0	1	1	0	3	0	0	6	0	2	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	1	0	1	0	0	0	0	1	0
NS79	0	0	0	1	1	3	0	4	0	1	0	0	3	0	3	1	2	0	0	6	0	5	0	0	1	0	1	1	1	0	0	2	0	1	0	0	0	0	1	0	0	1	0	0	7	0	2	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0
NS10	0	0	0	0	0	1	0	3	0	0	0	0	2	0	7	0	1	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	2	5	0	1	1	2	0	4	2	0	0	3	0	3	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1
NS25	1	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	1	0	0	18	0	0	0	0	0	0	3	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0
NS36	0	12	2	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	2	2	0	0	0	0	0	0	1	4	0	0	0	0	0
NS4	0	0	0	0	0	0	0	5	0	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	4	1	0	1	0	0	0	0	0	0	0
NS78	0	0	0	0	0	1	0	2	0	0	0	0	1	3	0	0	0	0	1	3	0	1	0	1	1	0	1	2	0	0	0	3	0	0	0	2	0	0	0	0	1	4	0	0	1	1	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1
