Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
NS7_paired_1	(1, 0.11994920160822324)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.00011548382696555511)	(24, 0.0023526999258276816)	(26, 2.2643887640304927e-05)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0008265018988711298)	(36, 1.5850721348213447e-05)	(38, 0.0)	(40, 0.00047778602921043394)	(42, 0.0006634659078609343)	(44, 0.0007064892943775136)	(46, 0.0)	(48, 0.0)	(50, 0.0005392354633504199)	(52, 0.002954407049937359)	(54, 0.0016708201951627251)	(56, 0.0)	(58, 0.0)	(60, 0.0002889762840833193)	(62, 0.00025071607039868043)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 2.3449222596130496e-06)	(74, 0.0)	(76, 0.0)
NS7_paired_2	(1, 0.0)	(2, 0.0)	(3, 9.05755505612197e-06)	(4, 0.0019383167820101015)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 6.793166292091477e-06)	(14, 0.0)	(16, 0.0004211763101096716)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.00014039210336989054)	(36, 2.037949887627443e-05)	(38, 0.0010325612763979045)	(40, 0.00039400364494130574)	(42, 0.00032154320449232995)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.00018643763939481887)	(54, 0.0002805831978797035)	(56, 0.0005814474938491325)	(58, 0.0005285600044527733)	(60, 0.0005101492579001864)	(62, 0.0002667577137806177)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
NS81_paired_1	(1, 0.15435022738959436)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0001621261653582881)	(24, 0.0008473386378159587)	(26, 0.001813977661461601)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 6.117968504086344e-06)	(40, 0.0)	(42, 0.0)	(44, 9.176952756129516e-06)	(46, 0.0)	(48, 0.005344045488319422)	(50, 0.0)	(52, 4.009956289625694e-05)	(54, 9.019906591713523e-05)	(56, 4.710380378288764e-05)	(58, 0.0)	(60, 0.0)	(62, 8.470909041268379e-05)	(64, 0.001105047429859844)	(66, 0.000787739487953174)	(68, 0.0)	(70, 0.0)	(72, 7.225860864676137e-06)	(74, 4.6002621382708455e-05)	(76, 0.0)
NS81_paired_2	(1, 0.002220822566983343)	(2, 0.0)	(3, 0.0)	(4, 0.00202504757485258)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0016412086181807196)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
NS83_paired_1	(1, 0.10869773176590633)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0013445717565527943)	(26, 0.0009539550604791564)	(28, 0.0)	(30, 0.00022852405348525756)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.00021258051487000704)	(40, 0.00017006441189600563)	(42, 0.0)	(44, 0.0016474989902425545)	(46, 0.0)	(48, 0.0)	(50, 0.0001515048458027536)	(52, 0.0032728714242083604)	(54, 0.0008152244932440668)	(56, 2.6676561181052464e-05)	(58, 0.0002163609535363784)	(60, 0.0)	(62, 2.679097033920771e-05)	(64, 0.0001878679091069291)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 8.946300886220567e-05)	(74, 5.4690385558741175e-06)	(76, 0.0)
NS83_paired_2	(1, 9.566123169150316e-05)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 5.314512871750176e-06)	(16, 0.0004198465168682639)	(18, 0.0)	(20, 0.03082151739971514)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0002338385663570077)	(36, 0.00010097574456325333)	(38, 0.0010868178822729109)	(40, 0.000759975340660275)	(42, 0.0002524393614081333)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 3.207519194797211e-05)	(54, 0.00030425879380613103)	(56, 0.0004412335634406971)	(58, 0.00047358954418802744)	(60, 2.734897921029057e-06)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
NS86_paired_1	(1, 0.18951608791098942)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0008769223510753308)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 5.654639766225883e-06)	(60, 0.0)	(62, 9.662489799678966e-05)	(64, 0.0012274530264264087)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0003688988205930043)	(74, 0.0)	(76, 0.0)
NS86_paired_2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
NS9_paired_1	(1, 0.11749839366261187)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0001180834434506172)	(24, 0.002452915166224185)	(26, 1.3418573119388318e-05)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0007675423824290118)	(36, 8.05114387163299e-06)	(38, 0.0)	(40, 0.00038108747659062824)	(42, 0.000662877512097783)	(44, 0.0006816635144649266)	(46, 0.0)	(48, 0.0)	(50, 0.0004941413898575224)	(52, 0.0028945161573911337)	(54, 0.0016257489686418679)	(56, 0.0)	(58, 0.0)	(60, 0.0002859485300815811)	(62, 0.00025956551519670026)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 5.6107155915081484e-06)	(74, 0.0)	(76, 0.0)
NS9_paired_2	(1, 0.0)	(2, 0.0)	(3, 5.367429247755328e-06)	(4, 0.0020181533971560034)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 5.367429247755328e-06)	(14, 0.0)	(16, 0.0003971897643338943)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.00015297173356102685)	(36, 2.4153431614898977e-05)	(38, 0.000925881545237794)	(40, 0.0003596177595996069)	(42, 0.000311310896369809)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0001538411835925301)	(54, 0.00027380134042834833)	(56, 0.0005690660952843725)	(58, 0.0005225643848569049)	(60, 0.0005033898215568356)	(62, 0.00020755922965526568)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
