Dataset Database Index .y. group1 group2 n1 n2 statistic p p.signif
RA_Gut SM_genbank-2022.03 Shannon Index_value A B 72 96 3286 0.587 ns
RA_Gut SM_genbank-2022.03 Simpson Index_value A B 72 96 3177 0.372 ns
RA_Gut SM_genbank-2022.03 Tail Index_value A B 72 96 3676 0.482 ns
RA_Gut SM_gtdb-rs214-full Hill_1 Index_value A B 72 96 3468 0.971 ns
RA_Gut SM_gtdb-rs214-full Hill_2 Index_value A B 72 96 3302 0.623 ns
RA_Gut SM_gtdb-rs214-full Richness Index_value A B 72 96 3701 0.433 ns
RA_Gut SM_gtdb-rs214-full Shannon Index_value A B 72 96 3468 0.971 ns
RA_Gut SM_gtdb-rs214-full Simpson Index_value A B 72 96 3302 0.623 ns
RA_Gut SM_gtdb-rs214-full Tail Index_value A B 72 96 3714 0.409 ns
RA_Gut SM_gtdb-rs214-rep Hill_1 Index_value A B 72 96 3442 0.965 ns
RA_Gut SM_gtdb-rs214-rep Hill_2 Index_value A B 72 96 3337 0.704 ns
RA_Gut SM_gtdb-rs214-rep Richness Index_value A B 72 96 3728.5 0.383 ns
RA_Gut SM_gtdb-rs214-rep Shannon Index_value A B 72 96 3442 0.965 ns
RA_Gut SM_gtdb-rs214-rep Simpson Index_value A B 72 96 3337 0.704 ns
RA_Gut SM_gtdb-rs214-rep Tail Index_value A B 72 96 3678 0.478 ns
RA_Gut SM_gtdb-rs220-rep Hill_1 Index_value A B 72 96 3269 0.55 ns
RA_Gut SM_gtdb-rs220-rep Hill_2 Index_value A B 72 96 3177 0.372 ns
RA_Gut SM_gtdb-rs220-rep Richness Index_value A B 72 96 3739 0.365 ns
RA_Gut SM_gtdb-rs220-rep Shannon Index_value A B 72 96 3269 0.55 ns
RA_Gut SM_gtdb-rs220-rep Simpson Index_value A B 72 96 3177 0.372 ns
RA_Gut SM_gtdb-rs220-rep Tail Index_value A B 72 96 3660 0.514 ns
