Module	Section	Sample Name	Source
FastQC	all_sections	NS67_paired_2	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS67_paired_2_fastqc/fastqc_data.txt
FastQC	all_sections	NS86_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS86_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS58_paired_2	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS58_paired_2_fastqc/fastqc_data.txt
FastQC	all_sections	NS71_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS71_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS79_paired_2	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS79_paired_2_fastqc/fastqc_data.txt
FastQC	all_sections	NS46_paired_2	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS46_paired_2_fastqc/fastqc_data.txt
FastQC	all_sections	NS11_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS11_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS38_paired_2	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS38_paired_2_fastqc/fastqc_data.txt
FastQC	all_sections	NS30_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS30_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS72_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS72_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS28_paired_2	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS28_paired_2_fastqc/fastqc_data.txt
FastQC	all_sections	NS36_paired_2	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS36_paired_2_fastqc/fastqc_data.txt
FastQC	all_sections	NS55_paired_2	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS55_paired_2_fastqc/fastqc_data.txt
FastQC	all_sections	NS83_paired_2	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS83_paired_2_fastqc/fastqc_data.txt
FastQC	all_sections	NS62_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS62_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS39_paired_2	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS39_paired_2_fastqc/fastqc_data.txt
FastQC	all_sections	NS10_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS10_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS27_paired_2	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS27_paired_2_fastqc/fastqc_data.txt
FastQC	all_sections	NS4_paired_2	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS4_paired_2_fastqc/fastqc_data.txt
FastQC	all_sections	NS29_paired_2	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS29_paired_2_fastqc/fastqc_data.txt
FastQC	all_sections	NS21_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS21_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS21_paired_2	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS21_paired_2_fastqc/fastqc_data.txt
FastQC	all_sections	NS29_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS29_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS4_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS4_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS10_paired_2	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS10_paired_2_fastqc/fastqc_data.txt
FastQC	all_sections	NS27_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS27_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS39_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS39_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS55_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS55_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS62_paired_2	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS62_paired_2_fastqc/fastqc_data.txt
FastQC	all_sections	NS83_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS83_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS36_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS36_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS28_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS28_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS72_paired_2	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS72_paired_2_fastqc/fastqc_data.txt
FastQC	all_sections	NS30_paired_2	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS30_paired_2_fastqc/fastqc_data.txt
FastQC	all_sections	NS38_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS38_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS11_paired_2	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS11_paired_2_fastqc/fastqc_data.txt
FastQC	all_sections	NS79_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS79_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS71_paired_2	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS71_paired_2_fastqc/fastqc_data.txt
FastQC	all_sections	NS46_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS46_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS86_paired_2	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS86_paired_2_fastqc/fastqc_data.txt
FastQC	all_sections	NS67_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS67_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS58_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS58_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS25_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS25_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS77_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS77_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS6_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS6_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS40_paired_2	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS40_paired_2_fastqc/fastqc_data.txt
FastQC	all_sections	NS32_paired_2	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS32_paired_2_fastqc/fastqc_data.txt
FastQC	all_sections	NS13_paired_2	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS13_paired_2_fastqc/fastqc_data.txt
FastQC	all_sections	NS51_paired_2	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS51_paired_2_fastqc/fastqc_data.txt
FastQC	all_sections	NS70_paired_2	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS70_paired_2_fastqc/fastqc_data.txt
FastQC	all_sections	NS9_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS9_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS78_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS78_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS34_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS34_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS81_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS81_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS7_paired_1	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS7_paired_1_fastqc/fastqc_data.txt
FastQC	all_sections	NS41_paired_2	/nfs3_ib/nfs-ip34/home/def-ilafores/analysis/MethodsComparison/NAFLD/fastqc_reports/NS41_paired_2_fastqc/fastqc_data.txt
