feature	Abiotrophia	Abyssicoccus	Acetobacter	Achromobacter	Acidaminococcus	Acidipropionibacterium	Acidovorax	Acinetobacter	Actinomyces	Adlercreutzia	Aequoribacter	Aeribacillus	Aerococcus	Aeromonas	Aerosticca	Aggregatibacter	Agrobacterium	Agrococcus	Akkermansia	Alcaligenes	Alicycliphilus	Alicyclobacillus	Alistipes	Allosaccharopolyspora	Altererythrobacter	Anaerobutyricum	Anaerococcus	Anaerostipes	Anoxybacillus	Aquabacterium	Arachnia	Arsenicicoccus	Arthrobacter	Aureimonas	Azorhizobium	Azospirillum	Bacillus	Bacteroides	Bifidobacterium	Blautia	Bordetella	Bosea	Brachybacterium	Bradyrhizobium	Brevibacillus	Brevibacterium	Brevilactibacter	Brevundimonas	Brochothrix	Brucella	Burkholderia	Caballeronia	Caldibacillus	Campylobacter	Capnocytophaga	Cardiobacterium	Carnobacterium	Caulobacter	Chroococcidiopsis	Chryseobacterium	Citrobacter	Cloacibacterium	Clostridium	Collinsella	Comamonas	Coprococcus	Corynebacterium	Croceicoccus	Cupriavidus	Curtobacterium	Cutibacterium	Deinococcus	Delftia	Dermabacter	Dermacoccus	Diaphorobacter	Dietzia	Dolosigranulum	Duganella	Effusibacillus	Eggerthella	Empedobacter	Enterobacter	Enterocloster	Enterococcus	Epilithonimonas	Erwinia	Erysipelatoclostridium	Escherichia	Exiguobacterium	Faecalibacterium	Fannyhessea	Filifactor	Finegoldia	Flavobacterium	Flavonifractor	Fusobacterium	Gardnerella	Gemella	Geobacillus	Glutamicibacter	Gordonia	Gordonibacter	Granulicatella	Haematobacter	Haemophilus	Halomonas	Halopseudomonas	Herbaspirillum	Hydrogenophaga	Hydrogenophilus	Hymenobacter	Ideonella	Intestinimonas	Janibacter	Jeotgalicoccus	Kaistella	Kingella	Klebsiella	Kocuria	Kytococcus	Lachnoanaerobaculum	Lachnoclostridium	Lachnospira	Lacticaseibacillus	Lactobacillus	Lactococcus	Latilactobacillus	Lautropia	Lawsonella	Leclercia	Lelliottia	Leptotrichia	Leucobacter	Leuconostoc	Levilactobacillus	Ligilactobacillus	Limnobacter	Limnohabitans	Limosilactobacillus	Listeria	Luteimonas	Lysobacter	Mageeibacillus	Mammaliicoccus	Massilia	Mediterraneibacter	Megamonas	Meiothermus	Mesorhizobium	Methylobacterium	Methylorubrum	Microbacterium	Micrococcus	Micropruina	Microvirgula	Miltoncostaea	Mixta	Mobiluncus	Modestobacter	Monoglobus	Moraxella	Morganella	Mycobacterium	Mycobacteroides	Mycolicibacterium	Nakamurella	Neisseria	Neobacillus	Nocardia	Nocardioides	Novosphingobium	Odoribacter	Olsenella	Ornithinimicrobium	Oryzomicrobium	Oscillibacter	Ottowia	Paenibacillus	Pandoraea	Pannonibacter	Pantoea	Parabacteroides	Paraburkholderia	Parachlamydia	Paracoccus	Parageobacillus	Paraprevotella	Parvimonas	Pauljensenia	Pedobacter	Peptoniphilus	Phascolarctobacterium	Phocaeicola	Planococcus	Pluralibacter	Porphyrobacter	Porphyromonas	Prevotella	Priestia	Propionibacterium	Proteus	Providencia	Pseudoclavibacter	Pseudomonas	Pseudonocardia	Pseudorhizobium	Pseudoxanthomonas	Psychrobacter	Pusillimonas..ex.Kitahara.et.al..2021.	Rahnella	Ralstonia	Raoultella	Rheinheimera	Rhizobium	Rhodococcus	Rhodoferax	Rhodopseudomonas	Roseburia	Roseomonas	Rothia	Ruminococcus	Ruthenibacterium	Salmonella	Schaalia	Serinicoccus	Serratia	Shewanella	Shinella	Sinimarinibacterium	Sphingobacterium	Sphingobium	Sphingomonas	Sphingopyxis	Sphingosinithalassobacter	Spirosoma	Staphylococcus	Stenotrophomonas	Streptococcus	Streptomyces	Sulfurivermis	Sutterella	Tannerella	Tatumella	Tepidimonas	Tessaracoccus	Thauera	Thermaerobacter	Thermomonas	Thermus	Thioalkalivibrio	Thiopseudomonas	Treponema	Tsukamurella	Ureaplasma	Veillonella	Vescimonas	Vibrio	Vogesella	Weissella	Weizmannia	Xanthobacter	Xanthomonas
SRR20002406	0	0	0	49	1	9	815	55229	89	16	0	0	16	0	59	0	113	0	37	10	130	0	113	0	0	2	0	0	27	315	6	0	0	42	3	2128	0	287	325	0	54	0	2	16	2	446	9	156	0	0	740	0	12	0	1	0	0	4	6	2	0	0	0	210	805	23	2836	0	2206	83	84171	146	0	25	277	27	15	7	0	2	25	0	511	0	210	24	76	0	246	0	482	0	10	22	0	24	0	0	12	5	0	57	8	0	0	113	251	31	410	18	495	0	0	5	31	0	0	0	623	792	147	0	3	0	1	26	0	0	25	2	0	0	0	0	0	0	0	0	2	131	65	10	0	0	0	15	83	0	1180	2	48	33	233	1328	0	0	0	31	0	0	0	2968	0	22	77	332	0	230	69	90	5	12	3	0	9	2	3	0	3	0	0	2544	73	1810	1	136	0	1	0	0	0	13	5	90	5	0	0	0	107	16	0	0	7	0	379162	5	0	69	0	0	0	105	48	0	202	88	0	0	36	0	536	4	4	240	134	4	0	45	0	16	1	489	796	82	0	0	274247	764	196	90	15	0	1	0	5	0	0	0	0	58	0	0	0	0	0	13	28	0	5	6	0	37	38
SRR20002410	0	0	0	61	1	0	159	22928	78	0	2	12	0	0	0	0	221	0	0	1392	69	1	9	0	0	12	0	0	0	277	12	0	0	0	0	62	336	27	90	0	0	0	9	14	13	21	0	534	42	11	227	2	0	2	0	0	3	12	0	3	0	13	0	0	159	0	693774	0	1958	0	6109	2	3089	35	1849	79	0	15	0	0	6	0	295	0	1069	84	0	0	0	0	87	0	0	42	0	0	0	0	0	0	0	72	0	0	5	71	166	74	504	1	157	0	0	0	7	1	0	1	23	78	0	0	10	3	0	206	17	0	0	7	38	0	3	0	2	0	0	0	0	8	68	0	0	0	0	0	14	0	2	1	31	33	31	435	0	0	0	0	5	0	0	4968	0	25	5	280	14	33	0	0	4	6	0	3	10	0	0	0	13	0	0	8	10	1760	2	19	0	0	0	0	0	16	0	45	23	0	0	11	176	0	0	240	20	0	235810	0	0	0	3	0	3	185	0	5	204	0	8	0	0	0	160	0	0	0	254	1	0	0	0	49	6	618	406	42	0	0	42649	55	971	0	0	0	0	0	0	0	0	0	3	24	0	12	0	7	0	10	0	0	1	16	0	0	27
SRR20002412	0	2	0	68	1	14	400	36966	1812	8	0	0	389	0	20	19	359	0	7	182	0	1	22	0	0	0	0	25	0	884	133	0	0	0	0	77	1299	47	694	50	0	0	0	7	0	318	79	52	0	55	560	0	25	65	8	16	0	105	0	4	0	0	30	295	151	467	47513	0	2961	0	44402	3	162	193	847	256	16	81	0	0	7	0	0	0	1199	98	12	0	4272	20	847	7647	0	71	0	2	16	73003	147	60	44	259	0	92	38	707	343	0	845	49	323	0	0	0	15	0	0	27	0	209	6	2	0	0	0	6050	22	15	60	43	0	0	7	0	7	0	6	0	8	1130	373	3	4	0	0	0	56	0	5	17	64	78	41	96	0	0	2	0	2471	4	0	2495	0	81	59	300	0	1457	0	0	7	0	4	7	25	0	0	2	5	19	7	12	66	3965	3	70	0	0	0	844	0	61	0	45	17	6	0	9	672	0	285	348	37	0	307378	0	0	9	0	0	0	98	0	3	47	38	9	0	46	0	11415	23	10	254	400	157	8	0	0	8	2	654	625	35	0	0	1176718	180	24749	0	0	0	1	0	7	0	0	0	2	41	9	0	6	6	3	272	48	0	0	3	0	0	155
SRR20002416	0	0	0	56	0	0	118	15518	14	0	0	0	0	0	0	0	158	0	1	2092	0	0	0	0	0	0	3	0	0	326	0	0	0	0	0	18	0	14	4	0	0	1	0	12	0	10	0	32	0	0	341	0	0	0	5	0	0	0	0	2	74	0	0	0	124	0	236	0	1223	0	3489	7	0	0	79	165	17	0	0	0	0	0	0	0	57	7	0	0	0	0	16	2	0	1	0	0	0	13	0	0	0	9	0	0	20	11	150	37	501	6	62	0	0	0	0	0	0	0	0	145	18	0	0	0	0	20	0	0	0	0	0	0	2	0	0	0	0	0	0	27	39	0	0	0	0	0	0	0	5	1	13	38	14	68	0	0	0	2	2	0	0	543	0	7	15	234	0	11	0	0	0	0	0	0	3	0	0	0	0	8	4	7	0	1822	1	24	6	0	0	0	0	0	0	0	11	0	0	0	0	0	1	133	0	1	139291	0	3	0	13	0	0	69	0	2	0	11	0	0	0	7	44	2	0	0	4	0	6	0	0	25	0	254	115	5	0	0	15123	1022	53	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	25
SRR20002417	0	4	0	0	0	0	32	5920	24	0	0	0	0	0	0	0	321	0	0	102	164	0	1	0	0	0	0	12	0	126	5	0	0	24	1	48	2	13	5	0	12	0	0	3	0	36	0	52	4	0	822	0	2	0	0	0	0	0	0	0	0	0	0	13	69	5	40	0	994	11	2242	0	80	0	63	73	0	0	0	0	0	0	0	1	9	34	0	0	80	0	19	5	0	0	0	3	0	0	0	0	0	10	0	0	5	44	73	38	324	0	5	0	0	0	7	13	2	0	0	39	1	0	0	0	0	1	72	15	14	0	0	0	0	3	2	0	0	0	0	3	114	0	0	0	0	5	0	0	4	0	32	38	27	184	0	0	0	0	0	0	0	398	0	3	0	144	0	53	0	0	3	0	0	0	25	0	0	0	0	0	0	49	0	1483	0	72	0	0	0	0	0	0	0	0	85	0	0	0	8	0	0	0	7	0	91524	2	0	0	0	0	0	0	0	0	18	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	153	188	0	0	0	2298	260	22	0	0	0	0	0	2	5	0	0	0	0	0	0	0	11	0	8	0	0	0	0	0	0	1
SRR20002419	0	0	0	125	0	0	406	47511	177	0	0	0	153	0	0	0	463	6	11	1441	595	1	10	0	0	0	0	0	0	1283	6	0	33	0	1	44	0	47	174	0	140	0	22	33	0	81	8	169	7	123	5319	8	182	3	7	4	7	83	0	0	247	0	21	32	562	9	2707	7	5773	4	128499	11	0	0	1431	492	0	63	0	0	0	0	1797	0	2681	254	3	0	8055	0	132	172	17	3	0	0	0	5	0	0	15	63	0	20	18	112	514	49	1167	21	128	0	55	0	46	0	1	0	0	345	0	4	0	0	18	671	8	0	35	0	0	0	0	0	15	0	0	14	7	2121	1263	0	20	37	0	17	4	0	8	5	45	118	121	478	0	0	0	0	0	4	0	6581	0	71	42	351	0	51	0	0	6	2	0	17	4	0	0	3	0	21	27	18	4	6666	4	126	0	0	0	0	0	0	0	20	33	0	0	1	21	0	10	5258	89	0	708651	4	0	34	12	7	0	233	101	0	364	226	0	0	28	0	509	0	14	724	7	156	33	0	0	64	25	1477	1445	177	0	0	224823	99	405	0	0	0	1	0	22	0	0	0	0	3	34	12	0	0	7	5	34	6	9	0	0	7	12
SRR20002420	0	0	0	43	0	0	345	13749	33	0	0	0	0	0	50	0	238	0	0	19	0	1	9	0	0	0	0	48	0	221	3	0	6	0	3	57	0	9	12	0	0	0	0	0	0	82	0	87	3	0	635	8	34	0	1	0	0	9	0	0	0	0	2	0	344	0	509	0	2408	0	10707	0	57	0	79	150	59	0	0	0	0	0	0	0	100	176	0	0	0	0	61	0	0	6	0	0	0	0	0	16	0	16	0	0	91	18	89	14	588	0	12	3	0	0	1	0	1	0	0	74	0	0	0	0	0	1004	37	0	57	0	0	0	0	0	16	0	0	0	7	0	41	0	0	28	0	28	0	0	16	0	7	45	0	315	0	0	0	0	0	0	0	1022	85	7	0	376	0	0	0	0	3	0	0	0	0	0	0	3	0	0	15	0	0	2588	0	46	0	0	0	0	0	0	0	0	63	32	0	0	0	0	0	0	0	0	527220	9	0	40	31	0	0	95	0	0	52	2	4	10	0	0	220	0	0	0	0	12	7	0	0	43	0	517	162	38	0	0	3321	40	91	14	0	0	0	0	0	0	0	0	0	10	0	0	0	0	3	0	0	0	2	0	0	0	186
SRR20002421	2	0	0	0	0	0	192	33022	27	0	0	29	0	0	0	0	143	1	0	1563	0	0	3	0	0	0	0	0	0	438	0	0	0	0	0	25	0	4	8	0	138	0	0	10	0	10	0	159	1	0	158	4	0	0	0	10	0	0	6	0	0	0	0	13	172	0	161	0	1112	0	8774	0	0	0	127	44	3	0	0	0	0	0	166	0	90	35	3	62	0	0	11	0	0	0	2	0	0	0	0	0	0	7	0	48	0	19	104	0	428	0	24	0	11	0	0	0	0	0	0	51	3	0	0	0	0	0	9	36	0	0	0	0	0	0	12	0	0	0	0	61	87	0	0	0	0	0	6	0	1	0	58	70	0	70	0	0	0	0	0	0	0	1529	0	22	0	220	0	0	0	0	14	0	0	0	7	0	0	0	0	30	0	6	5	1770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4566	0	0	137316	0	0	0	0	0	0	40	0	0	0	23	3	0	0	25	308	0	0	0	2	0	83	8	0	0	0	320	386	16	0	0	410425	71	566	0	0	0	0	0	0	0	0	0	0	0	7	4	0	1	0	1	0	0	3	0	0	0	134
SRR20002422	5	4	0	239	0	0	629	121191	818	0	2	166	5	54	33	0	887	0	27	0	188	3	56	0	0	0	0	21	0	1420	39	0	0	0	0	59	407	875	167	11	19	0	2	20	0	36	12	395	1	118	605	13	0	3	4	1	0	7	0	0	0	8	0	35	364	6	1913	9	4633	0	1449191	18	826	0	651	638	11	47	0	0	13	0	0	25	11846	507	0	219	1646	0	114	0	0	15	0	13	0	78	86	0	0	203	0	40	52	2254	504	98	1342	28	24	0	9	0	5	0	11	18	0	140	5	0	5	0	0	59	40	29	157	6	0	0	0	0	54	0	0	0	9	1715	629	0	0	0	0	132	1302	3	24	4	46	233	294	486	6	0	0	0	0	0	0	4541	0	241	318	497	7	39	0	4	7	0	6	1	13	0	0	4	0	20	19	0	85	6707	19	62	0	1	13	0	0	4	0	150	21	0	0	0	30	0	13	188	53	0	624447	7	32	9	2	8	0	222	0	0	183	73	32	4	0	13	2657	0	0	409	44	0	84	179	42	8	8	1816	2923	90	0	0	4423420	398	8211	52	4	0	0	0	0	2	0	0	0	167	0	0	0	0	0	81	0	5	1	0	0	0	234
SRR20002425	40	1	0	205	0	0	2896	290973	426	6	0	10	0	197	147	24	1029	0	99	589	181	15	363	0	6	26	59	96	7	2231	21	0	120	27	6	7323	118	1287	823	100	636	8	5	65	16	919	0	417	161	218	1294	23	866	16	50	0	12	90	0	40	465	0	0	255	1023	106	4390	0	9739	0	38121	40	1606	114	937	994	71	9	2	0	45	6	2687	24	927	348	29	12	1393	13	1364	21	22	124	6	67	0	58	7	0	0	344	9	10	69	109	1463	16	2302	138	156	0	6	0	85	266	3	32	0	475	153	0	0	1	135	861	31	0	9	0	0	0	33	0	27	0	0	0	26	200	141	0	0	18	78	213	265	0	544	40	142	439	741	3575	86	0	0	604	0	0	19	33827	0	89	104	710	0	274	0	9	34	70	19	19	7	0	0	0	0	66	58	431	211	12017	38	251	0	27	8	0	2	129	29	638	28	15	0	71	317	1205	0	55	457	0	1160887	62	0	129	381	46	0	919	0	3	1003	376	26	0	242	0	213	24	42	217	7	1	56	277	73	122	3	4379	4372	326	0	2	1006688	449	1908	103	0	0	41	270	6	8	3	0	3	42	8	0	7	9	0	44	59	83	31	0	40	0	461
SRR20002427	253	0	0	178	0	0	893	117953	194	35	0	16	0	1082	0	36	492	0	126	98	0	2	1425	0	0	0	0	88	0	554	1	0	0	0	0	1307	800	74162	223	0	0	0	0	7	0	110	6	178	0	20	2058	0	28	21	36	0	0	0	0	0	0	0	0	129	349	0	56786	0	5638	0	16183	10	2055	0	2309	18	0	21	0	0	48	0	0	44	3671	0	0	0	0	0	1129	0	1535	15	0	144	122	23591	271	0	0	35	0	167	13	47	475	43	863	3	53	1	0	0	12	10	0	0	0	128	4	25	0	0	343	5686	0	25	22	0	0	0	51	0	1	0	10379	0	0	4193	942	8	0	0	0	35	50	9	9	4	14	67	58	148	0	0	0	54	0	0	0	3081	43	30	4	275	0	85	24	0	7	0	0	2	0	0	0	0	0	0	13	0	193	2314	2	101	0	0	608	10	0	0	0	1273	61	0	0	3323	170430	0	65	0	329	0	566119	0	0	0	3	40	0	286	0	4	205	0	0	0	6	0	5667	10	7	0	0	0	0	31	0	72	0	2776	1772	83	0	0	135860	211	27480	0	0	0	554	0	0	0	0	0	0	0	0	0	222	2	449	157	0	357	3	10	0	2	5
SRR20002430	2366	19	0	206	0	0	3116	148245	142	0	0	45	0	0	31	53	875	0	73	499	3463	0	179	0	0	28	54	345	0	718	32	4	74	73	10	341	374	1559	429	674	822	0	6	106	27	426	2	171	31	79	1292	0	0	13	172	22	0	0	0	2	1389	0	78	331	708	198	10404	0	5733	9	103133	47	2114	0	8238	107	29	52	0	0	41	0	2144	45	474	1086	0	43	4362	0	985	14	0	69	0	24	142	217	286	0	0	1345	16	1944	31	24996	926	258	1488	183	54	4	0	0	266	4	13	682	154	457	22	11	21	19	0	36	230	285	14735	0	24	0	27	0	213	0	0	6	28	1065	519	0	15	0	0	0	930	0	54	0	135	251	220	1395	0	0	5	11	0	3	0	38209	40	460	472	656	0	21520	0	32	16	0	0	0	1	0	0	6	0	42	20	263	86	4979	29	53	0	2	79	0	0	0	30	1330	72	0	0	29	90	0	10	0	408	3	1689369	45	0	94	119	0	26	377	128	108	184	282	26	0	17	0	21640	1	0	0	582	37	1104	171	0	0	11	3481	1332	106	0	0	567804	1000	10862	0	0	10	0	0	7	0	0	0	0	0	2201	0	0	47	0	135	126	596	0	20	0	0	17
SRR20002432	0	0	0	0	0	0	6	96	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	48	0	13	0	114	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	2	0	6	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	1	2	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	2	0	0	0	0	0	2	0	0	0	0	0	0	6	4	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	569	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR20002433	10	11	13	117	0	0	2516	287966	228	0	0	135	0	121	118	3	1008	1	41	272	1879	9	141	0	0	3	10	59	0	1680	2	24	0	0	2	381	0	810	435	39	0	0	0	40	0	251	0	465	29	719	2241	0	35	11	2	0	23	18	0	0	0	13	0	540	966	157	4679	0	11398	0	350447	18	549	121	325	655	16	12	0	0	27	0	1252	0	14267	511	0	0	8170	17	1295	63	0	172	31	8	9	399	5	41	4	334	0	27	427	263	678	115	2192	112	129	0	0	9	12	2	3	0	100	185	0	0	8	0	0	739	67	15	38	0	188	0	1	2	31	0	0	11	0	5096	3768	3	0	0	0	15	120	0	54	0	21	359	121	373	7	0	0	0	8	0	0	13796	34	128	941	364	0	128	0	18	0	0	0	29	34	0	12	13	0	146	453	279	49	9974	21	11680	0	2	42	0	0	244	0	386	9	213	71	2	53	0	0	0	155	0	1492526	0	0	502	84	0	0	365	121	0	994	134	84	0	220	35	1006	7	22	0	7	0	27	232	0	11	0	3851	4734	150	0	0	313418	598	998	70	0	19	1	0	11	0	0	0	0	81	54	81	1	0	0	49	0	103	12	0	225	23	23
SRR20002435	0	0	0	0	0	0	89	12231	0	17	0	0	0	0	0	0	12	0	5	0	0	0	12	0	0	0	0	0	11	102	0	0	2	22	0	260	31	62	502	41	0	0	0	0	0	3	0	0	0	29	43	0	9	84	0	0	0	0	0	0	0	0	73	55	43	35	2165322	0	245	0	4699	2	0	251	2	19	0	0	0	0	25	0	0	0	0	0	0	0	89415	0	316	0	0	0	0	0	0	34	0	0	0	41	0	0	34	15	0	0	49	0	78	0	0	0	0	0	0	0	0	20	4	0	38	0	0	16070	0	0	0	28	0	0	0	0	0	0	0	0	0	52	0	0	0	43	0	0	39	0	304	1	0	0	11	44	6	0	0	0	0	0	0	482	14	24	0	26	0	0	18	0	0	0	1	0	0	0	0	0	0	17	0	5	11	188	0	72	0	0	0	0	0	0	0	20	0	0	0	0	19	0	5	0	25	0	23875	0	0	26	0	0	0	32	0	0	0	73	0	0	36	0	36	0	27	0	30	0	0	0	0	10	0	89	15	0	0	0	26045	0	60	0	0	7	0	3	0	0	0	0	0	6	0	0	0	0	0	11	44	0	0	0	0	0	2
SRR20002439	0	0	0	4	0	0	49	2394	12	0	0	0	0	4	5	0	58	0	0	18	0	0	0	0	0	0	0	0	0	65	1	0	0	0	0	23	0	2	17	0	0	1	0	0	0	15	0	0	0	0	141	0	3	0	1	0	2	0	0	11	0	0	0	1	71	0	115	0	317	9	3096	2	0	0	42	33	1	1	0	0	0	0	0	0	18	4	4	0	37	0	2	0	0	0	0	1	0	793	0	0	0	4	0	0	0	1	34	8	246	2	19	0	0	0	3	0	0	0	42	1740	6	0	0	0	0	561	7	0	1	1	0	0	0	0	0	0	0	0	0	17	10	0	0	0	0	0	0	0	8	0	0	17	7	17	0	0	0	0	0	1	0	173	0	8	20	30	0	0	0	0	0	7	0	0	15	0	0	0	0	4	0	0	2	783	0	14	0	0	0	0	0	0	0	0	2	0	0	0	10	0	0	0	19	0	24551	2	0	14	0	0	2	34	0	3	8	24	0	0	0	0	18	0	0	0	0	0	32	0	0	2	2	123	80	0	0	0	2479	23	35	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	2
SRR20002441	0	0	0	0	0	0	7	585	0	0	0	0	0	6	0	0	4	0	0	0	0	0	2	0	0	0	0	5	4	8	0	0	0	0	0	12	0	14	5	0	0	0	0	0	0	0	0	10	0	4	0	0	0	0	0	0	0	0	0	0	3772	0	0	0	0	0	122	0	15	0	166	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6954529	3	3	0	0	2	0	0	0	102	0	0	0	0	0	0	0	1	0	0	13	0	10	0	0	0	0	0	0	0	3783934	0	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	110	0	0	2	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	82	1	4	0	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	0	3300	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	17	0	0	14	0	1	0	14	16	2	0	0	8722	3	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0
SRR20002442	0	0	0	99	0	0	975	58782	27	0	0	0	0	41	0	0	833	0	7	260	126	5	24	0	9	0	0	0	0	1652	6	0	0	64	0	421	0	5	61	0	216	0	3	22	0	38	10	234	2	0	756	0	22	0	0	0	0	0	1	10	0	0	0	0	586	0	807	12	7532	0	10110	0	211	0	192	626	3	22	0	0	51	0	0	0	143	226	0	0	0	19	53	0	0	2	0	0	0	0	0	0	0	29	0	0	41	12	476	62	1762	112	25	0	0	0	29	0	2	0	0	103	23	3	0	0	0	59	0	0	3	0	0	0	10	2	6	0	0	2	4	108	36	0	7	0	0	14	48	0	5	0	62	241	14	140	0	0	0	0	0	2	0	1514	0	25	0	331	0	28	0	0	3	27	0	17	6	0	0	3	0	16	0	0	26	9108	13	86	0	0	0	5	0	0	0	32	16	0	10	1	33	0	0	0	92	0	1539392	4	20	54	0	0	0	427	252	0	142	13	37	0	0	0	887	1	0	0	2	9	0	0	0	108	0	1552	1276	55	0	0	19973	101	101	0	0	0	3	0	0	9	79	0	0	0	66	0	0	0	0	8	7	0	13	0	0	0	3
SRR20002443	0	0	0	161	0	0	740	78800	73	0	0	68	0	0	51	0	343	0	2	1456	1273	4	7	3	0	3	0	47	0	1132	3	0	26	0	1	12	201	37	443	15	34	0	7	12	0	3313	0	113	83	38	3606	0	809	1179	0	2	0	0	0	3	0	0	0	30	577	221	507336	21	5904	8	223488	18	146	1000	567	806	0	46	0	0	0	0	194	0	5379	221	0	0	5170	0	91	500	0	12	0	23	48860	1227	0	0	0	61	0	0	37	78	487	0	1148	17	2629	0	0	0	3	0	5	0	2970	37	0	5	0	4	5	1597	30	680	17	138	0	0	211	0	0	0	0	0	0	2573	1187	0	15	0	0	0	0	0	9	13	50	176	59	1126	0	0	4	0	157	0	0	2557	0	23	18	299	0	44	0	0	60	0	1	0	0	0	0	1	0	22	13	18	26	6270	4	75	0	0	0	0	1	0	1	40	15	73	48	31	217	0	7	230	183	0	655298	0	0	0	157	0	38	408	0	2	94	0	17	0	33	0	208	0	0	367	720	31	833	36	0	21	4	1086	2603	67	0	0	769112	305	275	0	11	0	0	0	15	0	0	0	0	10	12	0	8	0	9	20	0	7	2	0	8	0	10
SRR20002446	51	0	5	28	0	229	229	50212	375	0	0	0	60	13	3020	0	338	0	4	46649	861	0	11	0	0	0	0	0	0	666	16	0	0	58	1	73	137	50	109	0	200	0	3	5	0	84	0	410	32	13	795	6	0	7	0	12	0	214	0	38	318	0	0	78	246	67	5966	3	4631	0	196732	25	391	187	319	169	0	97	0	0	0	0	2530	0	82397	31	30	0	0	0	259	0	0	144	0	26	29	142	0	0	16	37	7	68	9	232	307	0	1084	8	243	0	0	0	13	0	0	33	98	151	5	0	0	0	0	1264	119	0	29	0	0	8	11	0	1	0	0	3	0	133	54	0	0	0	0	5	14	0	3	0	0	151	15	4212	0	0	0	0	0	0	0	807	0	36	73	463	0	136	0	0	22	9	0	8	9	6	0	0	0	0	43	153	0	3279	5	221	18	0	0	62	0	91	0	5	7	0	0	8	34	0	0	0	34	0	378537	0	0	17	8	0	0	567	48	0	91	41	0	0	15	0	912	0	0	0	0	0	0	119	0	26	10	697	381	26	9	0	740322	586	310569	0	0	0	4	0	0	0	0	0	0	86	0	0	0	0	0	88	0	0	5	0	0	0	26
SRR20002448	62	0	0	453	0	0	775	90593	189	0	0	215	0	0	0	13	493	0	10	1818	488	3	8	0	0	0	149	0	0	1331	1	0	16	0	1	48	309	627	47	0	219	0	0	27	0	39	13	181	0	28	896	12	124	12	24	0	118	0	0	0	27	8	0	0	441	48	5820	0	10573	129	108659	42	422	44	523	654	6	18	0	0	0	0	266	0	11427	352	0	11	4493	0	104	9	37	329	0	11	12	399	89	97	0	68	0	290	8	189922	946	30	2160	92	7	0	34	0	60	0	0	84	0	1154	3	0	0	0	139	915	326	0	791	5	0	0	8	0	102	29	0	0	17	2484	1192	0	6	0	0	5	70	0	7	2	33	160	122	1934	0	0	0	16	0	0	0	2775	7107	101	98	771	42	441	0	6	17	0	0	0	2	0	0	9	0	0	109	31	9	8916	16	72	0	0	0	0	0	648	3	16	342	0	0	14	230	0	26	7055	790	0	1484930	15	0	85	3	0	0	274	0	0	299	22	0	0	23	8	7475	0	0	249	37	0	14	0	0	20	22	1914	1358	71	0	0	157991	293	33234	0	0	0	1	0	0	0	0	0	0	6	0	0	0	21	0	76	0	79	0	0	0	0	132
