feature	Acidaminococcaceae	Actinomycetaceae	Akkermansiaceae	Atopobiaceae	Bacillales.unclassified	Bacteroidaceae	Barnesiellaceae	Bifidobacteriaceae	Burkholderiaceae	Campylobacteraceae	Carnobacteriaceae	Catabacteriaceae	Christensenellaceae	Clostridiaceae	Clostridiales.Family.XIII.Incertae.Sedis	Clostridiales.unclassified	Coriobacteriaceae	Desulfovibrionaceae	Eggerthellaceae	Enterobacteriaceae	Erysipelotrichaceae	Eubacteriaceae	Firmicutes.unclassified	Lachnospiraceae	Lactobacillaceae	Leuconostocaceae	Micrococcaceae	Odoribacteraceae	Oscillospiraceae	Pasteurellaceae	Peptoniphilaceae	Peptostreptococcaceae	Phyllobacteriaceae	Porphyromonadaceae	Prevotellaceae	Proteobacteria.unclassified	Rikenellaceae	Ruminococcaceae	Selenomonadaceae	Staphylococcaceae	Streptococcaceae	Sutterellaceae	Tannerellaceae	Tissierellia.unclassified	Veillonellaceae
NS36	0.0128973199679045	0	0.221480905489313	9.99799843992017e-06	9.25795051618098e-05	0.17227070815823	0.0192971171849714	0.0340328436209143	0	0	0	0.000411290210332402	0	0.0133136091774568	0	0.072451475890807	0.0247879297105423	0.00518989237644777	0.00220553885192788	0	0.00256105591410033	0.0778220673861174	0.00619140756330938	0.080550344725105	2.22994573047239e-05	0	0	0.00552070850129807	0.00602648959884698	0	7.6553301780173e-05	0.00110090705370552	0	4.65593064604125e-05	6.77805482471058e-05	0	0.0716681523169577	0.135401863666117	0	2.79845936725216e-05	0.00102038395842715	0	0.0334273275879476	2.6906378154491e-05	0
NS38	0	0	0.141482106700555	6.45971291210248e-06	0	0.217426704551479	0.0120290386563966	0.310966366732366	0	0	0	0.000134741185633964	0.000230653879524529	9.13487662896231e-05	0	0.00275289091461741	0.0240507750286316	0	0.00350762411127164	0.00178358290644812	0.0099117975351842	0.0188856728412394	0.00815826633663151	0.093125257554722	0.00446520633622005	0	0	0.00562971001716809	0.00432737572267161	3.87582774726149e-05	0	0.000486655110801981	0	0	1.10938547838282e-05	0	0.0265145235761617	0.0787207296891706	0	0	0.000428658123134626	1.60790680094725e-05	0.0225241763532519	0	0.0122937464572512
NS39	0.00258177942259425	0	0.00386172346071598	4.02340954620638e-05	0	0.119968176579798	0.00754166877833193	0.127961166950704	0	0	0	1.63935196416856e-05	0.000128549184507364	0.00011485459797742	0	0	0.0139194976225898	0.000179878893873252	0.00247936990507652	5.84269038449101e-05	0.000734309727364773	0.0631030053819725	0.00475002231617841	0.113840049028619	0	0	0	0.00597253905531144	0.00181938079877025	0.000768796094903685	0.000762398623824002	0.00052194367566501	0	0	0.0403123145420615	0	0.0413241645577503	0.429326437259351	0.00158832213625954	0	0.00267669190369047	0	0.00713038136024829	0	0.00651752362291186
NS4	0	0	0	0	0	0.255070622647227	0	0.075393657988159	0	0	0	0	0	9.12040797184171e-06	0	0	0.00634668010666123	8.68816114853168e-06	0.000187768020045879	0.00660110058686151	0.000558635794445888	0.131515159112217	0.000495009062054651	0.311057262762412	0.00383541251259459	0	0	0.0011280345347922	0.00324098668117863	0.00245442713680136	5.34257073611202e-05	0.000178950184850354	0	0	0.000309531950172315	0	0.00673168235218347	0.185267817970489	0	0	0.00350668880346731	0.00240095820475791	0.00279629114935727	0	0.00085208816279107
NS40	0.00279046089726657	0	0	0.000714229719873	0	0.0475922509901624	0.0100425344751352	0.15631263602193	0	0	0	0.000210123832766209	0	0.00222659293155816	0	0.0507199212379532	0.0355037763302175	0	0.00566450671391879	0.000216637534930867	0.00351503054994641	0.0215252803841317	0.0343185102880737	0.285825942672771	0.0322993537177593	3.43449750500154e-05	0	0.000757821418974943	0.00108505523961063	0	7.57958070069306e-05	0.000410044383819946	0	0.000117109987869482	0.0336057837302387	0	0.0322160421005624	0.204548240364356	0.00221215346592042	0	0.00129554347529514	4.99687501722373e-05	0.0164685521875768	0	0.0176457558151532
NS41	0.0026854952153938	0	0.000937903241076813	3.2491717532633e-05	0	0.0959069343750543	0.0128853146539301	0.0085774970298676	0	0.000112394570461198	0	4.69730448224582e-06	0	0.00127958955002111	0	0.00160470143226898	0.00304029990317712	0	0.000250587808026958	0	0.00388418403951343	0.00318618406414386	0.0226998090947311	0.202920438322275	0.00436058319980089	0	0	0.00257619161731211	0.00242731383742663	0	0	2.40949815410537e-06	0	2.64071262343871e-05	0.409946612822415	0	0.0461950933174297	0.144323852712586	0.000726792261392874	0	0.000435096954554966	0.000339495856076927	0.027086117946541	0	0.00154551052811965
NS46	0	9.76884662571239e-06	0.00123400906413143	0	4.17396174007711e-05	0.137584801555284	0	0.0840925303062795	0	0.000149405889569719	0	0	0.0012955998137128	0.00235909810037725	2.68512682653271e-05	0.00261930465140759	7.7785094255004e-05	2.0269050752815e-05	0.0165137911822838	0.00118568722921815	0.0180568510305741	0.205063344701589	0.00759331925818409	0.294434082095402	0.000852240448405732	0	0	0.00333958731063391	0.000776388227547259	0	0.000361813003902053	0.0011779034958105	0	0.00017960050641283	0.00619924738089125	0	0.00145691638259087	0.206319503450048	0	0.000297192344672074	0	0.000232623925263622	0.0040101376597657	0	0.00243860710874267
NS51	1.36104010439545e-05	2.64851047341818e-05	0	0.000122309685057159	0.000307245607350352	0.0157641857010475	0.000355648362414326	0.111540363268961	0.00128265768216709	1.8515050068803e-05	0	0	0	0.0419310706756859	0	0.00111694185324003	0.0430454988963007	4.69007063001136e-06	0.00359826510302369	0.00520279037744646	0.00303131832980761	0.0441902746327567	0.000708691130034201	0.470821108751089	0.00241078826599506	0	3.95130787064356e-05	0	3.53134729789091e-05	2.82017318928788e-05	0.00160308453377173	0.00669107546998033	0.000410948280169492	0.000540461668481898	0.000387314002681004	0	4.88012577972424e-05	0.233093720792432	0	0	0.0105185409527465	0	0.000685700587730223	9.63150452254621e-05	0.000328550176552038
NS55	0	2.24335034346347e-05	0.0001485461713915	0	0	0.0542761125863381	0	0.0432284749718357	0	0	0	0	6.19836300719948e-05	0.0018015828912122	0	0.00168162661089228	0.0177685007027377	0	0.00606040395697151	0.0005245522102481	0.00997306813605337	0.0984832666352473	0.000441767452251267	0.440372051026193	0.000258288444950118	0	0	0.000566434301899456	0	0	0	0.00126135987607005	0	0	2.38326824430318e-05	0	5.2469212814894e-05	0.315383436845374	0	0	0.00696711859371316	0	0	0	0.000642689557857101
NS58	0.000233589996762895	0.00125695784159505	0	1.89976146450414e-05	0.00122833625232749	0.000780765802468978	0	0.0696948493544789	0.00104687148227734	0	2.63963928230517e-05	0	0	0.000406626835279444	3.25156830454662e-05	0	0.0215986467690342	0	0.00235681681420739	0	0.0205740550661576	0.0183495818104877	0	0.811977436953092	1.69114929783092e-05	1.5020076000472e-06	7.19294750689268e-05	0	0	0.000123248068070539	0	0.00178260487170046	0	0	0.00554313123301862	0	1.09034625781204e-05	0.0249492641303173	0	0	0.0177805156347587	0	3.13196399565397e-05	0	0.000106225315270005
NS6	0	0	8.60317733434201e-06	0	0.00015803179620057	0.384309137875917	0	1.5619052577477e-05	0	0	0	0	0	0.0129413374416944	0	0	0.00963901893302188	0	0.00372187419742038	0	0.0017097148284809	0.095242601664318	0.00184930217438164	0.262380686470059	7.63809766288815e-05	0	0	0.00546930332358836	0.00181085771773261	4.49523952229826e-05	0.00166022274927706	0.000805397081078438	0	0.000783968502847144	0.00326311214701973	2.74285801360572e-05	0.0500228730231343	0.123694642442744	0	0	0.0016726354516303	0.000395238220710546	0.03803645651951	0.000186254027382231	7.43492299521365e-05
NS62	3.05542099493406e-06	1.109600256055e-05	0.0103583060038433	0	1.42586313096923e-05	0.00986204130961347	0.000354000004395518	0.0440323688083971	0	0	0	0	0.000251777410757987	0.00150042612402104	0	0.00180875562512386	1.47410662036292e-05	0	0.0073911705944997	0	0.00417354426744861	0.0415226888862599	0.00394406606956593	0.583504414574101	0.000613925204473329	0	0	9.5307693491101e-05	0	0	0	0.00294194158710467	0	0	0	0	0.00695596071629146	0.275272686943119	0	0	0.00358765389070073	0	0.0017858131657233	0	0
NS67	0	0.0008547852314059	0.00700565238606794	2.04262462522239e-05	0.000280613350667894	0.0109432972538104	0	0.207775116783487	0.000380654283838571	0	0	0	0	0.00200822638647089	2.78706412059069e-06	2.45334986404628e-05	0.0294942527437363	7.93946555405111e-05	0.00742011815831683	0.00194562745944657	0.0031693319678675	0.0284703000545898	0.0126090448005155	0.288424574600502	0.0292174165983897	0	0	0	0.000256409899094343	4.91403410735727e-06	0.000534199513745323	0.00328008109476465	0	7.00433219780029e-06	0.0091609330767963	0	0	0.27147783121525	0	0	0.00268119235590457	0	0.000431481532143027	0	0.0820397994223296
NS7	0.000209743966225221	0.000927610516397269	0	2.00142761443454e-05	0.000214050388958219	0.00969019241873339	0	0.222861047481558	0	0	0	0	0	0.00190425071456614	2.13203223830416e-05	0	0.0553269425549328	6.04311124499458e-05	0.00234781225606498	0.000374094001018998	0.0067985001506189	0.0489975600938348	0.00500392202155626	0.17194077553308	0.112674338641129	0	3.19098864805788e-05	0.0003508675570984	0.000100671456020587	0.000495591599764742	0	0.0371126805158868	0	0	0.0453052614813995	0	0.0221022557960038	0.225258736584522	0.0011145163227188	0	0.00882064801213762	8.52812895321665e-05	0.00108334770572505	0	0.0187656253430578
NS70	0.000913426473241247	7.51817118481084e-05	0	2.12075078838206e-05	3.94390730069869e-05	0.0098880240451163	0	0.0703214021314078	0.00105144756590907	0	0	0	0	4.88367869880004e-05	5.63549581728112e-05	0	0.0357380966126974	0	0.00219759276303348	0	0.00214599931327771	0.131206810260186	0.000960759625992285	0.492435200490987	5.46633696562288e-05	0	5.55404896277901e-05	0	0.000328418777923153	3.3330558919328e-05	0	0.000601109111938897	0.000210916027447214	0	0.106200621082387	0	8.70854828907255e-06	0.12473554441286	0	0	0.0198147979975476	0	0.000761559415308068	0	9.5010888348047e-05
NS71	0.00139770605772566	0.000345033327260249	0.026559018466963	4.80755692409905e-05	0	0.0626708000664206	0	0.240946812756809	0	0	2.2345594006417e-05	0	0.00044647798509909	0.0180431342858689	3.17611161411598e-05	0.00416226823659723	0.0427843495277855	0	0.00492288622287391	0	0.0408978173301059	0.0843865954378801	0.00548169963104604	0.18808490405865	0.000431378438081162	2.77258923691272e-05	2.95048619890555e-05	0.000114114392692965	0.0801493935297313	0	3.58397294161174e-05	0.0114420722583616	0	0	0.000142664685617668	0	0.00148461523208459	0.174178785318676	0	0	0.00930570330283934	0	0.00142651668766791	0	0
NS72	0	0.0025513927325137	0.00192618552277876	0.00429372384910916	0.00100679553565643	0.000390670953771862	0	0.366239156679184	5.9371290277326e-06	0	7.06557673035463e-05	0	0	0.000226554552700631	0.000393895090065068	4.5884964075258e-05	0.0644177713134282	0	0.000961736265022116	0	0.00453765728280488	0.0685309435301178	9.43649646791937e-06	0.213120717010166	0.19597448497175	0	5.11929933384626e-05	0	4.16385406646942e-05	0	8.22941129473135e-05	0.00103038677682623	0	0	0.00455943986215166	0	1.23460828788612e-05	0.0308425989243652	0.00242415730513792	9.23990279150438e-06	0.0283596207912439	0	4.77722633688418e-05	0	0.0078357127983427
NS77	0.0497579331704677	0	0	1.13146688106995e-05	3.04556895655588e-05	0.14374571171816	0.00388741609368081	0.0091248108147125	0	0	0	9.73598181853472e-05	0	0.0276311815099171	0	0.000268108456601358	0.0102048473830065	0.000319315159321717	0.000431701573239851	0.0309090813141867	0.00197206180188382	0.0333207604852768	0.0267290938238277	0.124030326174621	0	0	5.63944560090596e-05	0.00280778202348675	0.00810895033236057	5.87200005867528e-05	0	0.00034507503772078	0	0	0.249665725327962	0	0.0333120396931104	0.212450840447338	0	0	0.00736267413297661	0.000488274917293349	0.0226629238517422	0	0.000209120123947948
NS78	0	0	0	0.000321763265112544	7.31362638693487e-05	0.000978295830682471	0	0.143904098455809	0.000369915842482273	0	2.17170543664981e-05	0	0	0.000559017547077462	0	0	0.034390982111136	0	0.00221265932468914	0	0.105649053490315	0.145579094328661	0.00369238318780588	0.398832009631483	0.00318526879573247	0	0	0	1.97812723616849e-05	0	0	0.00818932577136225	7.57374709383165e-05	0	0.00729354264863494	0	0.000378747847879233	0.0985375348433199	0	0	0.0456631012183509	0	7.28337979310967e-05	0	0
NS79	0.000149421930813945	0	0	1.92244362578251e-05	0	0.0416949666388745	0	0.229355935246716	0.00150762835242929	0	0	0	0	0.000537803604312656	0	0	0.0363236591484382	3.69589787056687e-05	0.00297368386145103	0	5.92112636741012e-05	0.13926296971786	0.00178013473638396	0.244559965149942	0	1.1102111938894e-05	0	0.000346712707909875	0.000346616585728586	0	0	0.000738987329750796	0.000345126691918605	0	0	0.000171145543785288	0.00761345349118646	0.286566511839465	0	0	0.00212055144141939	0.00269026760992004	0.000787961581117605	0	0
NS81	0	4.38412818520775e-05	0.000106050847800282	0	0	0.000651034371218401	0	0.0664922064756866	0.0024242091673911	0	0	0	0	0.00369058105582976	0	0.00408313092600989	0	0	0.00665486398516674	0	0.00750442600556247	0.0981579730194167	0.000202108886957074	0.606666185317503	0.000129675464766685	1.53646653131128e-05	0	0	0	0	1.25343322291184e-05	0.0295522008727823	0.000563178521815225	0	0	0	0.000167682794751754	0.160360203206363	0	0	0.0113333468111099	0	3.13069496229592e-05	0	0.0011578950408521
NS83	0.0133272182618405	0.000426461072015659	0.00596889472882092	5.4288544947221e-05	0.000273553690980883	0.0168979176648822	0.000642743330964309	0.0618508061757144	0.000105089406533505	0	0	0	8.57235857661952e-05	0.00485398331758445	0	3.90528755283898e-05	0.088704912571809	7.69125962227747e-05	0.00418517414255419	0.00189156342703255	0.0867998114264675	0.0477251837676425	0.00418558715768904	0.310502392068935	0.018362331661341	0	0	0.000449589919567138	0.0229285811016481	6.01166474056294e-06	0	0.00683641007428353	1.98706170432347e-05	0	0.0212776678265202	3.5243958173682e-05	0.00531050271330293	0.239421156535077	0	0	0.0330344189833871	0.000372493761062209	0.00334845136992302	0	0
NS86	0	7.98209825660866e-05	0	0.000182705233020628	0.000309872722712886	0.00171806822300542	0	0.10437011746407	0.000582739647831452	0	0	0	0	0.000114909682325851	0	0	0.0145022641796834	0	0.000315682110090331	3.450776102202e-05	0.00343613644601084	0.0172732257709769	0.00266598596138303	0.450462976222352	0.0177696379223795	0	0.000191709783455666	0	0.0013805428163759	0.000295814005259471	0	0.00141609626712586	0	0	0.0137443134085482	0	0.0045346335052118	0.338805040387152	0	0.000183925204369891	0.0236791210443373	0	0.000444534322122048	0	0.00150561892661227
NS9	0.00599099017782513	0	3.76265366688145e-06	0	0	0.112208631620521	0	0.00212936603640245	0	0	0	0	0	0.0124992395423277	0	7.04757714909143e-05	0.0107263532331067	0.000709069969673434	0.00163041279396947	0.000564144387987259	0.0036376405557245	0.266140315104911	0.00729688466227795	0.29919023888158	2.4520664345969e-05	2.66345147206215e-06	0	0.00970295371272241	0.00611866674045414	0	0	0.000872977927723989	0	0	0.00099372106112414	0	0.0417877356853329	0.189161494321416	0	0	0.00844229562628715	0	0.0200954454176565	0	0
