feature	Alcaligenaceae	Alicyclobacillaceae	Bacillaceae	Burkholderiaceae	Burkholderiales.unclassified	Comamonadaceae	Corynebacteriaceae	Enterobacteriaceae	FGB1056	FGB796	Lactobacillaceae	Micrococcaceae	Moraxellaceae	Oxalobacteraceae	Prevotellaceae	Propionibacteriaceae	Pseudomonadaceae	Staphylococcaceae	Streptococcaceae	Thermaceae
SRR20002422	0	0	0	0.00369704354992468	0.0104885381728753	1.44483490305013e-05	0.000198712960332828	0	0.00570006633718651	0	1.82049197784317e-05	0	0.0015792045490338	0.000418327865596449	0	0.312572789578387	0.101258075543482	0.554088983914075	0.00996560426029799	0
SRR20002425	0	0	0	0.0236782849107015	0.0795370606627578	0.0021880562026355	0	0	0	0	0	0.0256543054412956	0.0260196145285323	0.00336106703321207	0	0.0778722790058767	0.761279113570238	0.000410218644750207	0	0
SRR20002427	0	0	0	0.00051243356358089	0.00223598756344475	0	0.0322063606097474	0	0	0	0.000154381718692694	0.000271145482139854	0.000494246615139349	4.49045827970306e-05	0.939112051566575	0.00146141313063318	0.0209417675830025	0	0.00256530758424778	0
SRR20002430	0	0	0	0.0305718026806412	0.0168210897051471	0	0.000303762995459928	0	0.00011168116566789	0	0	0.0203706934936068	0.000706988210672223	0	0	0.137410844461127	0.78953696548832	5.25414674367535e-05	0.00411363033192033	0
SRR20002433	0	0	0	0.0121552050751034	0.0453909943972917	2.8602619046484e-05	0	0	0.0110113273181571	0	0	0	0.015673327217821	0.00192590968246326	0	0.425822626079096	0.4864333918779	0.00155861573312031	0	0
SRR20002435	0	0	0	0	0.000282404248702435	0	0.980521448825571	0.00876633133019481	0	0	0.00191835606639463	0	0	0	0	0.000590243234753186	0.00774841740868798	0	0	0.00017279888569629
SRR20002439	0	0	0	0	0.0132835338837774	0	0	0	0	0	0	0.116264047502712	0	0	0	0.177629998923404	0.692822419690106	0	0	0
SRR20002441	0	0	0	0	0	0	0	0.993390017463847	0	3.90951425872099e-05	0.000282713924028752	0	0	0	0.000306819219199105	0	0.0010923682500447	0.00478297671901139	0	0.000106009281281381
SRR20002442	0	0	0	0.0149256625288539	0.102420156737715	0	0	0	0	0	0	0	0.0190733854499754	0.00153725889643748	0	0.0356361624563051	0.826407373930713	0	0	0
SRR20002443	0	0	0	0.00800583207933687	0.0206970184536125	0	0.447098779516067	0	0.0104473718773752	0	0	0.000201402011283006	0.00496580557434196	0.000261250681978666	0.000579490371206784	0.150408084186858	0.207381771810704	0.149953193437236	0	0
SRR20002446	0.0331805511489825	0	0	0.000945839439584624	0.00909768491239733	0	0.000242991030735218	0	0.000332696268765706	0	0	0.00734859014841338	0	0	0	0.144775755790237	0.148348227550399	0.17748134131049	0.478246322399996	0
SRR20002448	0	0	0	0.0153583962619606	0.0597741905745619	0	0	0	0	0	0	0.00674499281731905	0.0155621524068279	0.00102930074268561	0	0.148934114509292	0.583216528831356	0.0192867925875951	0.150093531268401	0
SRR20002450	0.000323691660572472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00782040764597381	0.00292778250660656	0.988928118186847	0	0
SRR20002455	0	0	0	0.0214192828764457	0.0715111144242252	0	0	0	0.00112185725815877	0	0	0	0.0232098983579531	0.00122094391235218	0	0.175292267283642	0.706224635887223	0	0	0
SRR20002456	0	0	0	0.00663817154794464	0.0623954391151104	0	0	0	0	0	0.016865303715402	0	0.00540811698574786	0	0	0.0167509817322217	0.891941986903574	0	0	0
SRR20002459	0	0	0	0.00729478044581111	0.0418317201243976	0	0	0	0	0	0	0	0.038178572222734	0	0	0.0251443787583744	0.423189785798467	0.464360762650216	0	0
SRR20002464	0	0	0.0011960307337762	0.0142486479828731	0.09875680870477	0	0	0	0	0.00547775593518097	0	0	0	0	0	0.0676130111289201	0.79487748788168	0	0	0.0178302576327991
SRR20002465	0	0	0	0.00123093813829269	0.00313085668280324	0	0.936565946307493	0	0	0	0	0	0.000233202998243173	4.74210964987384e-05	0.0241760081890676	0.00310909737667913	0.0299199919774384	0	0.00158653723348398	0
SRR20002466	0	0	0	0.00585501080743448	0.0429080369964133	0	0	0	0	0	0	0	0.00499937752611707	0	0	0.052494671408916	0.418603758883668	0.475139144377451	0	0
SRR20002468	0.002076685854303	0	0	0	0	0	0.69607981005053	0.291041485804211	0	0	0	0	0	0	0.00575508010531146	0	2.33510403407384e-05	0.00502358714530418	0	0
SRR20002473	0	0	0	0.00136817896652997	0.00474810775600802	3.03889701351672e-05	3.56949807936885e-05	0	2.43111761081338e-05	0	0	0	0.000677239905869441	0.000124064176488334	0	0.00415605343943811	0.0499799191614805	0.935563710089997	0.00329233137715191	0
SRR20002474	0.00438701107977532	0	0	0.03314640986906	0.0675138243854833	0	0	0	0	0	0	0.070808291980999	0.00766994211452687	0	0	0.0701996604509548	0.72481623349999	0.015792616289312	0.00566601032989887	0
SRR20002475	0.00756184962389833	0	0	0.0205972429971913	0.0587579497885437	0.00360282802630021	0	0.00105760435610748	0.00200350813003756	0	0	0	0.0125494205128757	0	0	0.161644086218214	0.640540208981243	0.00477320907809356	0.0869120922874945	0
SRR20002477	0	0.000873907375432147	0.000710951049650245	0.0189740769653783	0.0810455354773707	0	0.0112896527059403	0	0	0	0	0.00363455097120047	0.0152419444775591	0	0	0.100793054118805	0.745914555124424	0	0.0121174131572572	0.00940435857698268
SRR20002478	0	0	0	0.0105087103888223	0.0367823364859464	0	0	0	0	0	0	0	0	0	0	0.0650078445302903	0.873782617704957	0	0	0.0139184908899842
SRR20002479	0	0	0	0	0.00121678804278735	0	0	0	0	0	0	0	0	0	0	0.0098947266464474	0.148248370048853	0.840640115261912	0	0
SRR20002481	0	0	0	0	0	0	0	0	0	0.112854088216928	0	0	0	0	0	0	0.527787764679168	0	0	0.359358147103904
SRR20002482	0	0	0.00140752864157119	0.0094622398877718	0.0711994388590133	0	0	0	0	0.0128992284311433	0	0	0	0	0	0.0840074818798223	0.803320084171148	0	0	0.01770399812953
SRR20002486	0	0	0	0.0230378794889426	0.0794769943339491	0	0	0	0	0	0	0.000402960824945149	0.00822555497896755	0	0	0.133772451302067	0.755084159071128	0	0	0
SRR20002487	0	0.000639024103432163	0.00276652565844239	0.0141088166758987	0.0442531927996064	0.000443293960371222	0	0	0	0.00754528096945991	0	0	0.0105597572636771	0	0	0.1089567041829	0.793839683861005	0	0	0.0168877205252066
