feature	Acidaminococcaceae	Actinomycetaceae	Akkermansiaceae	Atopobiaceae	Bacteroidaceae	Barnesiellaceae	Bifidobacteriaceae	Bradyrhizobiaceae	Burkholderiaceae	Campylobacteraceae	Carnobacteriaceae	Christensenellaceae	Clostridiaceae	Coprobacillaceae	Coriobacteriaceae	Desulfovibrionaceae	Eggerthellaceae	Enterobacteriaceae	Erysipelotrichaceae	Eubacteriaceae	Eubacteriales.Family.XIII..Incertae.Sedis	Fusobacteriaceae	Lachnospiraceae	Lactobacillaceae	Micrococcaceae	Odoribacteraceae	Oscillospiraceae	Oxalobacteraceae	Pasteurellaceae	Peptococcaceae	Peptoniphilaceae	Peptostreptococcaceae	Porphyromonadaceae	Prevotellaceae	Pseudomonadaceae	Rikenellaceae	Selenomonadaceae	Sphingomonadaceae	Staphylococcaceae	Streptococcaceae	Sutterellaceae	Tannerellaceae	Turicibacteraceae	Veillonellaceae
NS34	7890	850	7349	0	470767	0	15098	0	0	298	0	68	128486	5087	2888	0	2414	23188	2974	8239	3239	1377	114932	0	0	11897	44540	0	0	85	4851	6770	3229	1013	0	16841	0	0	0	280	0	40630	1597	1216
NS36	11976	0	156222	0	175636	10091	15756	0	0	0	0	882	51011	1478	11277	4369	1730	0	3028	4974	558	0	88596	52	0	10810	234473	0	0	0	44	3483	429	39	0	111221	0	0	78	315	577	29919	1124	54
NS38	0	0	107474	0	248553	7160	131914	0	0	0	0	3463	32822	5943	10371	2354	3649	2496	2456	4494	317	0	97846	1364	0	4883	195946	0	77	0	0	1417	332	0	2098	33850	0	0	172	365	245	20168	0	5015
NS39	2110	0	2227	0	125570	5065	47115	0	0	0	484	2878	93707	173	6380	634	2359	140	7317	7511	0	0	162821	0	0	5277	364250	0	502	0	116	678	0	27124	981	27702	4642	0	0	1208	344	7087	72	23784
NS4	0	0	0	0	282837	0	36735	0	0	0	0	0	28605	0	2628	113	162	7798	1594	25703	0	0	339490	146	0	1135	169599	0	1842	122	0	53	0	230	0	4827	0	0	0	2124	16995	4615	79	2826
NS40	1038	0	0	3926	40970	4467	49191	0	0	0	0	224	49992	72	10506	0	1755	439	5530	34594	2718	0	233938	8517	0	570	404663	0	0	2920	40	343	96	23267	0	29429	2805	0	0	454	474	10925	0	6395
NS41	1279	0	1778	134	138708	0	3897	0	0	37	0	512	38450	12293	1429	50	111	0	3411	6733	155	0	163478	1591	0	4501	174199	0	0	304	0	243	0	315473	0	29944	1924	0	0	281	2805	25424	0	1064
NS46	0	30	1775	0	110589	0	29622	0	0	47	0	2078	39193	5915	281	723	12136	2945	3670	76611	286	48	292408	231	0	2574	319641	149	0	0	88	4567	383	3700	0	8177	0	0	213	0	147	3347	3237	5447
NS51	262	31	0	0	22328	578	90166	140	1361	0	0	0	78985	0	18844	39	2931	5974	2853	24562	122	185	437238	1404	0	0	191849	0	0	2993	1366	35884	1453	422	845	104	0	73	0	5778	80	861	181	302
NS55	0	0	113	0	45131	0	12234	0	0	0	0	76	42314	834	4666	0	2126	910	3723	23119	0	0	634426	0	0	454	151729	0	0	0	0	5768	0	0	0	382	0	0	0	1688	0	97	102	366
NS58	58	991	0	0	1208	0	27289	0	1151	0	116	0	7648	0	9306	0	1150	0	3889	3050	0	0	806986	0	36	0	29278	0	119	0	0	15287	0	4191	0	1665	0	0	0	6569	0	99	9973	115
NS6	0	0	34	0	358896	0	0	0	0	0	11925	0	57229	962	3597	49	1789	182	1931	14982	27	0	305090	62	0	7490	91846	0	0	0	835	1485	4508	1581	25	39617	0	0	0	626	205	24374	0	911
NS62	386	108	8270	0	11958	517	21149	0	0	0	0	199	33091	0	0	0	6022	0	12291	4112	1808	0	621075	0	0	202	190173	0	0	0	0	4855	0	0	0	9609	0	0	0	2126	40	1950	73	0
NS67	0	237	3907	0	44417	0	77492	0	350	0	0	721	27456	0	9751	533	4573	2664	3958	6462	3083	0	219146	9406	0	0	349808	0	0	0	742	3917	32	13281	7425	0	0	0	11468	1037	0	1111	661	126358
NS7	277	653	0	0	13826	0	100948	0	0	0	0	0	39613	45	23917	520	1307	5050	929	15952	58	0	263884	43303	24	483	208816	0	265	0	0	86751	0	83108	0	11685	2484	0	0	5779	1275	2230	4100	12949
NS70	532	50	0	0	19418	0	37677	103	1267	0	0	0	39825	0	17572	32	2019	0	765	43238	676	0	530960	57	32	0	120293	0	0	0	0	3487	0	96613	0	201	0	74	0	12773	137	1285	1094	78
NS71	3086	268	38913	0	54693	851	87029	0	0	0	36	1101	51979	21310	15058	82	7717	0	13011	29993	662	0	366367	207	0	175	184472	1970	0	0	0	37085	0	90	0	3498	0	0	0	4216	0	2065	4101	223
NS72	0	1890	897	30	17363	0	144952	0	57	0	0	0	55221	1543	28847	0	3584	62	12550	6992	4009	0	407005	65434	95	0	135289	0	0	0	0	2305	0	4774	0	10380	9130	0	72	13531	0	119	135	3912
NS77	18687	0	0	0	178644	162	5280	0	0	0	0	713	111289	3234	6205	912	473	32821	1561	9222	206	0	157185	0	41	2285	195642	0	0	213	0	1126	294	161462	0	16093	0	0	0	2093	3432	20881	0	102
NS78	0	0	0	1662	4453	0	62956	68	639	0	0	0	30806	26840	17941	0	1828	0	63382	71559	880	0	451082	1018	0	64	121500	0	0	1982	0	28331	0	8439	0	621	0	0	0	25005	0	509	892	7801
NS79	2597	0	0	0	88842	0	99747	128	1130	0	0	99	51507	663	12356	177	1705	0	2826	30807	328	0	389000	0	0	400	213671	0	0	0	0	347	0	0	0	30432	0	59	0	794	1070	903	0	0
NS81	0	79	237	0	21812	1181	27005	251	2332	0	0	0	39035	1389	0	0	3538	78	5442	7245	931	0	542657	240	0	0	225730	0	0	0	0	39853	0	0	0	265	0	91	0	4993	0	282	1090	3950
NS83	4879	235	2536	0	19974	317	23579	0	209	0	0	1113	54403	530	32272	250	5073	992	60153	11499	446	0	380536	5343	0	813	272193	478	33	98	0	15323	0	15891	0	3241	0	0	0	14103	238	2296	1212	0
NS86	0	95	0	70	3517	0	30918	0	555	0	1600	0	54587	1007	5205	0	261	428	1847	5857	63	0	490740	4657	50	0	294268	0	243	0	0	6865	0	8610	0	2015	0	0	0	9664	111	341	0	6684
NS9	4166	0	27	0	145731	0	1068	0	0	0	0	104	41320	3078	4593	2793	1074	643	5646	81995	571	0	296549	86	0	9489	187924	718	0	0	0	2116	0	52868	0	60012	0	0	0	3177	0	24510	0	0
