feature	Abiotrophia	Abyssicoccus	Acetobacter	Achromobacter	Acidaminococcus	Acidipropionibacterium	Acidithiobacillus	Acidothermus	Acidovorax	Acinetobacter	Actinomyces	Actinoplanes	Actinotignum	Adlercreutzia	Aequoribacter	Aeribacillus	Aerococcus	Aeromicrobium	Aeromonas	Aerosticca	Aggregatibacter	Agrobacterium	Agrococcus	Akkermansia	Alcaligenes	Alcanivorax	Alicycliphilus	Alicyclobacillus	Alistipes	Alkalihalobacillus	Allosaccharopolyspora	Altererythrobacter	Aminobacter	Amycolatopsis	Anaerobutyricum	Anaerococcus	Anaerostipes	Anoxybacillus	Aquabacter	Aquabacterium	Arachnia	Arsenicicoccus	Arthrobacter	Asticcacaulis	Atlantibacter	Atopobium	Aureimonas	Azoarcus	Azorhizobium	Azospira	Azospirillum	Bacillus	Bacteroides	Bdellovibrio	Bergeyella	Bifidobacterium	Blastococcus	Blastomonas	Blautia	Bordetella	Bosea	Brachybacterium	Bradyrhizobium	Brevibacillus	Brevibacterium	Brevilactibacter	Brevundimonas	Brochothrix	Brucella	Buchnera	Burkholderia	Butyricimonas	Caballeronia	Caldibacillus	Calothrix	Campylobacter	Capnocytophaga	Cardiobacterium	Carnobacterium	Castellaniella	Caulobacter	Celeribacter	Cellulomonas	Cellulosimicrobium	Cellvibrio	Cereibacter	Chelatococcus	Chloracidobacterium	Chloroflexus	Chondrocystis	Christensenella	Chroococcidiopsis	Chryseobacterium	Citricoccus	Citrobacter	Clavibacter	Cloacibacillus	Cloacibacterium	Clostridioides	Clostridium	Collinsella	Comamonas	Conchiformibius	Conexibacter	Congregibacter	Coprococcus	Corynebacterium	Croceicoccus	Cronobacter	Cruoricaptor	Cupriavidus	Curtobacterium	Cutibacterium	Cytobacillus	Defluviicoccus	Deinococcus	Delftia	Denitratisoma	Dermabacter	Dermacoccus	Desulfovibrio	Devosia	Dialister	Diaphorobacter	Dietzia	Dolosigranulum	Duganella	Dysosmobacter	Effusibacillus	Eggerthella	Eikenella	Elizabethkingia	Empedobacter	Ensifer	Enterobacter	Enterocloster	Enterococcus	Epilithonimonas	Erwinia	Erysipelatoclostridium	Erythrobacter	Escherichia	Eubacterium	Ewingella	Exiguobacterium	Ezakiella	Faecalibacillus	Faecalibacterium	Faecalicatena	Faecalitalea	Fannyhessea	Fastidiosipila	Ferrovibrio	Filifactor	Finegoldia	Flaviflexus	Flavobacterium	Flavonifractor	Flintibacter	Fonsibacter	Frederiksenia	Fretibacterium	Friedmanniella	Frigidibacter	Frigoribacterium	Fusobacterium	Gardnerella	Gemella	Geobacillus	Geodermatophilus	Georhizobium	Gluconacetobacter	Glutamicibacter	Gordonia	Gordonibacter	Granulicatella	Haematobacter	Haemophilus	Halomonas	Halopseudomonas	Hankyongella	Herbaspirillum	Hydrocarboniclastica	Hydrogenobacter	Hydrogenophaga	Hydrogenophilus	Hylemonella	Hymenobacter	Iamia	Ideonella	Idiomarina	Immundisolibacter	Intestinimonas	Janibacter	Janthinobacterium	Jeotgalibaca	Jeotgalicoccus	Jonesia	Kaistella	Kerstersia	Kingella	Klebsiella	Kluyvera	Kocuria	Kosakonia	Kovacikia	Kurthia	Kyrpidia	Kytococcus	Lachnoanaerobaculum	Lachnoclostridium	Lachnospira	Lacrimispora	Lacticaseibacillus	Lactiplantibacillus	Lactobacillus	Lactococcus	Lancefieldella	Laribacter	Larkinella	Latilactobacillus	Lautropia	Lawsonella	Leclercia	Legionella	Lelliottia	Lentibacillus	Leptolyngbya	Leptotrichia	Leucobacter	Leuconostoc	Levilactobacillus	Ligilactobacillus	Limnobacter	Limnohabitans	Limosilactobacillus	Listeria	Loigolactobacillus	Luteimonas	Lysinibacillus	Lysobacter	Macrococcus	Mageeibacillus	Mammaliicoccus	Marinobacter	Marinobacterium	Marmoricola	Massilia	Massilistercora	Mediterraneibacter	Megamonas	Megasphaera	Meiothermus	Melaminivora	Mesorhizobium	Metabacillus	Methylibium	Methylobacterium	Methylococcus	Methylomonas	Methylophilus	Methylorubrum	Methyloversatilis	Microbacterium	Microcella	Micrococcus	Microlunatus	Micromonospora	Micropruina	Microvirga	Microvirgula	Miltoncostaea	Miniimonas	Minimicrobia	Mitsuaria	Mixta	Mobiluncus	Modestobacter	Mogibacterium	Monoglobus	Moraxella	Morganella	Murdochiella	Muribaculum	Mycobacterium	Mycobacteroides	Mycolicibacter	Mycolicibacterium	Mycoplasma	Myroides	Nakamurella	Nanosynbacter	Ndongobacter	Neisseria	Neobacillus	Neomicrococcus	Nitrosomonas	Nitrospira	Nitrospirillum	Niveispirillum	Nocardia	Nocardioides	Nocardiopsis	Nosocomiicoccus	Nostoc	Novosphingobium	Ochrobactrum	Odoribacter	Oligella	Olsenella	Ornithinimicrobium	Orrella	Oryzomicrobium	Oscillatoria	Oscillibacter	Ottowia	Paenibacillus	Paeniglutamicibacter	Pandoraea	Pannonibacter	Pantoea	Parabacteroides	Paraburkholderia	Parachlamydia	Paracoccus	Parageobacillus	Paraprevotella	Parvimonas	Pasteurella	Paucibacter	Pauljensenia	Pectobacterium	Pediococcus	Pedobacter	Peptoniphilus	Phascolarctobacterium	Phenylobacterium	Phocaeicola	Phytobacter	Planktophila	Planococcus	Plantibacter	Pluralibacter	Polaromonas	Polymorphum	Polynucleobacter	Porphyrobacter	Porphyromonas	Prevotella	Priestia	Propionibacterium	Propionimicrobium	Protaetiibacter	Proteiniphilum	Proteus	Providencia	Pseudarthrobacter	Pseudoalteromonas	Pseudoclavibacter	Pseudocnuella	Pseudomonas	Pseudonocardia	Pseudorhizobium	Pseudoxanthomonas	Psychrobacter	Pusillimonas..ex.Kitahara.et.al..2021.	Qipengyuania	Rahnella	Ralstonia	Raoultella	Rathayibacter	Rheinheimera	Rhizobacter	Rhizobium	Rhizorhabdus	Rhodobacter	Rhodococcus	Rhodoferax	Rhodopseudomonas	Rhodothermus	Roseburia	Roseiflexus	Roseococcus	Roseomonas	Rothia	Rouxiella	Rubrobacter	Rugosibacter	Ruminococcus	Ruthenibacterium	Saccharomonospora	Saccharothrix	Salinicoccus	Salmonella	Sandaracinobacter	Sanguibacter	Schaalia	Schlegelella	Scytonema	Selenomonas	Serinicoccus	Serpentinimonas	Serratia	Shewanella	Shinella	Simplicispira	Sinimarinibacterium	Sinorhizobium	Skermanella	Skermania	Sneathia	Solibaculum	Sphaerotilus	Sphingobacterium	Sphingobium	Sphingomonas	Sphingopyxis	Sphingosinithalassobacter	Spirosoma	Staphylococcus	Stenotrophomonas	Steroidobacter	Streptococcus	Streptomyces	Sulfuriferula	Sulfuritalea	Sulfuritortus	Sulfurivermis	Sutterella	Symbiobacterium	Tabrizicola	Tannerella	Tardibacter	Tatumella	Tepidimonas	Tessaracoccus	Thalassospira	Thauera	Thermaerobacter	Thermanaerovibrio	Thermoactinomyces	Thermobacillus	Thermobifida	Thermocrinis	Thermomonas	Thermus	Thioalkalivibrio	Thiopseudomonas	Tolumonas	Treponema	Tsukamurella	Tsuneonella	Ureaplasma	Ureibacillus	Vagococcus	Variovorax	Veillonella	Vescimonas	Vibrio	Virgibacillus	Vogesella	Weissella	Weizmannia	Wenzhouxiangella	Xanthobacter	Xanthomonas	Yimella	Zunongwangia
SRR20002425	169	33	154	1391	0	0	0	0	10686	520422	4544	2	0	146	0	45	147	26	2251	297	77	10689	237	457	5633	6	1081	81	2265	101	0	60	0	0	199	220	205	11	0	9293	271	1	478	14	0	0	157	6	221	862	43121	1699	8496	6	12	3945	28	4	788	1719	201	389	1737	186	5513	2	4190	960	485	0	7744	9	511	3723	0	119	698	8	66	25	435	30	65	108	6	0	22	0	0	787	0	28	219	1	1580	0	0	878	50	267	1594	4425	0	7	0	596	28426	29	242	22	36196	41	156482	0	13	396	5824	0	1236	5344	70	82	16	8340	985	37	22	234	0	161	0	0	31	0	3376	250	959	1072	350	90	61	4345	5	26	334	4	0	6825	1	21	122	0	3	25	640	57	97	261	0	0	0	0	0	39	17	359	163	150	41	3	0	1	81	3587	40	59	388	1060	9235	249	0	37847	29	0	508	938	0	14	0	141	0	25	23	1220	113	0	2053	183	188	0	98	2458	0	3407	2	0	22	0	1868	0	8	64	7	690	109	1966	168	0	0	0	0	114	11	202	0	0	13	41	482	17	395	0	9	16	156	654	581	0	0	147	46	29	30	261	0	8	276	2636	4	913	0	0	5407	46	242	1	20	2140	0	0	0	3185	1	4366	0	36591	15	4	484	0	15	9	0	0	0	4987	9	0	10	77	38359	0	0	0	825	688	32	8017	15	0	0	0	0	4084	5	0	0	9	26	0	76	647	416	29	21	841	0	125	0	133	248	30	6	10	6	17	0	0	393	112	2975	1351	176363	256	3605	12	128	13	0	64	0	66	13	13	401	340	7	3992	0	0	165	0	42	9	39	10	0	465	3872	4177	7	0	0	0	97	593	0	0	0	0	3446081	755	0	899	1602	99	0	59	3594	236	14	104	16	3347	9	120	3707	231	0	0	1341	0	0	146	970	0	3	45	303	191	0	0	0	1951	17	0	144	30	24	11	18	0	484	791	161	0	440	0	12246	0	47	0	21	69	25386	6356	1935	0	96	1563537	4547	56	13922	377	18	0	24	1	0	0	1	664	0	1035	34	27	0	86	0	0	0	6	0	0	14	432	419	0	10	275	122	0	0	0	80	0	545	221	173	69	135	0	274	0	52	1316	0	9
SRR20002427	369	0	20	615	0	0	0	0	3525	185376	3386	0	0	93	0	32	59	0	1898	54	181	3972	51	292	277	68	798	16	4962	3	1	0	0	0	19	11	169	0	0	3261	53	0	7	0	2	328	74	0	33	91	9812	332	237805	0	0	1389	0	0	142	29	20	93	572	0	1221	46	2050	0	82	0	20676	1489	63	155	0	332	522	152	0	0	76	0	0	0	0	0	0	0	0	0	4	0	47	1	0	0	33	220	5	9	620	891	0	0	0	91	412611	58	0	0	13031	19	53056	0	0	582	2809	0	8	25773	54	0	145	1249	148	29	0	64	0	137	50	2	0	0	572	214	1079	388	64	17	0	2228	0	79	0	0	0	1458	5	98	12	0	0	757	49	0	196	123	4	0	0	64	0	0	0	978	110229	299	19	0	0	0	14	508	17	433	192	248	2938	193	0	13304	0	0	76	124	0	6	1	57	0	9	10	345	0	0	12	0	34	0	38	0	0	1644	0	0	0	0	39	17	46	0	0	1458	218	19202	14	121	0	0	35	208	0	99	0	0	0	8	1143	0	82	0	4874	0	19	5907	648	0	83	0	0	11	0	13	0	0	0	401	79	151	6	0	340	5	62	0	5	650	0	0	0	858	0	574	0	2091	0	407	2	0	0	42	0	23	2	69	0	13	56	0	4023	11	0	0	823	178	2	4543	0	0	2	13	0	1445	39	0	0	0	11	0	0	267	23	0	0	13	0	31	0	131	21	21	38	0	91	5	0	10	153	102	79	979	54999	47	2176	0	0	280	0	0	74	7	0	15	71	82	0	2536	0	3	95	0	18	0	0	7	0	19851	1538182	0	446	6	0	0	0	292	2	0	0	0	1304052	246	24	43	70	20	0	16	825	35	0	19	24	890	5	3	81	32	33	0	187	0	0	63	15940	0	0	0	107	13	0	0	0	239	106	0	158	2	0	134	71	0	660	572	4	0	150	14	0	0	0	0	0	25	8077	2076	712	0	2	119964	1424	0	106049	48	0	7	13	0	6	0	0	9394	10	7	0	22	0	0	0	0	0	0	0	0	0	12	204	0	0	2388	22	0	5185	0	5	0	3194	56	1680	0	59	53	9	0	25	83	3	0
SRR20002430	7748	79	28	969	0	0	5	0	6078	132890	1862	0	0	0	0	34	0	16	3259	15	729	5631	57	216	1821	112	2297	27	1197	0	0	0	0	0	212	378	298	0	1	1671	291	48	1051	0	0	6	595	0	76	222	1928	821	7399	0	0	1726	322	0	1821	674	224	222	1428	49	3067	4	1309	132	314	0	5209	7	66	33	0	259	3107	59	24	47	139	0	0	88	19	0	16	19	11	0	0	1	96	0	10426	0	0	187	0	620	1302	1642	285	1	0	431	42232	0	0	0	11203	86	289423	0	0	661	1607	3	22	50236	0	1	0	1241	308	97	0	3	0	52	80	6	21	0	3304	110	701	1851	26	49	0	7108	0	0	67	0	0	2219	0	49	236	1	0	2	261	0	27	63	0	0	40	0	1	0	0	1567	563	961	221	48	0	0	108	6462	10	4092	299	55364	4577	436	0	14888	0	0	250	148	1	247	59	38	0	33	0	5009	0	0	67	0	293	3	2661	1806	0	3402	0	0	0	0	226	15	65	194	237	18	53	195	1027	7	0	0	603	59651	4	112	0	4	0	0	388	0	2009	0	0	47	77	1790	909	0	113	10	52	9	0	25	689	0	0	149	0	2150	0	0	1994	4	0	0	0	1872	9	0	0	2360	0	1772	0	11596	27	0	2	0	0	28	0	48	0	45	0	157	20	23	28201	85	0	0	5234	2024	6	6775	0	0	0	1210	0	137786	0	0	0	0	14	0	60	773	80	0	0	18	0	10	0	10	22	1	0	0	1	35	3	0	87	70	1491	481	56007	205	1268	8	42	22	18	1	8	30	0	0	86	183	0	6257	0	13	241	0	0	0	0	0	28	426	1091	0	73	0	0	0	80	322	26	0	40	0	3336988	657	0	255	644	0	0	142	1948	2553	704	560	0	535	26	0	2371	71	79	0	232	0	0	811	54699	0	203	0	53	55	8	0	0	339	0	3	6993	0	0	45	233	0	13346	832	0	0	72	0	0	30	7	0	0	106	8680	1532	592	10	19	373328	4442	5	72299	111	0	4	0	4	72	0	0	0	0	0	6	15	3	0	0	0	0	0	0	0	0	67	3510	7	0	38	321	43	0	13	0	0	1618	357	1489	0	7	137	0	0	0	421	51	0
SRR20002432	0	0	0	0	0	0	0	0	9	109	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	399	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	7	0	0	0	0	105	0	0	0	22	1	173	0	0	0	0	0	0	8	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	205	0	0	0	0	0	0	0	0	8	0	0	0	12	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	5	3	0	0	0	0	0	1	0	5	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	1	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	50	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	7	18	12	0	0	0	0	0	0	0	0	0	0	707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
SRR20002433	9	24	91	650	0	2	8	0	4825	183027	1772	26	0	0	0	180	66	0	1351	614	29	8183	26	155	1443	17	1317	97	862	0	0	7	5	27	12	53	61	27	0	4364	16	78	0	0	0	0	5	26	41	55	2418	6158	2185	0	0	1706	23	2	281	126	48	0	849	2	1078	11	5606	117	1118	0	14550	0	210	42	0	92	85	8	105	0	120	0	0	298	0	50	281	1	4	0	0	16	142	0	542	20	4	469	24	0	732	3532	2	0	0	218	13664	3	0	0	21499	129	769723	0	7	288	3936	0	384	2388	16	0	0	3163	167	5	3	0	0	31	42	0	0	0	551	10	5738	608	10	0	0	15966	0	0	59	0	0	2817	3	9	131	0	0	0	315	211	115	56	0	0	0	10	0	0	0	56	1850	55	136	34	10	0	62	2242	0	71	584	825	4131	397	0	24392	0	0	304	391	0	0	0	144	0	0	10	332	16	0	31	0	93	0	64	873	0	1072	0	0	20	0	26	0	29	0	17	0	0	992	212	2	0	0	23	125	13	212	60	0	0	0	61	25	295	0	6	42	0	6737	5585	0	53	5	102	0	0	0	18	0	30	189	0	465	1	1	1610	7	56	2061	0	731	0	4	10	1803	2	1188	4	2095	2	38	52	0	0	19	0	0	0	50	9	52	4	0	7886	40	0	0	1483	2556	0	4974	0	0	39	0	0	1058	25	0	0	0	9	0	65	125	17	0	0	159	27	0	8	98	604	6	0	0	6	147	5	15	276	2029	2403	305	100958	122	127507	0	28	9	0	0	1	0	9	20	165	19	56	1776	85	0	45	0	380	0	4	6	187	66	471	54	5	0	0	0	34	283	2	22	0	0	2184827	11	0	928	264	0	0	33	1155	235	19	0	0	1553	30	0	785	318	0	0	391	0	0	339	2116	0	12	0	103	62	0	0	0	11938	1	54	233	1	0	15	35	0	335	2704	0	0	50	74	102	0	0	0	0	67	12955	2727	1034	7	0	159035	2735	3	6085	593	0	1	31	14	123	0	0	14	0	0	41	26	0	9	0	0	0	0	0	0	10	722	350	66	0	18	0	7	0	0	3	79	296	4	289	0	73	5	329	0	117	322	0	0
SRR20002435	1	0	0	30	0	3	0	0	226	6430	113	0	0	2	0	0	4	0	48	37	0	101	0	58	92	0	2	2	118	0	0	0	0	0	9	3	0	193	0	258	11	0	9	0	0	0	198	0	0	0	1192	58	431	3	0	253	0	0	85	24	7	12	38	3	40	0	130	1	44	0	455	0	2	50	0	26	3	0	0	0	15	0	3	0	1	0	0	1	2	0	0	0	10	1	0	0	5	3	0	50	55	71	0	0	0	37	2804313	1	0	0	773	3	6460	0	0	60	155	0	688	30	7	0	0	109	4	0	0	30	12	27	0	0	0	0	82	82	29	39	0	0	0	160778	0	0	0	1	0	303	0	0	2	0	0	0	20	0	0	3	0	0	0	0	0	0	0	0	99	20	149	0	0	0	19	325	0	2	192	25	179	2	11	765	1	1	0	416	0	0	0	4	0	0	0	106	0	9	0	0	0	0	0	8	0	132	0	0	0	6	20	0	254	5	0	8	0	7963	3	0	0	0	0	13	84	12	0	0	0	0	0	0	0	0	0	0	1	67	0	0	0	0	0	0	15	0	0	0	0	13	0	29	0	3	7930	0	5	0	0	51	0	0	0	44	0	63	0	239	0	0	29	0	0	0	0	0	0	0	3	0	0	1	302	4	11	0	10	34	0	205	0	0	0	0	0	37	242	0	0	0	0	0	0	9	0	0	0	0	0	4	0	5	1	0	0	0	16	2	0	0	1	0	13	35	2913	4	660	9	1	0	0	0	0	6	0	0	1	6	0	137	0	0	12	0	5	0	0	2	2	9	198	0	2	0	0	2	0	9	0	0	0	0	76262	12	0	14	4	0	0	0	69	0	0	0	0	28	0	0	150	10	4	1	21	0	0	0	60	0	0	0	9	34	0	0	0	115	0	3	50	0	0	0	10	0	0	0	0	1	3	0	0	0	0	0	0	19	382	116	39	0	0	10414	97	1	902	0	0	0	0	0	3	0	0	0	0	8	10	7	0	0	6	0	0	0	0	0	0	233	8	0	0	0	0	0	0	0	0	0	39	20	0	0	4	0	0	0	0	5	0	0
SRR20002439	0	0	0	8	0	0	0	0	88	2806	21	0	0	1	0	0	0	0	31	7	0	123	7	0	21	0	0	0	0	0	0	0	2	0	0	8	0	0	0	172	3	0	1	0	0	0	0	0	2	0	53	7	8	0	0	18	4	0	0	0	3	5	24	0	34	0	27	2	0	0	354	0	0	2	4	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	6	70	0	0	0	0	188	0	0	0	383	13	4713	0	1	9	0	0	0	69	0	0	0	126	7	5	0	0	0	0	0	0	0	0	0	0	10	9	4	0	0	30	0	0	7	0	0	7	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1296	0	0	0	0	0	3	13	0	0	0	5	62	27	0	555	0	0	2	26	0	0	0	3	0	4	0	11	0	0	0	0	1	0	1	46	0	3041	0	0	0	0	18	0	0	0	0	0	4	420	20	0	0	0	0	1	12	0	0	0	0	0	1	1	0	0	0	0	0	19	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	17	0	0	0	43	0	15	0	31	0	13	0	0	0	0	0	0	0	0	0	3	0	0	119	0	0	0	31	43	0	65	0	0	0	0	0	26	0	0	0	0	0	0	0	33	0	0	0	7	0	0	0	0	27	0	0	0	0	0	0	0	3	5	3	1	2038	0	37	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	12	0	0	0	0	0	0	6	0	0	0	0	31787	7	0	12	0	0	0	1	33	0	0	22	0	40	0	0	46	10	0	0	0	0	0	15	44	0	2	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	67	0	0	0	1	0	0	0	0	0	0	4	271	77	17	0	0	3014	70	1	59	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	1	0	2	5	0	0	0	8	2	0
SRR20002441	1	0	0	13	0	0	0	0	26	509	17	0	3	2	0	2	6	0	6	1	0	41	0	0	5	0	0	0	22	0	0	0	0	0	3	3	10	34	0	39	0	0	2	0	2	0	2	0	3	0	65	15	110	0	0	28	0	0	11	0	0	0	0	1	7	1	60	0	13	0	99	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26638	0	0	0	0	0	7	15	0	0	0	1	832	0	0	4	159	0	1027	0	0	0	0	0	6	12	0	3	0	3	3	3	0	0	2	0	0	1	0	0	49	0	9	0	0	0	0	7972932	0	0	9	0	0	22	0	0	0	0	0	0	68	1	0	0	0	0	0	0	0	0	0	0	445	0	18	2	0	0	1	0	3	0	0	8	69	2	0	124	0	0	0	68	0	1	0	0	0	0	0	6	0	0	0	0	0	0	1	2930321	0	6	0	0	0	0	0	0	0	0	0	0	0	2111	6	0	0	0	0	1	8	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	1668	0	0	0	0	15	0	0	0	42	0	29	0	23	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	2	0	4	3	0	24	0	0	0	0	1	3	51	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	4	0	0	0	8	0	0	0	1	0	94	0	743	1	79	2	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	1	0	34	220	0	0	1	0	0	0	0	0	0	0	0	22501	0	0	1	0	0	0	0	16	4	0	2	0	0	0	0	90	2	0	0	0	0	0	17	4	0	0	0	0	2	0	0	0	82	0	0	58	0	0	0	2	0	0	141	0	0	2	0	2	0	6	0	0	0	101	18	5	0	0	20461	45	0	52	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	56	1	0	0	0	1	0	36	0	0	0	12	2	0	0	0	0	0	0	0	4	0	0
SRR20002442	14	0	46	772	0	10	0	0	3870	65370	574	18	0	17	0	0	12	5	1288	2	4	7166	14	36	1086	16	395	78	163	0	0	111	0	0	0	2	1	57	12	5316	45	1	5	0	0	56	80	0	19	108	3376	155	252	0	34	510	48	0	79	403	21	57	563	0	422	30	1764	13	0	0	5383	0	150	60	5	25	71	36	0	0	174	0	0	0	2	7	10	0	0	0	0	34	79	0	229	0	0	39	0	0	53	1297	0	0	0	3	6148	15	0	0	15225	19	44661	8	0	46	2453	0	5	1185	0	5	0	3183	74	43	0	0	0	79	30	40	1	0	616	2	146	645	0	0	0	658	0	10	61	0	0	200	0	0	59	0	0	0	32	0	0	2	0	0	0	3	0	0	0	14	31	18	0	44	0	0	11	309	0	12	125	99	4030	138	0	17761	0	0	310	70	0	0	0	86	0	4	0	275	0	21	0	0	60	0	1	222	0	874	0	8	0	0	202	12	0	0	0	0	21	117	11	0	0	0	0	72	1	268	0	0	0	0	132	21	94	0	0	39	102	335	104	0	0	0	60	0	0	0	0	0	0	200	0	267	0	0	235	25	14	0	0	735	0	0	0	2033	0	357	0	1910	17	0	0	0	0	0	0	0	0	0	0	49	0	0	2330	0	0	19	338	27	0	3516	0	0	1	16	0	248	0	0	3	0	2	0	0	210	409	0	0	113	0	0	0	191	148	42	11	0	0	32	0	0	123	11	140	173	77786	218	739	0	9	0	0	0	67	0	1	0	5	5	0	293	0	3	104	0	0	0	2	0	55	8	428	0	0	0	0	0	0	119	0	0	0	0	1962261	98	121	167	0	0	2	6	1738	256	0	16	30	632	8	24	127	220	149	0	10	0	0	246	2291	0	2	0	20	0	0	0	0	557	0	0	10	0	8	16	95	3	229	0	20	0	170	0	14	0	0	0	1	22	9932	2145	593	1	9	18783	1171	0	976	45	8	0	1	0	0	0	0	38	65	0	0	86	0	72	0	0	0	0	3	0	0	47	267	0	0	3	19	10	0	0	0	0	73	43	0	0	91	0	1	0	6	111	0	0
SRR20002443	2	12	23	812	0	6	0	0	2965	70443	410	0	150	0	0	111	36	3	788	46	21	3743	0	5	7940	5	1357	43	104	0	18	5	6	0	20	38	10	0	0	3647	14	0	146	0	0	0	13	0	61	91	165	3348	365	0	0	1580	0	0	53	159	16	114	480	0	27563	0	1573	145	154	0	34296	0	50	1953	0	2316	12	11	0	0	120	0	0	0	0	0	4	0	0	0	0	14	53	0	231	11	0	31	0	3	130	1222	0	3	0	434	651181	59	0	7	12926	71	397928	0	0	258	2530	2	1212	2264	2	0	57	3287	65	35	14	18	0	6	0	0	10	0	1281	13	2581	446	9	6	0	6444	9	0	11	0	0	106	1	0	893	1	5	0	146	0	6	31	0	0	0	0	1	0	0	199814	1781	31	0	2	0	0	47	405	0	30	229	210	3340	176	9	13682	0	0	169	6485	0	0	0	39	0	0	7	67	14	2	1	0	45	11	10	10886	0	416	15	0	0	0	11	15	16	17	8	17	0	1344	131	0	0	0	1746	125	535	35	7	37	1	0	343	0	19	0	0	10	13	3824	2057	1	0	0	96	354	0	0	0	0	23	222	0	24	0	0	127	82	103	0	0	1102	30	0	0	1523	0	695	0	7461	2	64	6	0	0	15	0	6	0	7	222	23	0	0	1977	0	1	0	241	343	0	3719	0	0	7	0	2	345	0	3	0	11	18	1	0	391	75	0	0	0	3	4	18	19	88	0	3	0	0	8	0	0	140	159	87	172	61487	83	880	0	1	0	0	0	14	13	0	6	26	8	0	193	35	0	80	7	282	1	0	8	31	525	1951	0	6	0	0	23	117	188	0	12	0	0	1286409	24	0	74	606	0	0	279	1198	162	0	6	5	486	2	0	1103	91	77	0	34	0	8	43	404	2	4	0	0	0	14	19	0	3363	1	60	707	26	5	0	296	0	6436	125	6	25	84	0	0	0	0	0	6	42	7233	2057	532	0	0	507641	1675	0	4205	284	2	0	21	36	0	0	0	8	5	0	77	31	3	6	2	24	0	8	0	0	12	127	239	0	0	96	0	0	91	0	0	0	106	17	71	0	51	7	18	0	0	223	2	0
