feature	Abiotrophia	Abyssicoccus	Acetobacter	Achromobacter	Acidaminococcus	Acidipropionibacterium	Acidithiobacillus	Acidothermus	Acidovorax	Acinetobacter	Actinomyces	Actinoplanes	Actinotignum	Adlercreutzia	Aequoribacter	Aeribacillus	Aerococcus	Aeromicrobium	Aeromonas	Aerosticca	Aggregatibacter	Agrobacterium	Agrococcus	Akkermansia	Alcaligenes	Alcanivorax	Alicycliphilus	Alicyclobacillus	Alistipes	Alkalihalobacillus	Allosaccharopolyspora	Altererythrobacter	Aminobacter	Amycolatopsis	Anaerobutyricum	Anaerococcus	Anaerostipes	Anoxybacillus	Aquabacter	Aquabacterium	Arachnia	Arsenicicoccus	Arthrobacter	Asticcacaulis	Atlantibacter	Atopobium	Aureimonas	Azoarcus	Azorhizobium	Azospira	Azospirillum	Bacillus	Bacteroides	Bdellovibrio	Bergeyella	Bifidobacterium	Blastococcus	Blastomonas	Blautia	Bordetella	Bosea	Brachybacterium	Bradyrhizobium	Brevibacillus	Brevibacterium	Brevilactibacter	Brevundimonas	Brochothrix	Brucella	Buchnera	Burkholderia	Butyricimonas	Caballeronia	Caldibacillus	Calothrix	Campylobacter	Capnocytophaga	Cardiobacterium	Carnobacterium	Castellaniella	Caulobacter	Celeribacter	Cellulomonas	Cellulosimicrobium	Cellvibrio	Cereibacter	Chelatococcus	Chloracidobacterium	Chloroflexus	Chondrocystis	Christensenella	Chroococcidiopsis	Chryseobacterium	Citricoccus	Citrobacter	Clavibacter	Cloacibacillus	Cloacibacterium	Clostridioides	Clostridium	Collinsella	Comamonas	Conchiformibius	Conexibacter	Congregibacter	Coprococcus	Corynebacterium	Croceicoccus	Cronobacter	Cruoricaptor	Cupriavidus	Curtobacterium	Cutibacterium	Cytobacillus	Defluviicoccus	Deinococcus	Delftia	Denitratisoma	Dermabacter	Dermacoccus	Desulfovibrio	Devosia	Dialister	Diaphorobacter	Dietzia	Dolosigranulum	Duganella	Dysosmobacter	Effusibacillus	Eggerthella	Eikenella	Elizabethkingia	Empedobacter	Ensifer	Enterobacter	Enterocloster	Enterococcus	Epilithonimonas	Erwinia	Erysipelatoclostridium	Erythrobacter	Escherichia	Eubacterium	Ewingella	Exiguobacterium	Ezakiella	Faecalibacillus	Faecalibacterium	Faecalicatena	Faecalitalea	Fannyhessea	Fastidiosipila	Ferrovibrio	Filifactor	Finegoldia	Flaviflexus	Flavobacterium	Flavonifractor	Flintibacter	Fonsibacter	Frederiksenia	Fretibacterium	Friedmanniella	Frigidibacter	Frigoribacterium	Fusobacterium	Gardnerella	Gemella	Geobacillus	Geodermatophilus	Georhizobium	Gluconacetobacter	Glutamicibacter	Gordonia	Gordonibacter	Granulicatella	Haematobacter	Haemophilus	Halomonas	Halopseudomonas	Hankyongella	Herbaspirillum	Hydrocarboniclastica	Hydrogenobacter	Hydrogenophaga	Hydrogenophilus	Hylemonella	Hymenobacter	Iamia	Ideonella	Idiomarina	Immundisolibacter	Intestinimonas	Janibacter	Janthinobacterium	Jeotgalibaca	Jeotgalicoccus	Jonesia	Kaistella	Kerstersia	Kingella	Klebsiella	Kluyvera	Kocuria	Kosakonia	Kovacikia	Kurthia	Kyrpidia	Kytococcus	Lachnoanaerobaculum	Lachnoclostridium	Lachnospira	Lacrimispora	Lacticaseibacillus	Lactiplantibacillus	Lactobacillus	Lactococcus	Lancefieldella	Laribacter	Larkinella	Latilactobacillus	Lautropia	Lawsonella	Leclercia	Legionella	Lelliottia	Lentibacillus	Leptolyngbya	Leptotrichia	Leucobacter	Leuconostoc	Levilactobacillus	Ligilactobacillus	Limnobacter	Limnohabitans	Limosilactobacillus	Listeria	Loigolactobacillus	Luteimonas	Lysinibacillus	Lysobacter	Macrococcus	Mageeibacillus	Mammaliicoccus	Marinobacter	Marinobacterium	Marmoricola	Massilia	Massilistercora	Mediterraneibacter	Megamonas	Megasphaera	Meiothermus	Melaminivora	Mesorhizobium	Metabacillus	Methylibium	Methylobacterium	Methylococcus	Methylomonas	Methylophilus	Methylorubrum	Methyloversatilis	Microbacterium	Microcella	Micrococcus	Microlunatus	Micromonospora	Micropruina	Microvirga	Microvirgula	Miltoncostaea	Miniimonas	Minimicrobia	Mitsuaria	Mixta	Mobiluncus	Modestobacter	Mogibacterium	Monoglobus	Moraxella	Morganella	Murdochiella	Muribaculum	Mycobacterium	Mycobacteroides	Mycolicibacter	Mycolicibacterium	Mycoplasma	Myroides	Nakamurella	Nanosynbacter	Ndongobacter	Neisseria	Neobacillus	Neomicrococcus	Nitrosomonas	Nitrospira	Nitrospirillum	Niveispirillum	Nocardia	Nocardioides	Nocardiopsis	Nosocomiicoccus	Nostoc	Novosphingobium	Ochrobactrum	Odoribacter	Oligella	Olsenella	Ornithinimicrobium	Orrella	Oryzomicrobium	Oscillatoria	Oscillibacter	Ottowia	Paenibacillus	Paeniglutamicibacter	Pandoraea	Pannonibacter	Pantoea	Parabacteroides	Paraburkholderia	Parachlamydia	Paracoccus	Parageobacillus	Paraprevotella	Parvimonas	Pasteurella	Paucibacter	Pauljensenia	Pectobacterium	Pediococcus	Pedobacter	Peptoniphilus	Phascolarctobacterium	Phenylobacterium	Phocaeicola	Phytobacter	Planktophila	Planococcus	Plantibacter	Pluralibacter	Polaromonas	Polymorphum	Polynucleobacter	Porphyrobacter	Porphyromonas	Prevotella	Priestia	Propionibacterium	Propionimicrobium	Protaetiibacter	Proteiniphilum	Proteus	Providencia	Pseudarthrobacter	Pseudoalteromonas	Pseudoclavibacter	Pseudocnuella	Pseudomonas	Pseudonocardia	Pseudorhizobium	Pseudoxanthomonas	Psychrobacter	Pusillimonas..ex.Kitahara.et.al..2021.	Qipengyuania	Rahnella	Ralstonia	Raoultella	Rathayibacter	Rheinheimera	Rhizobacter	Rhizobium	Rhizorhabdus	Rhodobacter	Rhodococcus	Rhodoferax	Rhodopseudomonas	Rhodothermus	Roseburia	Roseiflexus	Roseococcus	Roseomonas	Rothia	Rouxiella	Rubrobacter	Rugosibacter	Ruminococcus	Ruthenibacterium	Saccharomonospora	Saccharothrix	Salinicoccus	Salmonella	Sandaracinobacter	Sanguibacter	Schaalia	Schlegelella	Scytonema	Selenomonas	Serinicoccus	Serpentinimonas	Serratia	Shewanella	Shinella	Simplicispira	Sinimarinibacterium	Sinorhizobium	Skermanella	Skermania	Sneathia	Solibaculum	Sphaerotilus	Sphingobacterium	Sphingobium	Sphingomonas	Sphingopyxis	Sphingosinithalassobacter	Spirosoma	Staphylococcus	Stenotrophomonas	Steroidobacter	Streptococcus	Streptomyces	Sulfuriferula	Sulfuritalea	Sulfuritortus	Sulfurivermis	Sutterella	Symbiobacterium	Tabrizicola	Tannerella	Tardibacter	Tatumella	Tepidimonas	Tessaracoccus	Thalassospira	Thauera	Thermaerobacter	Thermanaerovibrio	Thermoactinomyces	Thermobacillus	Thermobifida	Thermocrinis	Thermomonas	Thermus	Thioalkalivibrio	Thiopseudomonas	Tolumonas	Treponema	Tsukamurella	Tsuneonella	Ureaplasma	Ureibacillus	Vagococcus	Variovorax	Veillonella	Vescimonas	Vibrio	Virgibacillus	Vogesella	Weissella	Weizmannia	Wenzhouxiangella	Xanthobacter	Xanthomonas	Yimella	Zunongwangia
SRR20002382	1292	82	912	743	0	1136	75	13	8269	355891	5558	0	0	0	0	39	201	34	2108	702	185	5486	11	187	1850	1	328	107	550	120	3	73	0	0	61	2244	77	10554	0	7732	97	0	17	0	15	0	55	0	86	170	8832	588	1497	0	0	2156	5	0	239	149	63	877	1243	47	557	277	4589	1630	217	11	97271	0	187	112	0	149	297	30	13	0	1753	0	0	37	0	0	0	46	76	0	0	46	511	0	1062	0	0	262	0	0	714	2706	0	0	0	123	24448	0	191	0	27110	0	275207	0	17	297	4321	0	0	641	7	8	0	4732	610	41	3	0	414	345	18	0	5	0	1209	43	678	116	86	6	0	4425	10	0	43	9	44	1702	0	0	1	0	0	0	939	0	0	70	0	12	18	0	0	0	0	268	929	173	8715	0	0	269	116	1057	4	1516	42	5497	5349	407	13	24028	0	45	578	13377	0	51	0	129	0	13	31	877	72	0	3082	5	11	0	71	156	0	29407	0	0	0	91	1388	0	9	0	0	255	63	819	702	0	0	0	24	180	0	468	0	0	0	0	239	0	98	0	0	13	24	228	39	0	163	0	83	1239	0	1843	0	0	0	303	0	390	94	19	288771	52	123	0	0	1645	67	0	4	1950	0	837	0	11733	9	0	0	0	27	0	0	0	0	137	0	4	130	0	16691	9	0	0	717	468	0	13533	0	0	3	0	0	5650	11097	0	0	0	13	2	0	248	0	0	0	187	0	49	0	402	4	44	44	84	0	9	0	0	138	186	1519	129	113653	247	1987	1968	42	0	0	28	0	12	56	0	529	101	56	655	0	0	167	0	0	0	0	10	22	98	1276	796	74	0	6	0	0	330	0	0	0	3	2477569	366	7	553	18756	0	5	0	2769	0	0	14	1	2147	251	0	905	83	0	96	154	5	0	132	2162	35	44	0	72	13	0	0	13	424	0	0	7434	3	0	5	56	4	209	3575	15	1	261	0	87	0	0	0	0	65	14665	3988	1676	0	200	348307	3331	1	25470	66	0	0	82	30	9	7	0	12	42	322	217	105	0	30	199	2	0	0	0	9	0	7864	243	0	0	4	19	0	0	10	11	26	503	0	71	33	42	14	0	0	32	495	12	0
SRR20002384	12	0	36	156	0	3	4	0	681	18509	208	0	0	1	0	1	29	0	449	7	0	1276	18	1	207	2	250	2	103	0	8	0	0	0	0	4	2	498	2	931	39	0	9	0	0	0	0	0	7	0	2977	343	95	0	2	133	6	5	28	29	11	56	354	6	715	6	370	2	29	2	551	0	23	31	0	10	5	16	0	7	67	0	0	0	0	0	0	1	1	0	0	5	91	1	1030	0	0	26	0	0	47	396	0	0	0	11	1496393	0	0	4	3153	22	29167	0	0	182	333	0	4	446	0	0	0	688	41	25	32	4	34	34	0	0	2	0	809	1	142	22	5	0	0	513	0	0	23	0	0	121	0	0	0	0	0	0	37	2	2	12	0	1	0	0	0	0	0	4	0	1	305	0	0	0	40	246	34	22	27	40	679	22	5	2984	2	3	33	984	0	10	3	33	0	0	0	19	0	0	0	0	1	0	14	356	0	266	0	0	0	14	306	0	0	0	0	14	0	45	17	0	0	5	0	16	3	20	0	0	0	2	0	8	6	0	0	0	4	94	7	0	51	0	13	0	0	1	6	4	0	98	0	49	0	0	22044	8	16	0	4	202	5	0	0	311	0	347	0	1489	2	0	0	0	0	1	4	0	0	0	0	4	6	0	2622	0	0	0	155	47	0	1907	0	0	0	0	0	136	239	1	0	2	5	0	12	155	5	0	0	12	0	4	0	5	57	3	11	0	3	4	3	0	6	0	83	26	13948	18	465	79	4	0	0	0	0	63	0	4	1	5	0	47	33	0	149	0	0	0	0	0	8	25	284	2072	2	0	0	0	0	73	15	0	0	0	318818	226	0	66	55	0	0	0	417	6	0	2	0	100	18	0	487	9	0	21	0	0	0	30	199	6	270	0	23	14	0	0	0	374	0	0	75	19	0	0	51	0	91	0	0	0	24	0	0	0	0	0	1	63	2043	373	193	0	138	22411	627	0	467	43	0	0	14	17	0	0	0	2	18	12	38	24	0	30	23	0	0	0	0	1	14	561	43	0	0	0	0	18	0	1	2	0	13	6	7	0	18	3	0	0	1	72	0	0
SRR20002386	4	0	5	56	0	0	0	0	329	4669	47	0	0	0	0	0	5	0	132	79	0	251	4	2	489	0	0	2	0	0	0	0	12	6	0	0	3	11	0	296	1	0	5	0	0	0	5	0	2	0	84	11	15	0	0	397	0	0	0	0	5	0	39	0	18	5	49	0	0	0	505	0	14	257	1	0	0	1	0	0	31	0	0	0	0	0	6	0	0	0	0	0	1	0	29	0	0	4	0	0	0	112	0	0	0	0	340	0	0	0	796	0	7477	0	0	1	211	0	0	260	0	0	3	6	4	14	0	0	0	0	1	0	0	0	57	0	46	5	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	1	0	1	0	0	0	0	0	30	6	3	0	28	210	10	0	912	0	0	12	100	1	0	0	2	0	0	0	19	0	0	0	0	4	0	2	0	0	265	0	0	0	0	13	1	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	3	32	8	0	0	0	0	3	23	0	9	0	23	0	0	0	1	0	0	35	0	9	0	0	94	0	5	0	0	81	1	0	0	92	0	129	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	36	0	0	224	0	0	0	0	0	15	0	0	0	0	0	0	0	36	0	0	0	18	0	0	2	1	7	1	3	1	0	1	0	0	13	33	0	1	4110	6	124	2	0	1	0	0	11	0	6	0	0	0	0	6	13	0	36	0	0	0	0	0	9	3	12	0	6	2	0	0	0	1	1	0	0	0	72536	12	6	74	3	0	0	0	99	8	0	0	1	59	0	0	29	10	14	0	1	0	0	5	157	0	0	0	0	0	0	0	0	0	0	0	17	4	0	0	3	0	7	0	0	0	6	0	0	0	0	0	0	0	568	97	69	0	0	1129	174	0	238	0	0	0	3	12	0	0	0	0	0	0	2	0	0	0	0	0	0	1	3	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	237	0	0	20	0	0
SRR20002388	125	0	15	2549	8	5	7	2	2839	121533	1384	0	0	51	32	8	93	6	676	499	6	3020	28	1015	1166	4	382	19	1255	0	5	16	0	0	124	58	371	804	0	2939	15	0	208	3	0	0	161	2	117	166	28547	1081	5827	0	0	3055	0	0	402	613	151	160	338	68	308	271	1612	165	376	0	2003	0	66	188	0	55	9	12	2	6	110	0	57	0	0	0	0	0	0	2	12	488	135	1	586	0	0	374	26	132	1301	1652	0	0	0	300	7518	0	1	16	9066	26	52068	0	0	102	1164	4	1	513	0	13	0	2404	113	23	11	9	52	205	9	0	0	8	441	258	135	274	6	69	0	2482	2	2	55	0	0	3553	11	6	0	0	0	5	121	4	0	163	18	0	0	0	0	0	0	21	86	17	452	0	0	9	23	340	62	39	182	113	2762	147	6	10905	0	0	116	1447	0	38	0	32	0	6	41	276	69	0	35	2	113	0	57	1062	0	1801	60	6	0	0	706	0	83	114	0	14	28	386	49	0	0	6	24	147	2	46	0	10	0	0	4	5	24	0	2	105	23	352	164	4	11	19	140	0	0	336	4	0	0	480	4	530	0	0	31246	23	51	0	0	474	3	0	0	1376	0	1012	37	12334	0	0	0	0	0	0	0	0	0	12	2	16	10	19	8575	2	0	27	211	829	0	2858	0	28	10	0	0	225	1001	45	0	0	22	0	3	381	0	0	0	270	0	64	0	19	88	6	15	0	193	6	117	0	126	224	88	1047	50494	72	1678	209	51	0	0	4	0	164	0	93	11	128	10	2629	3	0	195	0	12	23	3	6	47	76	1012	61	17	5	0	0	50	223	0	0	0	0	964761	337	24	208	105	2	0	0	1448	206	21	29	7	624	0	7	557	57	103	0	270	0	0	791	640	10	0	1	304	221	4	0	0	490	2	0	132	10	0	2	29	5	257	53	103	0	127	52	0	0	0	0	0	82	6534	2565	787	0	11	354915	1866	4	3220	72	0	0	30	8	59	4	28	6	0	6	24	17	0	44	59	0	216	1	8	0	28	1009	115	8	0	0	103	5	0	0	2	0	190	86	0	17	26	139	0	0	5	399	5	8
SRR20002391	49	5	342	1689	0	0	63	0	10144	331486	1534	636	0	208	26	5	239	3	4934	5462	226	15377	924	724	55329	31	1112	63	6046	21	0	58	18	436	396	11	641	13	9	12715	215	0	6	14	0	0	1215	57	532	0	88832	3013	12742	0	0	5050	34	36	1134	366	109	89	2251	0	1565	0	6596	2	669	0	18563	21	608	134	7	99	48	27	0	0	508	0	153	94	10	0	16	0	0	0	0	17	572	0	2351	0	0	378	102	0	2187	3722	0	5	0	1202	26991	24	0	0	51680	356	1642890	0	0	327	10358	0	8	3941	36	27	63	7421	339	212	0	932	0	2173	211	19	18	61	1523	122	1339	1642	24	467	0	7189	71	1	26	0	314	8646	0	0	46	0	5	66	211	0	208	1039	0	3	0	13	0	0	1	141	368	111	48	3	0	3	19	1270	251	49	1156	360	13322	759	0	57943	0	0	523	1692	2	21	24	485	0	9	62	776	85	0	54	0	261	58	46	1717	14	11344	0	30	0	0	537	0	97	514	0	0	0	378	345	0	0	0	1391	113	60	189	0	87	0	0	408	0	129	0	2	59	184	1179	3836	0	80	0	0	0	11	1082	16	7	83	321	0	2259	152	27	1173	235	90	0	0	2985	0	0	0	5077	0	2924	0	27624	0	92	21	27	75	13	0	0	1	212	0	25	0	0	9622	24	0	52	2099	729	0	14083	0	0	8	0	0	878	0	0	1	27	37	0	325	2082	14	3	0	110	8	89	0	267	111	51	70	17	36	33	0	3	444	393	1444	1710	241992	257	24716	16	322	28	0	0	11	0	5	12	228	148	6	5434	0	36	121	0	71	0	25	84	132	453	2388	0	28	0	0	0	0	655	0	0	0	18	5345973	1299	8	245	1947	0	42	203	4555	412	19	49	57	5474	0	0	2434	268	261	0	544	0	0	1560	1187	0	34	0	211	384	0	34	0	2543	5	0	35	6	0	27	3365	0	538	1569	365	1	394	163	0	0	0	0	5	60	30261	11065	2351	0	0	355003	4095	19	6546	1367	0	10	157	3	163	0	0	256	0	0	98	74	1	114	0	0	0	0	51	0	21	95	434	0	0	17	123	0	0	0	0	647	503	158	64	36	386	76	1	24	8	3118	2	0
SRR20002394	0	5	0	0	0	1	0	0	137	15845	271	0	11	0	0	0	0	0	172	0	0	487	12	0	190	0	371	0	7	0	0	0	0	0	0	0	32	0	0	349	0	0	6	0	0	0	27	0	52	0	783	26	272	0	0	286	0	0	16	0	0	70	0	0	726	19	119	0	0	0	7557	0	0	7	0	12	10	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	129	0	0	12	28	0	0	0	0	2374956	0	0	0	564	8	2245	0	0	0	0	0	51013	234	0	0	0	142	33	0	0	0	0	0	9	0	0	0	0	2	356	0	0	15	0	0	0	0	0	0	0	69	0	0	40	0	0	0	189	0	0	0	0	0	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	27	200	0	0	467	0	0	27	24	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	215	0	242	0	0	0	0	1	0	0	0	0	52	0	13442	0	0	0	0	46	3	14	0	0	0	0	0	0	0	0	0	0	0	0	6	172	0	0	0	0	0	0	0	0	0	0	48	0	69	0	0	1625	0	51	0	0	55	0	0	0	170	0	91	0	289	0	0	0	0	0	0	0	0	0	0	53	6	0	0	749	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	51	16	0	0	0	0	0	0	0	0	0	40	9	2367	0	79	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	706	0	0	0	0	0	0	13	1284	0	0	88	0	0	0	14	0	0	0	0	107969	271	0	0	0	0	0	0	82	0	0	0	0	0	0	0	39	1	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	142	0	0	68	0	0	0	49	0	57	65	0	0	0	0	0	0	0	0	0	0	459	81	0	0	0	112155	275	0	5346	0	0	0	0	0	0	1	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	61	13	0	0	0	0	0	0	0	0	0	22	0	0	0	24	0	0	0	0	3	0	0
SRR20002396	124	22	340	613	0	0	1	0	3897	92754	5979	41	86	5	1	52	334	61	1654	95	17	5037	84	431	298	0	393	0	298	0	0	0	11	0	50	145	56	1576	0	3828	428	1	1951	0	0	23	86	40	67	121	4012	361	1456	0	0	972	4	17	300	153	55	277	1075	0	3791	110	1965	170	272	0	4388	0	127	59	0	31	96	31	5	23	191	9	32	0	0	0	0	8	5	0	14	11	40	15	4534	0	0	353	0	56	409	7179	0	0	0	19	12745	0	46	0	12954	61	74435	0	3	161	3171	0	135	820	2	39	0	1769	212	447	30	0	83	75	0	0	24	0	1331	115	593	192	63	0	0	951313	7	0	79	2	9	1638	0	0	18	0	0	77	293	30	17	61	4	4	0	0	10	0	0	53	34	139	839	0	0	1	608	2236	0	93	131	616	2847	98	0	13677	5	3	100	2219	1	22	6	33	2	5	6	206	0	0	69	0	25	0	150	811	0	3392	8	1	0	11	1768	0	15	66	0	1342	75	1240	872	12	7	1	0	917	29	251	0	0	9	9	50	204	374	1	93	0	0	651	243	0	182	0	37	0	0	136	17	0	2	865	6	399	0	0	43760	138	86	0	1	1152	30	0	0	3750	0	2627	3	10715	0	0	48	38	29	0	103	0	0	500	9	0	14	0	10328	31	0	0	576	1254	0	4279	0	0	0	0	0	16785	882	0	0	0	2	1	1	803	13	4	0	29	0	31	2	202	82	38	3	0	0	7	9	0	100	0	880	172	63453	152	2242	130	4	37	0	11	29	31	0	12	14	29	7	723	0	4	122	0	6	0	20	2	24	648	1117	514	38	3	10	5	1	163	5	0	10	611	1423287	304	5	454	181	7	0	8	1452	226	0	38	1	1356	0	4	764	137	33	1	240	0	0	397	3855	0	6	0	63	50	0	24	0	98	0	0	100	27	0	29	44	0	1279	489	83	0	45	0	0	0	0	0	1	56	9916	2806	772	16	0	34947	3473	1	46755	77	0	0	1	11	28	0	27	181	46	23	82	83	14	17	60	0	0	3	0	4	35	1179	124	0	0	63	30	29	0	0	5	0	602	23	20	30	43	64	1	0	20	205	0	7
SRR20002397	68	3	45	784	0	0	0	0	3092	52022	7573	0	0	34	0	0	32	9	1080	217	42	8124	0	74	42887	10	2190	13	201	0	0	0	0	0	39	0	43	0	0	3776	1147	0	48	56	0	0	139	9	107	79	1678	215	456	0	0	270	11	0	237	170	12	27	4762	0	337	37	1646	0	249	1	5802	0	147	2	0	133	799	30	21	0	31	0	2	0	0	0	0	0	0	0	0	0	97	0	392	0	0	64	0	0	23	2319	0	2	0	15	13770	0	0	0	13718	0	83540	0	0	70	1764	0	76	2652	3	0	0	2028	40	194	0	0	0	0	0	0	0	0	1015	0	108	275	19	0	0	310	0	0	4	0	0	515	0	0	0	0	0	0	254	2	0	15	0	0	0	0	0	0	0	428	72	7	0	3	0	0	520	95	26	19	220	137	3920	123	0	15369	0	0	161	77	0	0	22	97	0	0	0	49	0	0	0	0	38	35	89	178	20	10141	88	0	0	0	131	10	0	13	0	0	0	196	78	0	11	0	45	164	71	29	0	29	0	7	885	435	79	4	2	0	0	230	378	0	183	0	0	0	339	1	0	0	45	40	0	47	0	0	578	46	102	17	0	414	0	12	0	1568	0	841	0	66738	0	0	0	0	15	65	0	15	0	0	0	27	22	0	1471	3	0	0	170	228	0	5441	39	0	0	46	0	1048	0	0	0	0	4	0	0	217	0	3	0	40	4	0	0	866	201	17	12	0	0	550	0	0	102	121	53	0	67865	68	1025	0	0	3	0	0	269	0	0	124	0	0	0	100	12	0	2983	580	0	0	4	0	57	42	599	161	5	0	0	0	10	137	2	16	0	0	1591343	45	42	32	52	0	0	0	1291	92	0	26	11	471	87	24	582	70	0	0	67	0	0	61	21741	0	2	0	27	34	0	0	0	0	10	10	129	0	0	45	55	0	383	8	65	0	286	0	0	5	49	0	0	64	10905	1163	720	3	0	28800	1225	0	1222	425	0	0	0	0	0	0	0	1851	66	0	9	32	3	43	0	0	0	0	0	0	2	41	178	0	0	549	5	0	1	0	0	6	32	0	23	0	39	19	8	32	0	377	10	0
SRR20002401	133	0	138	15072	0	3	0	0	4105	213344	4123	0	0	0	0	0	333	11	2848	43	53	8225	26	24	3278	0	889	22	250	0	3	15	1	0	0	96	1	0	0	5927	135	0	99	24	11	0	49	0	88	130	2926	8959	1000	0	0	1386	20	7	142	533	72	119	1448	854	522	0	3941	112	174	0	7348	0	276	21	0	70	677	210	5	0	583	0	0	18	0	2	226	0	0	0	0	0	401	0	1119	10	1	204	5	191	136	6166	300	0	0	66	41538	310	0	13	26215	524	462412	0	0	478	4522	1	848	13925	1	5	0	4426	341	131	0	0	0	43	150	1872	19	37	1580	0	4000	1723	58	0	6	122086	0	0	55	3	0	203	49	0	17	0	0	1	259	0	77	0	22	5	190	0	0	0	0	130	153	29023	0	2	0	0	11	314	0	344	255	5090	5452	185	18	29290	0	0	299	169	0	26	0	397	0	24	0	1286	178	0	16	0	56	0	337	1631	0	3193	0	0	0	0	141	0	0	6	0	40	1	3633	5989	113	63	96	18	1841	27	395	2	54	0	0	166	9	119	0	152	17	0	339	1085	0	0	0	98	61	6	34	1	0	0	444	0	847	0	0	1247	70	284	25	0	3558	10	0	0	11960	0	1122	13	11002	60	37	18	0	37	0	0	0	1	0	99	0	0	0	14996	61	0	0	1544	1417	1	8866	0	0	78	0	0	173649	0	5	0	0	8	0	23	459	0	0	14	1607	69	3	0	92	211	36	63	11	0	110	1429	0	287	283	1968	767	126200	275	3281	0	0	164	24	0	349	56	1	45	89	0	94	29953	135	0	541	0	13	0	1	20	190	812	1886	0	54	0	0	0	4253	596	9	0	0	0	2828795	374	0	711	42	0	0	167	1924	140	0	10	7	4147	41	0	562	187	0	0	55	0	0	1171	4052	0	4	0	23	40	19	0	0	376	4	0	839	2	0	70	19	0	1428	34	123	0	124	0	7	0	4	0	0	153	22637	6491	1267	0	16	512765	7876	2	2367255	304	0	6	100	19	0	0	0	21	0	0	34	579	14	1	0	0	0	0	0	0	54	196	369	13	0	53	60	2	26	0	0	0	2583	127	0	0	270	115	0	0	352	8045	0	0
SRR20002402	5	0	6	19	0	0	0	0	363	9601	72	0	0	0	0	0	7	0	305	53	0	529	0	8	485	1	60	0	36	0	1	18	0	0	1	0	43	0	0	806	0	0	2	0	0	0	175	0	11	0	393	32	81	1	0	59	0	0	32	2	4	14	0	0	704	0	274	0	48	0	14435	0	0	1	0	0	0	0	0	0	21	0	0	122	3	0	0	0	0	0	0	3	0	0	0	0	0	13	0	0	80	130	0	0	2	11	1029	0	0	0	1795	0	14063	0	0	14	365	0	0	80	0	0	0	591	72	5	0	4	0	4	0	0	0	0	145	12	54	24	0	0	0	0	0	0	39	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	1	0	0	0	51	2	3	7	28	469	22	0	2473	0	0	20	13	2	5	3	31	0	3	0	33	0	0	11	0	0	0	0	48	0	566	0	0	0	0	106	0	0	0	0	1	0	2	1	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	2	0	0	81	52	0	1	0	2	0	0	2	0	2	0	67	0	10	0	0	346	0	0	0	0	73	0	0	0	309	0	103	0	668	0	0	0	0	0	5	0	0	0	0	0	17	0	0	186	0	0	0	85	8	0	1000	0	0	0	0	0	29	0	6	0	0	0	0	5	65	4	0	0	0	0	0	1	0	51	3	0	0	0	0	0	0	0	0	0	4	10178	10	126	0	0	0	0	1	0	11	0	0	0	0	1	92	0	0	233	0	0	0	0	10	0	7	150	0	0	0	0	0	0	21	3	4	0	10	229104	22	46	9	11	0	0	0	213	0	0	2	0	116	0	0	24	59	0	0	10	0	0	0	118	0	1	0	0	0	0	0	0	0	0	8	57	0	0	0	3	0	45	5	11	0	40	0	0	0	1	0	0	1	1381	186	191	0	5	5418	342	0	133	21	0	0	0	0	0	0	0	3	0	0	1	10	0	0	0	0	0	0	0	0	0	0	57	1	0	6	0	0	0	0	0	9	0	11	0	0	5	0	0	0	0	70	0	0
