Taxon	coef	adj.p	taxRank	dataset	database	DAA_tool
Methylobacterium sp. 8039875	0.173557363523545	5.65205585332366e-8	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Mycobacterium cookii	-0.0328382619523071	7.86242610513464e-8	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Bradyrhizobium lablabi	-0.0233424473135996	1.32243390243191e-7	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Bradyrhizobium ottawaense	-0.0423583218903958	1.59311072674173e-7	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Granulicella c.sibirica	-0.0442985932734271	2.3183793344241e-7	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Rhodopila sp. 9765975	-0.022224253704164	4.1547985326872e-7	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Bradyrhizobium sp. 8736105	-0.0246857566404596	4.89932774958991e-7	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Mycobacterium sp. 2863225	-0.0310165675471672	8.7174383465657e-7	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
X70 18.sp001899585	-0.0268010364200402	1.06278967822278e-6	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Phenylobacterium sp. 8241625	-0.0191120883911053	1.65978881940705e-6	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Rhizobium tumorigenes	0.0415636720148923	1.65978881940705e-6	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Stigonema sp. 3903925	-0.0573440854829073	1.65978881940705e-6	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Bradyrhizobium sp. 7305715	-0.019437991323222	1.87025738373006e-6	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Bradyrhizobium sp. 4799445	-0.0148126988752337	5.67960036572327e-6	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Acidisoma sp. 9765865	-0.0838996414073127	5.99209696852353e-6	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Bradyrhizobium sp. 0103365	-0.0432783634930948	6.57939902888727e-6	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Jabdgh01 sp. 3970275	-0.0219008623610672	7.08434566693321e-6	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Bradyrhizobium sp. 7881085	-0.0170401738310139	8.81146417156318e-6	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Caimxf01 sp. 3845345	-0.044883163352041	9.4700557353923e-6	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Mesorhizobium loti	-0.0380799744660138	1.0110106318179e-5	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Mycobacterium sp. 1673405	-0.0301284213464804	1.0110106318179e-5	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Vayn01 sp. 8268415	-0.0176511375559401	1.0110106318179e-5	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Acidisarcina polymorpha	-0.0618295586441197	1.22955590107315e-5	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Granulicella c.pectinivorans	-0.0251065719815969	1.24698685508159e-5	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Lichenicoccus roseus	0.0847964016665568	1.24698685508159e-5	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Bog 532.sp019240215	-0.0318596215797656	1.59884331042268e-5	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Rh al1.sp901457705	0.0501476844534231	1.6922283627454e-5	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Caimxf01 sp. 3289985	-0.0337267983503874	1.98035622026462e-5	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Schlegelella a.sp021414305	-0.0302957627000719	1.98035622026462e-5	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Cahjxg01 sp. 3644035	-0.03499480759765	2.19350824655485e-5	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Rhizomicrobium sp. 3902075	-0.0152700911893555	2.33575410986641e-5	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Actinomycetospora endophytica	-0.0182937653785848	4.03433786238988e-5	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Methylobacterium sp. 2702195	0.0251861521142933	5.48496157294918e-5	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Actinoplanes durhamensis	-0.0199339783507117	6.23559242721445e-5	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Labilithrix sp. 9637155	-0.013557659128164	7.66553494321314e-5	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Bog 1363.sp013821615	-0.017676503046671	8.01299052343047e-5	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Caballeronia sp. 1424345	-0.0176946941089095	8.45738027488878e-5	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Cahjwo01 sp. 3642295	-0.0195846781432535	8.91449525080447e-5	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Palsa 744.sp017882375	-0.0155555697642281	9.80913523112011e-5	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Pseudolabrys sp. 3891395	-0.0124396300971295	1.0399512812331e-4	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Caballeronia sordidicola	-0.0569886900850003	1.1524498747946e-4	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Granulicella c.rosea	-0.0250164099785047	1.1629924145465e-4	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Lichenicola sp. 3844135	0.0304026048215143	1.3662630254731e-4	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Bradyrhizobium sp. 0938305	-0.0147184010674033	1.4652433141059e-4	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Bradyrhizobium sp. 5937885	-0.0156292117858454	1.5324438041643e-4	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Stigonema ocellatum	-0.0651434760345276	1.5324438041643e-4	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Bradyrhizobium sp. 9748335	-0.0135905232451745	1.6341658918506e-4	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Baekduia woesei	-0.0175610300104045	2.7790193472755e-4	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Rhizomicrobium sp. 3857685	-0.0111218485397221	2.7790193472755e-4	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Sphingomonas sp. 2662335	0.0196531800304531	2.7790193472755e-4	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Cahjwt01 sp. 8982885	-0.0212342624020511	3.0253366291842e-4	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Iningainema tapete	-0.0194503582718676	3.2012709651616e-4	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Sphingomonas sp. 0241485	0.0305552538248003	4.9148283186297e-4	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Methylobacterium sp. 2829385	-0.0864299838783466	5.1969421416739e-4	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Caimxf01 sp. 3231945	-0.0305648214366916	5.2941579660242e-4	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Tardiphaga sp. 7018905	-0.0147224621196874	6.4446420628184e-4	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Caiqpk01 sp. 3873705	-0.0123402880842158	6.5934013302845e-4	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Bradyrhizobium rifense	-0.0156197287877688	6.9586444732101e-4	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Actinomycetospora sp. 2933465	-0.011641132519923	9.0960796599192e-4	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Caballeronia sp. 1493005	-0.0121217498613862	9.5725358185409e-4	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Caballeronia sp. 8449635	-0.0333745389678845	9.8192410083679e-4	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Rhodanobacter sp. 3827735	0.0376992952476673	0.00104451687963908	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Pseudonocardia sp. 1899645	-0.036780417870851	0.00104591050763713	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Edaphobacter sp. 9765825	-0.0268356405307237	0.00108339351840459	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Caballeronia sp. 9766085	-0.0188203015818941	0.00123123457604953	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Mycobacterium sp. 8329535	-0.016174672087947	0.00145808893914813	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Jafeef01 sp. 8241265	-0.0116332583653972	0.00266733816086706	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Bradyrhizobium jicamae	-0.0101515360896493	0.00274528789026733	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Glacieibacterium sp. 8982925	-0.0149425746430135	0.00274528789026733	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Bradyrhizobium sp. 0938255	-0.0223111052738462	0.00289392084361814	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Uba5172 sp. 9765785	-0.0202816548145124	0.0029305929737232	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Caballeronia sp. 8449515	-0.012714416850254	0.00324691613728037	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Edaphobacter aggregans	-0.0102058872272363	0.00324691613728037	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Bradyrhizobium ivorense	-0.0115080363229	0.00413013659704939	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Granulicella b.arctica	-0.0135041168770716	0.00455428429571711	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Paraburkholderia phytofirmans	-0.0121284641512734	0.00465415650436781	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Amnibacterium kyonggiense	-0.014461061836527	0.00606180425808418	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Jajxyy01 sp. 8449545	-0.010153962929457	0.00606996214703773	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Amnibacterium setariae	-0.0139530830046812	0.00633372524690315	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Bog 532.sp003164955	-0.0212563471335596	0.00743652461955785	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Gemmata tundricola	-0.0131692399868999	0.00779134595210674	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Luteibacter sp. 8449605	-0.0154256858269212	0.0090897437236361	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Catenulispora acidiphila	-0.0121849971916538	0.00918480996922016	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Uba5172 sp. 9351975	-0.0121009521147626	0.00993777033774189	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Paraburkholderia phenazinium	-0.0183636617846953	0.0101210248618685	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Palsa 465.sp017882405	-0.0174759291913923	0.0107651260153625	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Variovorax sp. 9765735	-0.0231402213815741	0.0107651260153625	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Palsa 504.sp021154785	-0.0171179033098634	0.0121776482910153	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Caballeronia udeis	-0.00965145326015238	0.0132854342449308	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Amnibacterium sp. 9352055	-0.0102373524519852	0.013960306711785	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Paraburkholderia ginsengisoli	-0.0112895690941764	0.0162593813120263	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Granulicella c.tundricola	0.0225893182344702	0.0181960590946824	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Lichenihabitans ramalinae	0.0232622633239775	0.0191556400410223	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Granulicella a.mallensis	-0.0290037640048654	0.0206401694557777	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Cahjwh01 sp. 9765965	-0.01741845789482	0.029910402712031	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Mycobacterium sp. 6462545	-0.00915313264991907	0.0299638857661336	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Jacdae01 sp. 3695595	-0.0267434955945554	0.0319167278625202	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Nostoc sp. 0829485	0.0271094720843803	0.0335316816029928	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Rh al1.sp009765775	0.0171715395104924	0.0335316816029928	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Palsa 465.sp019240115	-0.0114536724604804	0.0342536787674894	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Rhodopila globiformis	-0.00934153953326497	0.0355479393992867	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Caballeronia mineralivorans	-0.00817823972441421	0.0402513873530965	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Pseudomonas e.sp903970465	0.0166086157924404	0.0410720764968451	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Palsa 504.sp003168295	-0.0382708200055208	0.0464992380470779	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Lichenihabitans sp. 1730615	0.0154629691031635	0.0570647399850433	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Methylobacterium sp. 2829515	0.0220331864377899	0.0647270367316612	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Mucilaginibacter sp. 3408825	-0.00916271022994047	0.0647270367316612	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Novosphingobium sp. 3970225	0.00995652745394017	0.0680882511007282	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Caballeronia sp. 2878925	-0.0152057050204582	0.0726949454716113	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Streptacidiphilus sp. 4084125	-0.0114490660438652	0.092008135084015	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Paraburkholderia metrosideri	-0.00958010869169754	0.095690441985712	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Jatrophihabitans endophyticus	-0.0135373260378668	0.119222081723205	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Puia sp. 3288945	-0.0147220660896524	0.160791896888403	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Terriglobus roseus	-0.0121852149382917	0.181695330887825	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Palsa 504.sp003140115	-0.0209483594458067	0.193026963257497	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Rhizobacter sp. 0142965	-0.00582850241512561	0.201361605267089	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Paraburkholderia bryophila	-0.00984120076653804	0.214375763172188	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Methylobacterium sp. 7833295	-0.0112631888729295	0.223442381466566	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Paraburkholderia sp. 0996245	-0.00538088584579761	0.29651048005907	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Lichenicola cladoniae	-0.0067308637875525	0.301304840881105	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Methylobacterium sp. 2829545	-0.00496892435585561	0.301304840881105	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Mycobacterium madagascariense	-0.0155011931396716	0.301304840881105	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Nostoc punctiforme	-0.0239281828530345	0.301304840881105	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Rhizobacter sp. 1425825	-0.00432370773946201	0.317145416451009	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Palsa 504.sp003161205	-0.0289459401782377	0.341435777131285	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Cahjwh01 sp. 3642205	-0.00577789262012435	0.358099276200967	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Nostoc commune	0.0116661159862876	0.384429535979316	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Granulicella d.aggregans	-0.00908380309865401	0.389762907314964	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Nostoc sp. 2246015	-0.008481088711021	0.394053145412403	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Nostoc sp. 7115025	0.00832317230120302	0.394654895749344	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Sphingomonas glacialis	0.00528999740481938	0.417319082419792	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Nostoc muscorum	0.00723219437834532	0.452730734003534	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Nostoc foliaceum	0.0054878568542999296	0.475631684599227	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Sphingomonas n.chungangi	-0.00416350584578205	0.478773384851417	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Paraburkholderia aspalathi	-0.00634257745062383	0.505118621016292	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Lmuy01 sp. 9765685	-0.00529809663472568	0.55498253200294	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Caballeronia sp. 1557535	-0.0106434435997907	0.599395394182853	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Nostoc sp. 2949735	0.00917051381413096	0.601483557720365	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Jajzfe01 sp. 4083945	-0.00238150373132061	0.619710253158883	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Nostoc sp. 3393905	0.0058684539702743	0.676206440046743	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Nostoc flagelliforme	-0.00601389921920794	0.68080710967541	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Duganella levis	-0.00236192267178644	0.70518070935831	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Nostoc sp. 7115095	0.0030826410790875	0.716096788060188	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Nostoc sp. 7114985	-0.00225515794348688	0.727433413451859	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Methylobacterium sp. 2829635	0.00345773198844586	0.786481316289483	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Caioyc01 sp. 3837135	0.00134144103113885	0.800840549304605	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Bryocella elongata	0.0012827004515694	0.817965491443846	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Nostoc sp. 3522315	-0.00125113930896957	0.828513305922773	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Cahjxf01 sp. 3644065	-0.00220094394377171	0.838358851174591	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Lmds01 sp. 1425865	0.00124915321168732	0.896258644146991	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Nostoc sp. 7114945	-0.00249819440166163	0.896258644146991	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Pseudomonas e.sp002814235	-0.00149379867117523	0.896828916563827	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Nostoc sp. 0829625	-0.00288902097113051	0.913276745461271	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Pseudomonas e.sp003014915	0.00134193419465661	0.919029218524318	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Nostoc favosum	0.00104785424772714	0.920390097127576	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Jafkfj01 sp. 1845835	-4.6807496055709e-4	0.92128091735038	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Palsa 1515.sp903970385	-0.00252874405728242	0.921646996775067	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Nostoc sp. 1712795	6.0773222070019e-4	0.922618220039686	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Pseudomonas e.fluorescens	0.00120589582185286	0.922618220039686	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Nostoc mirabile	4.104688513153e-4	0.972530203395115	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Nostoc sp. 7115085	-3.9155727126659e-4	0.987223435094828	Species	Moss	SM_gtdb-rs214-rep	MaAsLin2
Gca_021777685 1	-0.0249375500961141	2.5480135501312e-21	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_k bin.1	0.0980711480282639	6.5504831531091005e-15	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_t bin.6	0.0662912535425026	4.51516296724211e-14	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_001898095 1	-0.0200473338627301	4.997005840104219e-12	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_018449595 1	-0.0211631233665519	4.997005840104219e-12	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_r bin.1	0.0970703971037433	8.39762412960979e-12	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_009766005 1	-0.0446852758331831	8.6434277075664892e-12	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_900105125 1	-0.0192687457614609	1.14052227351027e-11	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_004137685 1	0.0268477740537384	1.7278265162346697e-11	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_022829585 1	0.0350287494339185	4.25552567115941e-11	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_900129675 1	-0.0200631009577034	1.6607741546247701e-10	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_900129505 1	-0.0206154288893759	1.6607741546247701e-10	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_903822175 1	-0.0160105485598694	2.99018930707094e-10	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_018449695 1	-0.0318272244369934	3.98624702696895e-10	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_p bin.1	-0.0543042581046588	4.96356431753537e-10	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_014200755 1	0.0289211093792896	1.2334558361748e-9	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_022829365 1	0.0580665002230519	1.2334558361748e-9	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_021779635 1	-0.0160706798169339	1.45592288011907e-9	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_903832005 1	-0.0269550760722295	1.5516909511066501e-9	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_018268575 1	-0.0166308334157646	3.76872580132815e-9	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_022179125 1	0.0349248864050759	3.9759917031335506e-9	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_900099825 1	-0.0246783541701171	4.6971029616999804e-9	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_p bin.6	0.10740830106725	6.2663010719194e-9	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_900129425 1	-0.0197395144360651	8.14312280642267e-9	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_af bin.2	-0.0397721200124692	1.20922970120151e-8	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_019355555 1	0.0828022132058589	1.20922970120151e-8	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_903871605 1	0.0221438136571878	1.40726764983625e-8	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_903642285 1	0.0186787890573909	1.96228026896992e-8	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_019510465 1	-0.0175191413228602	3.20877142534401e-8	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_021414305 1	-0.0124709914327926	3.20877142534401e-8	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_004799515 1	-0.0117265018351341	3.93674649772547e-8	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_014378125 1	-0.0214032494709648	4.28638312838372e-8	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_018268675 1	-0.0131378788930881	5.55857374706797e-8	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_013697055 1	-0.0161503201912649	5.7239332259094e-8	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_016903675 1	-0.0170446010134397	7.72648754181009e-8	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_t bin.8	0.0496538777836426	8.33769921307542e-8	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_ak bin.3	0.0276381108906895	1.34424016334811e-7	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_004799405 1	-0.0165654884900828	1.56583740253645e-7	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_ab bin.1	-0.0519797143145964	1.6305391501883e-7	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_903915155 1	-0.0133268857975185	1.74179032800411e-7	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_q bin.1	0.0916607728263372	1.90048228359322e-7	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_008039875 1	0.0767536204206759	3.0899830318338e-7	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_ae bin.3	-0.0469419827288765	4.04136814326375e-7	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_t bin.4	0.0736513118198915	4.51993795149466e-7	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_009765975 1	-0.0094016312895069	8.03800139279946e-7	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_009765865 1	-0.0482910568931527	8.47544959468766e-7	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_017881025 1	-0.00903090198614536	1.92080969771305e-6	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_900141755 1	-0.0102044826241764	1.92080969771305e-6	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_903845345 1	-0.0252398018983838	2.39788379112793e-6	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_002863225 1	-0.00996393303368389	2.92586314540265e-6	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_ap bin.11	0.0354166487941419	3.92097000006424e-6	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_003240565 1	0.0194647511714619	4.0768165930559e-6	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_014201335 1	-0.0225165388896553	4.49088439922387e-6	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Green_ap bin.4	0.0300894567415592	4.49088439922387e-6	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Brown_y bin.2	-0.0732306308598991	5.86355040666939e-6	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_005844085 1	0.0342582328716443	5.86355040666939e-6	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gca_017305715 1	-0.0107350587661735	6.29649926391409e-6	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
Gcf_010727945 1	-0.0121452219865424	6.72545604569336e-6	Species	Moss	SM_gtdb-rs214-rep_MAGs	MaAsLin2
