AD_Skin SRR20002397  FASTQ   DNA   2,416,815    358,651,673       50    148.4      151
AD_Skin SRR20002373  FASTQ   DNA   3,642,131    489,685,037       50    134.5      151
AD_Skin SRR20002437  FASTQ   DNA     159,735     22,926,168       50    143.5      151
AD_Skin SRR20002440  FASTQ   DNA   3,734,453    482,755,089       50    129.3      151
AD_Skin SRR20002341  FASTQ   DNA   1,918,328    274,614,659       50    143.2      151
AD_Skin SRR20002472  FASTQ   DNA   2,551,883    371,838,853       50    145.7      151
AD_Skin SRR20002405  FASTQ   DNA     104,749     15,187,024       50      145      151
AD_Skin SRR20002478  FASTQ   DNA   1,295,402    183,562,473       50    141.7      151
AD_Skin SRR20002402  FASTQ   DNA     371,372     53,635,784       50    144.4      151
AD_Skin SRR20002475  FASTQ   DNA   4,468,098    652,876,770       50    146.1      151
AD_Skin SRR20002408  FASTQ   DNA      35,038      5,006,120       50    142.9      151
AD_Skin SRR20002346  FASTQ   DNA    1,728,108    253,598,843       50    146.7      151
AD_Skin SRR20002447  FASTQ   DNA    4,835,785    679,769,053       50    140.6      151
AD_Skin SRR20002430  FASTQ   DNA    6,851,136    962,727,142       50    140.5      151
AD_Skin SRR20002390  FASTQ   DNA   17,508,690  2,608,734,840       50      149      151
AD_Skin SRR20002374  FASTQ   DNA    7,050,499    980,981,656       50    139.1      151
AD_Skin SRR20002482  FASTQ   DNA    1,167,710    155,947,834       50    133.6      151
AD_Skin SRR20002411  FASTQ   DNA    5,103,846    742,541,217       50    145.5      151
AD_Skin SRR20002466  FASTQ   DNA    3,172,951    460,538,619       50    145.1      151
AD_Skin SRR20002355  FASTQ   DNA    1,558,323    219,410,312       50    140.8      151
AD_Skin SRR20002429  FASTQ   DNA    2,866,049    413,966,900       50    144.4      151
AD_Skin SRR20002454  FASTQ   DNA       26,742      3,810,619       50    142.5      151
AD_Skin SRR20002423  FASTQ   DNA       16,140      2,277,872       50    141.1      151
AD_Skin SRR20002367  FASTQ   DNA    2,487,668    347,001,501       50    139.5      151
AD_Skin SRR20002389  FASTQ   DNA      249,015     36,135,697       50    145.1      151
AD_Skin SRR20002383  FASTQ   DNA      119,397     16,329,203       50    136.8      151
AD_Skin SRR20002450  FASTQ   DNA    2,433,522    349,257,670       50    143.5      151
AD_Skin SRR20002427  FASTQ   DNA   12,290,257  1,805,643,693       50    146.9      151
AD_Skin SRR20002387  FASTQ   DNA    1,356,577    198,457,524       50    146.3      151
AD_Skin SRR20002369  FASTQ   DNA    2,494,749    371,715,700       50      149      151
AD_Skin SRR20002363  FASTQ   DNA   11,650,381  1,720,710,176       50    147.7      151
AD_Skin SRR20002415  FASTQ   DNA      157,821     22,525,664       50    142.7      151
AD_Skin SRR20002462  FASTQ   DNA    6,020,074    888,122,136       50    147.5      151
AD_Skin SRR20002486  FASTQ   DNA      869,730    128,164,162       50    147.4      151
AD_Skin SRR20002468  FASTQ   DNA    4,502,596    671,212,431       50    149.1      151
AD_Skin SRR20002351  FASTQ   DNA    4,276,719    628,940,743       50    147.1      151
AD_Skin SRR20002449  FASTQ   DNA      125,238     18,092,328       50    144.5      151
AD_Skin SRR20002443  FASTQ   DNA    3,904,356    576,210,365       50    147.6      151
AD_Skin SRR20002434  FASTQ   DNA    1,133,900    159,646,836       50    140.8      151
AD_Skin SRR20002370  FASTQ   DNA    3,213,297    428,365,283       50    133.3      151
AD_Skin SRR20002394  FASTQ   DNA    3,627,488    537,599,000       50    148.2      151
AD_Skin SRR20002406  FASTQ   DNA    2,389,471    339,449,480       50    142.1      151
AD_Skin SRR20002471  FASTQ   DNA       50,343      7,064,516       50    140.3      151
AD_Skin SRR20002342  FASTQ   DNA      100,150     13,969,259       50    139.5      151
AD_Skin SRR20002348  FASTQ   DNA   22,420,862  3,314,140,972       50    147.8      151
AD_Skin SRR20002345  FASTQ   DNA    9,728,515  1,381,386,110       50      142      151
AD_Skin SRR20002476  FASTQ   DNA      676,272     95,568,246       50    141.3      151
AD_Skin SRR20002401  FASTQ   DNA    8,115,681  1,186,480,007       50    146.2      151
AD_Skin SRR20002399  FASTQ   DNA      185,067     26,474,227       50    143.1      151
AD_Skin SRR20002377  FASTQ   DNA      298,427     43,363,621       50    145.3      151
AD_Skin SRR20002393  FASTQ   DNA    2,216,398    319,539,928       50    144.2      151
AD_Skin SRR20002439  FASTQ   DNA       79,632     11,381,735       50    142.9      151
AD_Skin SRR20002433  FASTQ   DNA    5,073,213    738,003,719       50    145.5      151
AD_Skin SRR20002444  FASTQ   DNA   18,138,034  2,698,975,360       50    148.8      151
AD_Skin SRR20002356  FASTQ   DNA    2,099,566    307,787,786       50    146.6      151
AD_Skin SRR20002465  FASTQ   DNA    4,933,455    734,151,193       50    148.8      151
AD_Skin SRR20002412  FASTQ   DNA    2,782,711    406,509,534       50    146.1      151
AD_Skin SRR20002418  FASTQ   DNA    1,167,593    164,280,846       50    140.7      151
AD_Skin SRR20002481  FASTQ   DNA       90,377     12,732,647       50    140.9      151
AD_Skin SRR20002380  FASTQ   DNA    7,182,093  1,045,884,904       50    145.6      151
AD_Skin SRR20002364  FASTQ   DNA      266,818     39,131,132       50    146.7      151
AD_Skin SRR20002420  FASTQ   DNA      824,536    121,883,625       50    147.8      151
AD_Skin SRR20002457  FASTQ   DNA    1,945,708    287,043,332       50    147.5      151
NAFLD NS39               FASTQ   DNA   18,491,792  1,389,164,830       50     75.1       76
NAFLD NS81               FASTQ   DNA   16,345,295  1,203,406,450       50     73.6       76
NAFLD NS62               FASTQ   DNA   13,906,562  1,050,596,605       50     75.5       76
NAFLD NS86               FASTQ   DNA   17,846,506  1,345,936,810       50     75.4       76
NAFLD NS27               FASTQ   DNA   15,887,855  1,195,568,790       50     75.3       76
NAFLD NS71               FASTQ   DNA   20,413,494  1,543,297,698       50     75.6       76
NAFLD NS34               FASTQ   DNA   12,733,062    961,568,132       50     75.5       76
NAFLD NS30               FASTQ   DNA   20,909,247  1,567,647,508       50       75       76
NAFLD NS29               FASTQ   DNA   18,657,512  1,401,803,886       50     75.1       76
NAFLD NS6                 FASTQ   DNA   21,143,671  1,593,041,654       50     75.3       76
NAFLD NS11               FASTQ   DNA   15,303,402  1,154,327,126       50     75.4       76
NAFLD NS72               FASTQ   DNA   21,750,276  1,644,386,751       50     75.6       76
NAFLD NS78               FASTQ   DNA   14,573,412  1,088,472,974       50     74.7       76
NAFLD NS40               FASTQ   DNA   22,927,756  1,726,277,263       50     75.3       76
NAFLD NS70               FASTQ   DNA   20,920,539  1,582,015,147       50     75.6       76
NAFLD NS9                 FASTQ   DNA   18,630,893  1,402,087,633       50     75.3       76
NAFLD NS51               FASTQ   DNA   21,667,502  1,631,377,727       50     75.3       76
NAFLD NS21               FASTQ   DNA   20,873,077  1,570,605,584       50     75.2       76
NAFLD NS4                 FASTQ   DNA   15,015,141  1,130,884,342       50     75.3       76
NAFLD NS13               FASTQ   DNA   18,596,773  1,399,993,679       50     75.3       76
NAFLD NS32               FASTQ   DNA   19,163,022  1,441,440,867       50     75.2       76
NAFLD NS38               FASTQ   DNA   11,631,723    876,396,890       50     75.3       76
NAFLD NS77               FASTQ   DNA   17,767,535  1,340,835,456       50     75.5       76
NAFLD NS79               FASTQ   DNA   16,996,863  1,285,323,633       50     75.6       76
NAFLD NS36               FASTQ   DNA   16,378,847  1,233,834,614       50     75.3       76
NAFLD NS41               FASTQ   DNA   25,303,947  1,908,653,138       50     75.4       76
NAFLD NS25               FASTQ   DNA   27,748,574  2,091,091,354       50     75.4       76
NAFLD NS58               FASTQ   DNA   27,681,650  2,088,191,701       50     75.4       76
NAFLD NS55               FASTQ   DNA   14,444,729  1,091,274,483       50     75.5       76
NAFLD NS28               FASTQ   DNA   24,342,415  1,835,775,932       50     75.4       76
NAFLD NS67               FASTQ   DNA   29,029,081  2,187,965,153       50     75.4       76
NAFLD NS7                 FASTQ   DNA   22,081,014  1,664,617,744       50     75.4       76
NAFLD NS83               FASTQ   DNA   18,816,400  1,423,201,981       50     75.6       76
NAFLD NS46               FASTQ   DNA   17,201,736  1,297,006,442       50     75.4       76
Olive SRR11659647    FASTQ   DNA   38,513,060  5,526,761,994       50    143.5      151
Olive SRR11659630    FASTQ   DNA   41,691,364  5,997,560,264       50    143.9      151
Olive SRR11659629    FASTQ   DNA   32,669,900  4,700,662,772       50    143.9      151
Olive SRR11659624    FASTQ   DNA   32,309,990  4,660,025,339       50    144.2      151
Olive SRR11659637    FASTQ   DNA   42,282,261  6,043,223,816       50    142.9      150
Olive SRR11659640    FASTQ   DNA   28,139,919  3,937,305,171       50    139.9      150
Olive SRR11659633    FASTQ   DNA   25,844,616  3,625,328,058       50    140.3      150
Olive SRR11659644    FASTQ   DNA   33,551,130  4,830,455,041       50      144      151
Olive SRR11659639    FASTQ   DNA   36,739,424  5,246,051,582       50    142.8      150
Olive SRR11659627  FASTQ   DNA   29,444,468  4,233,008,554       50    143.8      151
Olive SRR11659643  FASTQ   DNA   28,759,288  4,044,535,059       50    140.6      150
Olive SRR11659641  FASTQ   DNA   28,879,647  4,016,302,354       50    139.1      150
Olive SRR11659636  FASTQ   DNA   28,718,364  3,989,814,075       50    138.9      150
Olive SRR11659625  FASTQ   DNA   30,105,735  4,330,532,345       50    143.8      151
Olive SRR11659628  FASTQ   DNA   29,950,697  4,294,358,205       50    143.4      151
Olive SRR11659631  FASTQ   DNA   21,938,070  3,117,515,741       50    142.1      150
Olive SRR11659646  FASTQ   DNA   35,425,401  5,077,483,274       50    143.3      151
Olive SRR11659642  FASTQ   DNA   27,642,954  3,836,630,720       50    138.8      150
Olive SRR11659626  FASTQ   DNA   34,351,296  4,925,033,804       50    143.4      151
Olive SRR11659638  FASTQ   DNA   27,442,293  3,837,318,217       50    139.8      150
Olive SRR11659645  FASTQ   DNA   34,466,862  4,949,887,436       50    143.6      151
Olive SRR11659632  FASTQ   DNA   25,583,937  3,616,121,289       50    141.3      150
PD SRR19064699     FASTQ   DNA   12,040,864  1,778,706,159       50    147.7      151
PD SRR19064794     FASTQ   DNA   18,103,032  2,674,849,985       50    147.8      151
PD SRR19064600     FASTQ   DNA   19,778,423  2,925,822,594       50    147.9      151
PD SRR19064677     FASTQ   DNA   36,602,708  5,457,926,356       50    149.1      151
PD SRR19064770     FASTQ   DNA   17,453,556  2,590,719,901       50    148.4      151
PD SRR19064707     FASTQ   DNA   12,863,264  1,897,469,942       50    147.5      151
PD SRR19064693     FASTQ   DNA   31,182,332  4,631,945,785       50    148.5      151
PD SRR19065015     FASTQ   DNA   13,447,283  1,989,555,153       50      148      151
PD SRR19064340     FASTQ   DNA   34,094,774  5,058,982,661       50    148.4      151
PD SRR19064337     FASTQ   DNA   11,425,051  1,698,801,870       50    148.7      151
PD SRR19064590     FASTQ   DNA   21,360,466  3,143,105,649       50    147.1      151
PD SRR19064404     FASTQ   DNA   17,917,904  2,653,032,181       50    148.1      151
PD SRR19064473     FASTQ   DNA   28,608,998  4,224,969,477       50    147.7      151
PD SRR19064829     FASTQ   DNA   18,332,699  2,711,493,040       50    147.9      151
PD SRR19064509     FASTQ   DNA   11,220,778  1,664,460,756       50    148.3      151
PD SRR19064953     FASTQ   DNA    7,577,348  1,123,670,096       50    148.3      151
PD SRR19064924     FASTQ   DNA   35,842,019  5,309,380,934       50    148.1      151
PD SRR19064479     FASTQ   DNA   25,418,111  3,786,484,329       50      149      151
PD SRR19064823     FASTQ   DNA   16,088,020  2,377,141,574       50    147.8      151
PD SRR19064854     FASTQ   DNA   18,895,581  2,790,788,420       50    147.7      151
PD SRR19064574     FASTQ   DNA   18,930,868  2,798,774,711       50    147.8      151
PD SRR19064503     FASTQ   DNA   42,918,698  6,374,429,794       50    148.5      151
PD SRR19064959     FASTQ   DNA   20,618,909  3,054,067,928       50    148.1      151
PD SRR19064497     FASTQ   DNA   13,630,867  2,021,915,660       50    148.3      151
PD SRR19064748     FASTQ   DNA   28,273,190  4,212,025,500       50      149      151
PD SRR19064645     FASTQ   DNA   26,141,205  3,859,904,255       50    147.7      151
PD SRR19064632     FASTQ   DNA   15,972,441  2,359,386,128       50    147.7      151
PD SRR19064378     FASTQ   DNA   14,306,392  2,121,545,910       50    148.3      151
PD SRR19064396     FASTQ   DNA   20,398,611  3,012,807,528       50    147.7      151
PD SRR19064372     FASTQ   DNA   12,246,063  1,816,407,188       50    148.3      151
PD SRR19065027     FASTQ   DNA   31,998,859  4,766,862,852       50      149      151
PD SRR19064735     FASTQ   DNA   28,493,233  4,221,588,297       50    148.2      151
PD SRR19064742     FASTQ   DNA   30,530,993  4,526,869,463       50    148.3      151
PD SRR19064638  FASTQ   DNA   15,583,321  2,285,121,498       50    146.6      151
PD SRR19064441  FASTQ   DNA   34,280,710  5,082,289,195       50    148.3      151
PD SRR19064436  FASTQ   DNA   36,865,950  5,472,903,625       50    148.5      151
PD SRR19064882  FASTQ   DNA   17,878,792  2,628,249,466       50      147      151
PD SRR19064916  FASTQ   DNA   32,822,672  4,883,636,266       50    148.8      151
PD SRR19064961  FASTQ   DNA   20,830,610  3,098,326,119       50    148.7      151
PD SRR19064866  FASTQ   DNA   16,744,535  2,478,027,152       50      148      151
PD SRR19064811  FASTQ   DNA   17,262,594  2,549,403,899       50    147.7      151
PD SRR19064985  FASTQ   DNA   26,201,516  3,877,509,238       50      148      151
PD SRR19064531  FASTQ   DNA   22,895,401  3,326,128,047       50    145.3      151
PD SRR19064888  FASTQ   DNA   16,902,701  2,496,658,077       50    147.7      151
PD SRR19064546  FASTQ   DNA   14,675,999  2,171,450,575       50      148      151
PD SRR19064353  FASTQ   DNA   14,563,607  2,154,606,427       50    147.9      151
PD SRR19064324  FASTQ   DNA   44,876,955  6,657,151,216       50    148.3      151
PD SRR19064619  FASTQ   DNA   16,070,739  2,373,601,740       50    147.7      151
PD SRR19064763  FASTQ   DNA   24,538,035  3,631,393,645       50      148      151
PD SRR19064714  FASTQ   DNA   27,225,840  4,040,391,707       50    148.4      151
PD SRR19064680  FASTQ   DNA   18,233,727  2,719,053,253       50    149.1      151
PD SRR19065006  FASTQ   DNA   29,214,448  4,340,660,148       50    148.6      151
PD SRR19064787  FASTQ   DNA   16,732,348  2,473,428,558       50    147.8      151
PD SRR19064613  FASTQ   DNA   18,465,137  2,728,000,711       50    147.7      151
PD SRR19064664  FASTQ   DNA   25,810,313  3,816,146,744       50    147.9      151
PD SRR19064769  FASTQ   DNA   11,352,179  1,680,736,829       50    148.1      151
PD SRR19064359  FASTQ   DNA   15,454,336  2,292,930,266       50    148.4      151
PD SRR19064567  FASTQ   DNA   18,032,402  2,674,212,141       50    148.3      151
PD SRR19064510  FASTQ   DNA   24,437,747  3,623,869,504       50    148.3      151
PD SRR19064484  FASTQ   DNA   35,232,310  5,224,905,870       50    148.3      151
PD SRR19064830  FASTQ   DNA   18,069,828  2,668,699,757       50    147.7      151
PD SRR19064847  FASTQ   DNA   20,391,869  3,019,542,013       50    148.1      151
PD SRR19064589  FASTQ   DNA   26,049,795  3,837,822,156       50    147.3      151
PD SRR19064940  FASTQ   DNA   15,447,212  2,286,238,962       50      148      151
PD SRR19064937  FASTQ   DNA   17,751,488  2,623,229,624       50    147.8      151
PD SRR19064583  FASTQ   DNA   19,254,540  2,826,419,396       50    146.8      151
PD SRR19064417  FASTQ   DNA   15,998,577  2,363,513,323       50    147.7      151
PD SRR19064460  FASTQ   DNA   15,964,490  2,358,094,674       50    147.7      151
PD SRR19065034  FASTQ   DNA   32,163,272  4,727,842,534       50      147      151
PD SRR19064726  FASTQ   DNA   26,663,167  3,956,702,687       50    148.4      151
PD SRR19064751  FASTQ   DNA   41,554,337  6,171,045,156       50    148.5      151
PD SRR19064316  FASTQ   DNA   25,769,021  3,776,314,312       50    146.5      151
PD SRR19064361  FASTQ   DNA   15,628,264  2,308,598,524       50    147.7      151
PD SRR19064385  FASTQ   DNA   15,131,014  2,245,720,008       50    148.4      151
PD SRR19064656  FASTQ   DNA   29,381,483  4,318,025,585       50      147      151
PD SRR19064621  FASTQ   DNA   15,508,724  2,294,462,093       50    147.9      151
PD SRR19064978  FASTQ   DNA   13,355,603  1,945,055,138       50    145.6      151
PD SRR19064522  FASTQ   DNA   29,248,530  4,331,987,358       50    148.1      151
PD SRR19064555  FASTQ   DNA   23,235,668  3,452,499,662       50    148.6      151
PD SRR19064875  FASTQ   DNA   17,892,934  2,623,843,513       50    146.6      151
PD SRR19064802  FASTQ   DNA   17,481,113  2,583,516,163       50    147.8      151
PD SRR19064996  FASTQ   DNA   10,047,118  1,483,117,497       50    147.6      151
PD SRR19064458  FASTQ   DNA   11,506,965  1,674,814,717       50    145.5      151
PD SRR19064891  FASTQ   DNA   36,399,271  5,414,503,886       50    148.8      151
PD SRR19064905  FASTQ   DNA   24,971,359  3,711,906,703       50    148.6      151
PD SRR19064972  FASTQ   DNA   22,885,515  3,384,203,707       50    147.9      151
PD SRR19064528  FASTQ   DNA   21,149,431  3,144,892,793       50    148.7      151
PD SRR19064808  FASTQ   DNA   19,072,846  2,816,848,886       50    147.7      151
PD SRR19064452  FASTQ   DNA   33,561,422  4,985,728,101       50    148.6      151
PD SRR19064425  FASTQ   DNA   16,132,064  2,377,688,282       50    147.4      151
PD SRR19064991  FASTQ   DNA   23,341,601  3,478,423,558       50      149      151
PD SRR19064805  FASTQ   DNA   13,374,304  1,959,036,463       50    146.5      151
PD SRR19064872  FASTQ   DNA   18,756,132  2,767,624,699       50    147.6      151
PD SRR19064428  FASTQ   DNA   17,263,851  2,556,249,839       50    148.1      151
PD SRR19064908  FASTQ   DNA   28,754,072  4,276,803,665       50    148.7      151
PD SRR19064552  FASTQ   DNA   28,950,074  4,299,080,089       50    148.5      151
PD SRR19064525  FASTQ   DNA   33,780,857  5,017,086,588       50    148.5      151
PD SRR19064878  FASTQ   DNA   16,298,568  2,405,397,347       50    147.6      151
PD SRR19064422  FASTQ   DNA   17,764,874  2,625,878,790       50    147.8      151
PD SRR19064455  FASTQ   DNA   35,666,747  5,285,082,073       50    148.2      151
PD SRR19064975  FASTQ   DNA   16,492,605  2,450,735,023       50    148.6      151
PD SRR19064902  FASTQ   DNA   30,944,806  4,590,867,510       50    148.4      151
PD SRR19064558  FASTQ   DNA   40,010,702  5,946,133,690       50    148.6      151
PD SRR19064896  FASTQ   DNA   30,339,927  4,505,755,452       50    148.5      151
PD SRR19065033  FASTQ   DNA   15,398,708  2,278,962,897       50      148      151
PD SRR19064756  FASTQ   DNA   17,436,324  2,592,759,641       50    148.7      151
PD SRR19064721  FASTQ   DNA   31,134,061  4,628,514,472       50    148.7      151
PD SRR19064366  FASTQ   DNA   18,617,345  2,739,588,235       50    147.2      151
PD SRR19064388  FASTQ   DNA   14,510,280  2,145,815,537       50    147.9      151
PD SRR19064382  FASTQ   DNA   13,739,546  2,037,802,458       50    148.3      151
PD SRR19065039  FASTQ   DNA   33,825,205  5,018,617,720       50    148.4      151
PD SRR19064626  FASTQ   DNA   14,398,225  2,121,470,529       50    147.3      151
PD SRR19064651  FASTQ   DNA   30,617,524  4,540,065,518       50    148.3      151
PD SRR19064840  FASTQ   DNA   16,086,522  2,379,537,154       50    147.9      151
PD SRR19064837  FASTQ   DNA   19,935,283  2,947,453,314       50    147.9      151
PD SRR19064483  FASTQ   DNA   30,191,063  4,482,265,626       50    148.5      151
PD SRR19064517  FASTQ   DNA   33,775,317  5,029,851,414       50    148.9      151
PD SRR19064560  FASTQ   DNA   13,699,340  2,032,314,360       50    148.4      151
PD SRR19064467  FASTQ   DNA    8,239,072  1,225,290,332       50    148.7      151
PD SRR19064410  FASTQ   DNA   16,074,857  2,373,823,773       50    147.7      151
PD SRR19064584  FASTQ   DNA   20,233,316  2,986,209,896       50    147.6      151
PD SRR19064930  FASTQ   DNA   15,433,097  2,295,795,165       50    148.8      151
PD SRR19064489  FASTQ   DNA   23,577,036  3,506,459,804       50    148.7      151
PD SRR19064947  FASTQ   DNA   15,949,645  2,366,141,396       50    148.4      151
PD SRR19064323  FASTQ   DNA   40,055,965  5,950,467,401       50    148.6      151
PD SRR19064354  FASTQ   DNA   14,831,642  2,197,827,380       50    148.2      151
PD SRR19064687  FASTQ   DNA   31,292,954  4,658,165,003       50    148.9      151
PD SRR19064713  FASTQ   DNA   32,289,211  4,805,058,108       50    148.8      151
PD SRR19064764  FASTQ   DNA   26,930,195  3,999,642,404       50    148.5      151
PD SRR19064669  FASTQ   DNA    28,851,527   4,264,324,768       50    147.8      151
PD SRR19065001  FASTQ   DNA    28,905,173   4,278,623,503       50      148      151
PD SRR19064719  FASTQ   DNA    25,955,267   3,857,418,816       50    148.6      151
PD SRR19064663  FASTQ   DNA    42,123,496   6,271,484,423       50    148.9      151
PD SRR19064614  FASTQ   DNA    17,325,601   2,546,097,656       50      147      151
PD SRR19064780  FASTQ   DNA    16,839,718   2,492,942,781       50      148      151
PD SRR19064329  FASTQ   DNA    14,725,802   2,179,556,048       50      148      151
PD SRR19064966  FASTQ   DNA    34,389,138   5,099,437,361       50    148.3      151
PD SRR19064911  FASTQ   DNA    24,749,459   3,666,825,037       50    148.2      151
PD SRR19064885  FASTQ   DNA    19,078,122   2,818,296,955       50    147.7      151
PD SRR19064431  FASTQ   DNA    17,428,743   2,570,128,428       50    147.5      151
PD SRR19064446  FASTQ   DNA    40,188,938   5,975,452,875       50    148.7      151
PD SRR19064988  FASTQ   DNA    31,361,136   4,650,186,061       50    148.3      151
PD SRR19064541  FASTQ   DNA    41,480,534   6,094,320,936       50    146.9      151
PD SRR19064536  FASTQ   DNA    23,263,866   3,467,062,684       50      149      151
PD SRR19064982  FASTQ   DNA    31,502,996   4,673,488,633       50    148.4      151
PD SRR19064816  FASTQ   DNA    18,682,407   2,763,341,900       50    147.9      151
PD SRR19064861  FASTQ   DNA    17,312,817   2,549,693,865       50    147.3      151
PD SRR19064635  FASTQ   DNA    17,141,573   2,531,706,187       50    147.7      151
PD SRR19064642  FASTQ   DNA   121,799,901  18,142,371,842       50      149      151
PD SRR19064738  FASTQ   DNA    26,770,971   3,980,918,474       50    148.7      151
PD SRR19064391  FASTQ   DNA    18,639,580   2,761,567,826       50    148.2      151
PD SRR19064375  FASTQ   DNA    15,179,932   2,250,513,520       50    148.3      151
PD SRR19065020  FASTQ   DNA    27,950,865   4,104,328,903       50    146.8      151
PD SRR19064648  FASTQ   DNA    29,331,567   4,355,445,800       50    148.5      151
PD SRR19064745  FASTQ   DNA    25,276,200   3,756,086,830       50    148.6      151
PD SRR19064732  FASTQ   DNA    27,734,608   4,088,908,043       50    147.4      151
PD SRR19064579  FASTQ   DNA    20,117,222   2,977,685,254       50      148      151
PD SRR19064923  FASTQ   DNA    26,121,642   3,879,267,289       50    148.5      151
PD SRR19064954  FASTQ   DNA    15,471,332   2,295,873,389       50    148.4      151
PD SRR19064474  FASTQ   DNA    20,780,374   3,089,573,024       50    148.7      151
PD SRR19064403  FASTQ   DNA    16,134,891   2,384,623,613       50    147.8      151
PD SRR19064597  FASTQ   DNA    16,635,160   2,458,883,725       50    147.8      151
PD SRR19064859  FASTQ   DNA    17,213,728   2,542,003,427       50    147.7      151
PD SRR19064490  FASTQ   DNA    25,354,007   3,778,053,366       50      149      151
PD SRR19064504  FASTQ   DNA    24,544,686   3,637,507,083       50    148.2      151
PD SRR19064573  FASTQ   DNA    16,054,673   2,381,846,132       50    148.4      151
PD SRR19064929  FASTQ   DNA    33,379,406   4,950,163,460       50    148.3      151
PD SRR19064409  FASTQ   DNA    14,944,752   2,195,265,240       50    146.9      151
PD SRR19064853  FASTQ   DNA    19,928,728   2,944,387,288       50    147.7      151
PD SRR19064824  FASTQ   DNA    19,784,309   2,922,649,698       50    147.7      151
PD SRR19064670  FASTQ   DNA    28,348,343   4,219,359,914       50    148.8      151
PD SRR19064607  FASTQ   DNA    24,743,925   3,661,872,210       50      148      151
PD SRR19064793  FASTQ   DNA    19,546,183   2,873,404,752       50      147      151
PD SRR19065018  FASTQ   DNA    22,615,034   3,357,844,462       50    148.5      151
PD SRR19064799  FASTQ   DNA    22,647,339   3,343,756,839       50    147.6      151
PD SRR19064694  FASTQ   DNA    15,558,831   2,306,961,141       50    148.3      151
PD SRR19064700  FASTQ   DNA    16,500,350   2,447,788,993       50    148.3      151
PD SRR19064777  FASTQ   DNA   12,945,841  1,919,010,805       50    148.2      151
PD SRR19065012  FASTQ   DNA   22,694,637  3,365,031,253       50    148.3      151
PD SRR19064330  FASTQ   DNA   30,180,624  4,476,104,897       50    148.3      151
PD SRR19064347  FASTQ   DNA   26,212,816  3,903,790,901       50    148.9      151
PD SRR19064599  FASTQ   DNA   17,040,281  2,523,830,050       50    148.1      151
PD SRR19064857  FASTQ   DNA   17,501,599  2,560,651,333       50    146.3      151
PD SRR19064820  FASTQ   DNA   18,825,344  2,787,841,192       50    148.1      151
PD SRR19064500  FASTQ   DNA   38,630,376  5,737,066,880       50    148.5      151
PD SRR19064494  FASTQ   DNA   26,329,627  3,914,728,923       50    148.7      151
PD SRR19064577  FASTQ   DNA   16,531,014  2,448,366,610       50    148.1      151
PD SRR19064470  FASTQ   DNA   22,471,607  3,333,254,970       50    148.3      151
PD SRR19064593  FASTQ   DNA   19,218,427  2,837,858,259       50    147.7      151
PD SRR19064407  FASTQ   DNA   16,522,509  2,437,106,448       50    147.5      151
PD SRR19064927  FASTQ   DNA   25,403,349  3,774,939,313       50    148.6      151
PD SRR19064950  FASTQ   DNA   15,251,467  2,257,028,353       50      148      151
PD SRR19064334  FASTQ   DNA   33,909,049  5,019,124,955       50      148      151
PD SRR19064343  FASTQ   DNA   34,303,509  5,071,887,776       50    147.9      151
PD SRR19065016  FASTQ   DNA   14,846,178  2,204,193,725       50    148.5      151
PD SRR19064704  FASTQ   DNA   18,552,309  2,748,253,282       50    148.1      151
PD SRR19064690  FASTQ   DNA   22,515,504  3,331,345,929       50      148      151
PD SRR19064773  FASTQ   DNA   19,880,853  2,947,767,354       50    148.3      151
PD SRR19064609  FASTQ   DNA   16,723,977  2,469,635,849       50    147.7      151
PD SRR19064779  FASTQ   DNA   13,059,085  1,926,434,493       50    147.5      151
PD SRR19064674  FASTQ   DNA   29,710,174  4,420,500,443       50    148.8      151
PD SRR19064797  FASTQ   DNA   14,463,207  2,139,930,996       50      148      151
PD SRR19064603  FASTQ   DNA   15,592,328  2,306,910,627       50      148      151
PD SRR19064349  FASTQ   DNA   14,871,157  2,201,828,093       50    148.1      151
PD SRR19064812  FASTQ   DNA   19,543,119  2,880,999,406       50    147.4      151
PD SRR19064448  FASTQ   DNA   35,643,768  5,311,095,676       50      149      151
PD SRR19064986  FASTQ   DNA   23,728,457  3,518,474,106       50    148.3      151
PD SRR19064865  FASTQ   DNA   16,320,361  2,307,926,534       50    141.4      151
PD SRR19064545  FASTQ   DNA   27,139,450  4,041,379,079       50    148.9      151
PD SRR19064968  FASTQ   DNA   29,061,350  4,311,630,174       50    148.4      151
PD SRR19064532  FASTQ   DNA   26,271,621  3,867,637,679       50    147.2      151
PD SRR19064435  FASTQ   DNA   34,665,717  5,144,554,045       50    148.4      151
PD SRR19064818  FASTQ   DNA   21,081,747  3,118,033,306       50    147.9      151
PD SRR19064442  FASTQ   DNA   25,128,327  3,722,370,375       50    148.1      151
PD SRR19064962  FASTQ   DNA   25,696,973  3,821,954,704       50    148.7      151
PD SRR19064538  FASTQ   DNA   29,531,085  4,400,133,501       50      149      151
PD SRR19064881  FASTQ   DNA   17,056,782  2,516,032,887       50    147.5      151
PD SRR19064915  FASTQ   DNA   22,283,863  3,279,324,673       50    147.2      151
PD SRR19064741  FASTQ   DNA   12,789,737  1,897,666,738       50    148.4      151
PD SRR19064736  FASTQ   DNA   27,669,209  4,100,397,830       50    148.2      151
PD SRR19065024  FASTQ   DNA   14,215,525  2,115,799,892       50    148.8      151
