feature	Actinomycetaceae	Alcaligenaceae	Alicyclobacillaceae	Azospirillaceae	Bacillaceae	Bacteroidaceae	Burkholderiaceae	Caulobacteraceae	Chitinophagaceae	Comamonadaceae	Corynebacteriaceae	Dermacoccaceae	Enterobacteriaceae	Halomonadaceae	Hydrogenophilaceae	Lactobacillaceae	Lawsonellaceae	Microbacteriaceae	Micrococcaceae	Moraxellaceae	Mycobacteriaceae	Neisseriaceae	Oxalobacteraceae	Pasteurellaceae	Peptostreptococcaceae	Prevotellaceae	Propionibacteriaceae	Pseudomonadaceae	Rhizobiaceae	Rhodobacteraceae	Sphingomonadaceae	Staphylococcaceae	Streptococcaceae	Streptomycetaceae	Thermaceae	Xanthomonadaceae
SRR20002427	0	0	0	0.0227906144189713	0	0	0.0805965761278047	0	0	0.0224095642547358	0.197700090071128	0.0374406334272622	0	0.00979099634411591	0	0.0337923015103304	0	0	0.0235638773046173	0.0422514499523179	0.0230141960640666	0	0.0294874837448094	0	0.162384660473467	1.17259232650799	0.0535784601499919	0.256210679777855	0.0145354860573029	0	0	0.0119136965126108	0.0657972291470659	0	0	0
SRR20002430	0.0432654984560557	0	0	0	0	0.0328455695338603	0.19291393395509	0	0	0.0413674785043363	0.067531775268818	0.119845619179844	0.0672979807557616	0	0	0	0.0520907737271533	0.0325163560518071	0.10594023495747	0.104841348844681	0.0544549496032746	0.203674990193843	0.0645681469981674	0.0939175761346553	0.244295075746768	0	0.237733437135514	0.989514561366038	0.030384971691181	0	0	0.109316522333219	0.148638269791106	0.0683741364919218	0.0244721734869053	0
SRR20002432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR20002433	0	0	0	0.0278979918307741	0.0438927358394428	0	0.2500194915461	0	0	0.08466615424676	0.0341966281075967	0	0.0845264528533889	0.0294450905000053	0	0.0458511962519675	0.0736348013325476	0	0	0.133206448571899	0.0491513185108441	0	0.0902297737242864	0	0.170969839424194	0	0.237946171836936	0.8833128427263	0.047615534469193	0.192828684341859	0	0.0767982640926343	0	0.407038713725735	0.0260175967009161	0
SRR20002435	0	0	0.0201183068763068	0.0193768699489936	0.0261500757887572	0	0.0418821592591499	0	0.0193323709532699	0	1.26666377780843	0	0.198265981669493	0	0	0.0380654601384225	0	0	0	0.0204999844971605	0	0	0.0139502345134567	0	0.117445924791934	0	0.0379520815777627	0.148813639951738	0	0	0	0.0176559077850325	0.0205838411838662	0	0.0857864472493784	0
SRR20002439	0	0	0	0	0	0	0.207391478625498	0	0	0	0	0	0	0	0	0	0	0	0.253868446269956	0.111349330265766	0	0	0	0	0	0	0.325402348931883	1.08256233414035	0	0	0	0	0	0	0	0
SRR20002441	0	0	0	0	0	0	0.0107241756516748	0	0	0	0.0084915913601936	0	1.4493868811954	0	0	0.0154793357078725	0	0	0	0.00730721893249086	0	0	0	0	0.0859987359010266	0.013511343441201	0.0121976142031585	0.0560997906978615	0	0	0	0.0505477132017285	0.010808956351869	0	0.0257977755015656	0
SRR20002442	0	0	0	0.0387285511489144	0	0	0.280108641667417	0	0	0.0751068474080806	0.0396435986753328	0	0	0.0331095159541381	0	0	0	0	0	0.155119446194782	0.0359916812271955	0	0.10617907425622	0	0.102176923005358	0	0.130941337529049	1.16256381891516	0.050649215054567	0	0.0488597353908263	0	0	0.0507802381185606	0	0
SRR20002443	0	0.0514607341128847	0	0	0.0381521025837034	0	0.218432944348305	0	0	0.0530127387266412	0.58644555876061	0.0221960162999054	0.0813880276613712	0.0240602541400373	0.045091899920323	0.035646831843167	0.0817779000807955	0	0.0354238660094279	0.0966651443517914	0.0350239836403311	0	0.0731594170359685	0	0.131730158295261	0.0424146639653886	0.34350027437201	0.64508573154376	0.0324946912985117	0	0.022898468901516	0.333215611209489	0.0454227596483914	0	0	0.021470609450019
SRR20002446	0.0268942454486954	0.251457828482816	0	0	0	0	0.16612209700075	0.0388308321310725	0	0.0310923190265961	0.197820891539578	0	0	0	0	0.0378903076218481	0.0443358484546352	0	0.0903022342702473	0.0893187112728343	0.0383340461528835	0.0296449286247141	0.0653317132791939	0	0.111836477776461	0	0.304048392495106	0.535564838529912	0.0329918634602875	0.0328205922175407	0	0.357579743790914	0.638177333324313	0	0	0.0271859749125074
SRR20002448	0	0.0527969619680495	0	0	0.0355418866657064	0	0.255462234916508	0	0	0.0711432975578421	0.0616030811419889	0	0.0710415446916519	0.0292065808146252	0	0	0.0501305617929262	0	0.130836052624888	0.119372060615909	0.0608272055198051	0	0.101364211294796	0.289630541575247	0.129104966610483	0	0.25153813459341	0.878480260251209	0.0436880293843939	0	0	0.0830532125594849	0.313460297968615	0.115188798803331	0	0
SRR20002450	0	0.0492661155698136	0	0	0	0	0.0254238420044738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196190614186593	0	0.086742995088264	0.117218570622665	0	0	0	1.31862523393356	0	0	0	0
SRR20002455	0	0.0329131227390322	0	0	0.0522443055722971	0	0.299483918861334	0	0	0.0786995097309272	0	0.0489906527711986	0.0785416278893949	0.0332124486707409	0	0.034883837691194	0.0493181126780096	0	0	0.150287031004574	0.04420879134597	0	0.113782806161636	0	0.145580958187009	0	0.277280180771707	1.0401404414155	0.0492930004371956	0	0.0314918079361231	0.0502138170174041	0.0336564538235415	0.0538091522928888	0	0.0509968368179793
SRR20002456	0	0	0	0	0	0	0.280828984968263	0	0	0.0491932547680454	0	0	0	0	0	0.125604446452161	0	0	0.0529351081734738	0.144951751868734	0.0565863677142476	0	0.120251134862114	0	0.134128470629769	0	0.142967571076056	1.13145432609847	0	0	0.0543059126441889	0	0	0.0601147347866476	0	0
SRR20002459	0.0353053829671611	0	0	0	0	0	0.22140359693361	0.03677308025208	0	0.0721848631682421	0	0	0	0.0347563383702861	0	0	0	0	0.061071101615867	0.200658511834468	0.0912422866151654	0	0.0921555547089282	0	0.134812998117926	0	0.144187271229235	0.853367573316664	0.0557394521229467	0.0562838367169281	0	0.546184211978334	0	0	0	0
SRR20002464	0	0	0.0704671587297001	0.246110647682564	0.0957806295595474	0.128015885456931	0.222803508603218	0	0.0736374416163422	0.0578133538788817	0	0	0.0768761056321602	0	0.0600503139140213	0	0	0	0.0402444936350559	0.0978313565323288	0.064055109682454	0	0.0785750865951725	0	0.302551157560899	0.0638965370417848	0.173719088756003	0.887366121693658	0.0380453892310344	0	0.0449977506959567	0	0	0.0499087971154403	0.304979242756849	0.040370129935975
SRR20002465	0	0.0256399331631711	0	0	0.0146998722819302	0	0.0937224875225902	0	0	0.0213003266632844	1.18951289860535	0.0311779948981917	0.0296138974489531	0	0	0.01328483946324	0.0123583125889889	0	0	0.0349446223121308	0.0262506319375325	0	0.0334041530113936	0	0.0764841903926975	0.14246803136333	0.0708110240442371	0.300866341407651	0.0131134051069054	0.0331319168546648	0	0	0.0555606898570439	0	0	0
SRR20002466	0	0.055287922320878	0	0.0582924523835177	0	0	0.231712566085524	0	0	0.0587846260767468	0	0	0	0	0	0	0	0	0.045191924960166	0.114078380060934	0.0576425291261535	0.0317590559295083	0.0898971731242977	0	0.1375362652723	0	0.197865789687873	0.884429776030611	0.0437227434532098	0	0.0430594398251641	0.519558359928156	0.056985227132713	0	0.0252379747729582	0
SRR20002468	0	0.0353335711480612	0	0	0	0	0	0	0	0	0.784342553667183	0	0.771815763344521	0	0	0	0	0	0	0	0	0	0	0	0.0660556422451728	0.0524382374326515	0	0.0388942846386557	0	0	0	0.0660170810058427	0.0205005173885218	0	0	0
SRR20002473	0.0159388967919076	0	0	0	0.0121477163470843	0	0.0947333874719163	0	0	0.0207133552971775	0.018269065863861	0	0.0119409216859842	0.0126252884276715	0	0	0.0176976846252925	0	0.0137128230084981	0.0398482861110565	0.0154830852482027	0	0.0381788839196051	0	0.180081309640685	0	0.061423189922736	0.300335304567401	0.0139156660932008	0	0	1.17350714447705	0.107825081927445	0.0190696417359144	0	0
SRR20002474	0	0.125225203605247	0	0.0591217876670133	0.0351926867617084	0.0734945072095362	0.31778847471471	0.0434411476447714	0	0.0713705567677324	0	0	0.041706527912208	0.0349450372408593	0	0	0.0477301903759816	0.030381068338479	0.209884849174508	0.13832751989687	0.0790712508610066	0	0.0980054769163522	0	0.1642038228793	0	0.189000461441471	1.00028442066973	0	0	0	0.107013501271364	0.0593664815496457	0	0	0
SRR20002475	0.0334294802573549	0.127281314820032	0	0.0383744156424311	0	0	0.254560166170581	0	0	0.117849320274823	0	0.0285884748186915	0.147187675550357	0.032221397652628	0.0251452552951269	0	0.0497016226854977	0.0374779665546608	0.0580373247766107	0.140782555235541	0.110290016432548	0	0.09682798351264	0	0.138434075568937	0	0.263732592304636	0.913002324536546	0.0520607027378023	0	0	0.0770640450994528	0.308971125126266	0.106687408188793	0.0181731749928349	0.0754869774841541
SRR20002477	0.0618343587098002	0	0.0552002485077334	0.0558469157468365	0.0773996127989489	0	0.266411670802166	0	0.0526318920357221	0.0704985258343062	0.0903765197145797	0.0496919369646627	0	0.0364425671221612	0.0480483518657008	0.0267093187009541	0.0269003752963581	0.0487895410034028	0.0906608178851214	0.13970187132907	0.107012728545505	0.172100322641457	0.0901864951625381	0.0342191997557126	0.202231035068401	0	0.195257899694862	0.924974414010269	0.0539788300024123	0	0.0435725379162348	0.0565769513738135	0.199946851724285	0.0606049575911924	0.210341847997883	0.0293292234948156
SRR20002478	0	0	0.0462211358904641	0.0536457289984709	0.0561903391993736	0	0.160341205499053	0	0.0501244048582249	0.0470276340899105	0	0	0	0	0	0	0	0.0943886246349746	0.059715436471239	0.0858925745616935	0	0	0.0657181167280753	0	0.262289156158315	0	0.131639808266676	1.11842631848186	0.0351315804645103	0	0	0	0	0.0559986887316995	0.200684574077467	0
SRR20002479	0	0	0	0	0	0	0.155117276487844	0	0	0	0	0	0	0	0	0	0	0	0	0.0681187697808525	0	0	0.0610671539095187	0	0.207173108233989	0	0.137896970040941	0.566137984415768	0	0	0	0.905415441407847	0	0	0	0
SRR20002481	0	0	0	0	0	0.241581126262808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23836143359053	0.822349530234367	0	0	0	0	0	0	0.633155726438899	0
SRR20002482	0	0	0.0724403582029701	0.0382951270098695	0.10988764686775	0	0.265774895431402	0	0.0877334392543003	0.0565626648525305	0.0424652424568444	0	0	0	0.0706712969197024	0	0	0	0.0600729990035802	0.0965209830517397	0.0510829779186527	0	0.0814542204187493	0	0.312071304605181	0	0.182079714954937	0.89801916777308	0.0423233700782553	0.043167627631817	0	0.0418948773412174	0	0.0524776691932267	0.362294813818495	0
SRR20002486	0	0	0	0.119958697118543	0	0	0.267648353945725	0	0	0.0627164622661286	0	0	0	0.0344891401208288	0	0	0	0	0.0512539894715781	0.11434399914019	0.0523610132246122	0	0.101032120100855	0	0.130512663516535	0	0.224969250994973	1.1038057734291	0.0458966317607373	0.0482391661112389	0.0512539894715781	0.0459926172099373	0	0.0943635705806899	0	0
SRR20002487	0	0	0.0409188737574095	0.0598234134255578	0.0709967010201953	0	0.153498349812059	0.0225354711739341	0.0551625461398203	0.0588114646946526	0.030849993527445	0	0.035481925506394	0.0209442619518754	0.0408982326119939	0	0	0	0.029306752476199	0.0915165184828732	0.0264619210421685	0	0.0558780340274067	0	0.333372064191946	0	0.174641170354987	1.06158037826981	0.0278903139753617	0	0.0338255060509022	0.0378310294127596	0	0	0.195638478112939	0.0350510680357437
