feature	Acidovorax	Acinetobacter	Actinomyces	Alcaligenes	Azospirillum	Burkholderia	Burkholderiales.gen..incertae.sedis	Chlorobi.gen..incertae.sedis	Corynebacterium	Cutibacterium	Dermacoccus	Effusibacillus	Escherichia	Haemophilus	Halomonas	Herbaspirillum	Kocuria	Lactobacillus	Lawsonella	Meiothermus	Micrococcus	Moraxellaceae.gen...Enhydrobacter.Moraxella.	Paraburkholderia	Prevotella	Pseudomonas	Rothia	Sphingobium	Staphylococcus	Stenotrophomonas	Streptococcus
SRR20002401	0	0.146602600869493	0	0.0296174446477158	0	0.0998584770536916	0.0418915200691434	0	0.0662654234957585	0.255794940685019	0.0726007824101919	0	0.090593428520648	0	0	0.0953372029463497	0	0	0.0296174446477158	0.0342009467162705	0.0418915200691434	0.0296174446477158	0.0765354316692107	0	0.382679152767956	0	0.0170979728622486	0.235340279914135	0	0.959456643862166
SRR20002402	0	0.294959343719312	0	0	0	0.268590198295948	0	0	0	0.342319108043368	0	0	0	0	0	0	0	0	0	0	0	0	0.239643502365002	0	0.965311854753612	0	0	0	0	0
SRR20002403	0	0	0	0.313727886461595	0	0.387596686655181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06105664796339	0	0	0	0	0
SRR20002406	0	0.081334090725493	0	0	0.081334090725493	0.152585847722993	0	0.128814695327519	0.081334090725493	0.50139423283855	0	0.081334090725493	0	0	0	0	0.099668652491162	0	0.081334090725493	0.224375007657919	0.099668652491162	0	0.128814695327519	0	0.876663178384893	0	0	0.081334090725493	0.057480145819404	0.099668652491162
SRR20002410	0	0.153215678160723	0.0882278407166019	0.0683054656368151	0	0.039415725560584	0.0788928544311459	0	1.02418592913254	0.0882278407166019	0.0788928544311459	0	0	0.0788928544311459	0	0	0	0	0.0882278407166019	0	0.039415725560584	0.0683054656368151	0.111687699104589	0	0.436286926716168	0	0	0.039415725560584	0	0
SRR20002412	0	0.0578395754859147	0.112178543998861	0	0	0.0818432500153562	0.0646756408029598	0	0.266467155063545	0.199473755218231	0	0	0.0500835527552358	0.0500835527552358	0	0.0500835527552358	0	0.0708585135832277	0.0708585135832277	0	0	0	0.0868200266514212	0.119456770230722	0.35420410578647	0.104403211577814	0.0500835527552358	0.769104552962809	0	0.473599057602702
SRR20002416	0	0.39054614603506	0	0.210055739071239	0	0	0.12067855313101	0	0	0.243160869223831	0	0	0	0	0	0	0	0	0	0	0	0	0.210055739071239	0	0.98642242994645	0	0	0	0	0
SRR20002417	0	0.420534335283965	0	0	0	0	0	0	0	0.447832396928932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.933382565076914	0	0	0	0	0
SRR20002419	0	0.14048970175352	0	0.0991772610794024	0	0.188990318455634	0.0886776657116453	0	0	0.588165991120161	0.076771891269778	0	0	0	0.0886776657116453	0.14048970175352	0	0.108679039713782	0.0886776657116453	0	0.0886776657116453	0.0442952278917709	0.14048970175352	0	0.803048888025466	0	0	0.133236080985163	0	0.0442952278917709
SRR20002420	0	0.316864273622884	0	0	0	0	0.185398509761702	0	0	0.308572510575443	0	0	0	0	0	0	0	0	0.185398509761702	0	0.0986930668387711	0	0.185398509761702	0	0.990097764782454	0	0	0	0	0
SRR20002421	0	0	0	0.167213806749779	0	0	0.149419964977667	0	0	0.1585582806377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.480068835194422	0	0	0.992063668562748	0	0.105458525399318
SRR20002422	0.0630358161593999	0.0700713317332669	0.043227042490132	0	0	0.0404336206094369	0.0483330691373398	0	0.0611513384407678	0.542533525168382	0.043227042490132	0	0	0.0404336206094369	0.0305613737202093	0.0458509886856022	0	0	0.0717230951625723	0.0264658957377559	0.0404336206094369	0.0216084723390162	0.0551146225768538	0	0.322760710248561	0.0264658957377559	0.0305613737202093	0.871253618335224	0.0152789027404395	0.0979856271497148
SRR20002425	0	0.21271238442136	0	0.118290829592272	0.149838732784356	0.140095231207417	0.159003083246963	0	0	0.290736415703565	0	0	0	0	0	0.149838732784356	0	0	0	0.0646846605076114	0.159003083246963	0.118290829592272	0.225832715921789	0	0.930896990146311	0	0	0.183862465235547	0	0
SRR20002427	0	0.0269190955741362	0.0219784645006624	0	0	0.0219784645006624	0.0290765318414379	0	0.184588042068054	0.053857722516164	0.0290765318414379	0	0	0	0	0.0290765318414379	0	0.0425705439525958	0	0	0.0109885686827336	0.0155404956369549	0.0269190955741362	1.29296706176547	0.157596547675852	0.0269190955741362	0	0	0	0.0785532595763763
SRR20002430	0	0.131068271281337	0	0	0	0.121756581115612	0.0557567062710059	0	0.24037756919396	0.374096603048971	0.150620616101933	0	0	0.192206623542237	0	0	0	0	0.0836893898952728	0	0.0557567062710059	0.0737879181674567	0.115140084687424	0	0.80792130778277	0.179376468873258	0	0.258237570423438	0	0.262915801421593
SRR20002433	0	0.147368024433506	0	0	0	0.198828008891382	0.164118889625748	0	0	0.613663582744492	0	0	0	0	0	0.157625337445605	0	0.0907531755542102	0.170373730692131	0	0	0.0785675200211066	0.170373730692131	0	0.758691420976672	0	0.0641280780701767	0.0848772148028516	0	0
SRR20002435	0	0.0372937094366173	0	0	0	0.0304478326072846	0	0.0304478326072846	1.36282502600114	0.0372937094366173	0	0.0215282053302922	0.13656994848997	0	0	0	0	0.0609239383913094	0	0.0569847135646701	0	0	0	0	0.105654548388817	0	0	0.0304478326072846	0	0
SRR20002439	0	0	0	0	0	0	0	0	0	0.463647609000806	0	0	0	0	0	0	0.261157410903024	0	0	0	0	0	0	0	1.02815722454524	0	0	0	0	0
SRR20002441	0	0	0.0153797626049194	0	0	0	0	0.0153797626049194	0.021751126491973	0.0153797626049194	0	0	1.45545367764456	0	0	0	0	0.0376800012060572	0	0.026640631219707	0	0	0	0.0376800012060572	0.0461538531372206	0	0	0.0799977390570209	0	0
SRR20002442	0	0.231736243185313	0	0	0	0.182580984676188	0.19451853572894	0	0.115087741955328	0.246075310165798	0	0	0	0	0	0.132990383418328	0	0	0	0	0	0	0.132990383418328	0	1.06970331352954	0	0	0	0	0
SRR20002443	0	0.0972162612795577	0	0	0	0.0779024673316698	0.0686880476975415	0	0.722649463490353	0.422637045803922	0	0	0	0	0	0.0899844510456022	0	0.0821256646401443	0.110282738133093	0	0.051905768063921	0	0.121977411036279	0.0821256646401443	0.402482866445553	0	0	0.424433145506666	0	0
SRR20002446	0	0.0814419138850197	0.072827723832404	0.198912212364096	0	0.0964061471822723	0.0363897120871702	0	0.195467373345034	0.275736379518627	0	0	0	0	0	0.0445730354571005	0	0	0.0514741951068501	0	0.0575562618048465	0	0.109362914944139	0	0.320535259436055	0	0	0.389618899825114	0.0575562618048465	0.845436445087052
SRR20002448	0	0.205077060388352	0	0	0	0.106550378942916	0.0307051025769687	0	0	0.313651430983061	0	0	0.0531995318705044	0.435715372386111	0	0.130621374183511	0.115124053817625	0.110918724775454	0.0531995318705044	0.0307051025769687	0.0531995318705044	0	0.0531995318705044	0	0.637639555569943	0.157187817039238	0	0.1717754254004	0	0.476253612694626
SRR20002450	0	0	0	0.0542193426582499	0	0	0	0	0	0.0857915125690167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.094003033807577	0	0	1.43218789681887	0	0
SRR20002455	0.149509405325945	0.216057054321485	0	0	0	0.132419402485956	0.174407876196426	0	0	0.409437859561044	0.144032211690514	0	0	0	0	0	0	0	0.138344587120896	0	0	0.119713854127728	0.227144005792817	0	0.846564877096372	0	0.196283239278978	0.1055214137565	0	0.1055214137565
SRR20002456	0	0.232368584730528	0	0	0	0.185702739793899	0.163563058892008	0	0	0.232368584730528	0	0	0	0	0	0.271598502034637	0	0.151332636977216	0	0	0.0615846665061788	0	0.195874855897322	0	0.987854988141488	0	0	0	0	0
SRR20002459	0	0.12247540791372	0	0	0	0	0.115438676961221	0	0	0.209170065872233	0	0	0	0	0	0	0.0999171031679908	0	0	0	0.0407344122339041	0.217190155427069	0.20084954250813	0	0.641634416492091	0	0	0.758021302199563	0	0
SRR20002464	0.115728205889313	0.141897054604164	0	0	0.183604010278919	0.0817406531855711	0.164033941022975	0.201357920790331	0.0817406531855711	0.261157410903024	0	0.115728205889313	0	0	0	0	0	0	0	0.310468788917794	0	0	0.164033941022975	0.164033941022975	0.91346038602165	0	0	0	0	0
SRR20002465	0	0.0357370864379944	0	0.0546048139780095	0	0.041268562895145	0.046142933018516	0	1.23375237727073	0.0744455894654746	0.046142933018516	0	0	0	0.0291771378990967	0.0505506417569166	0	0	0.0291771378990967	0	0	0	0.0619248442469452	0.183208507115828	0.214012574884323	0	0	0	0	0.0851560565033961
SRR20002466	0	0.139123411367399	0.123529945472128	0.159749793294707	0	0.123529945472128	0.0842722745808655	0	0	0.224582808632723	0	0	0	0	0	0	0	0.0450073204408256	0	0.0636714889013245	0	0	0.123529945472128	0	0.67519636120712	0	0	0.741820748391376	0	0
SRR20002468	0	0	0	0	0	0	0	0	0.967257568698869	0	0	0	0.59116953723662	0	0	0	0	0	0	0	0	0	0	0.0595315688901348	0.0210367096698915	0	0	0.0759162411283373	0	0.0420827362085317
SRR20002473	0	0.0382347938285472	0.0270327874812351	0	0	0.0302244958315742	0.0270327874812351	0	0.0234103677043599	0.0523663224094368	0	0	0	0	0	0.0382347938285472	0	0	0.0357642848636456	0	0.0270327874812351	0	0.0468335776709079	0	0.190353952458172	0	0	1.31818682012153	0	0.118093134033881
SRR20002474	0	0.165633429013495	0	0.182700453645876	0	0	0.0763975728864543	0	0	0.263740599672403	0.0986930668387711	0	0	0	0	0.198364182491282	0.263740599672403	0	0.0986930668387711	0	0.0440795380026011	0	0.188059626712611	0	0.946419486091895	0	0	0.188059626712611	0	0.0986930668387711
SRR20002475	0	0.156640686180255	0.0332656402309764	0.137565934695684	0	0.124769142249621	0.145487525972345	0	0.0942113916990079	0.38100390489452	0	0	0	0	0.047053404382712	0	0	0	0.129172428524516	0	0.105370670300968	0.057639062987822	0.156640686180255	0	0.767695349999914	0	0	0.145487525972345	0.120208143761651	0.459764580175205
SRR20002477	0	0.233839039943677	0.0820151065978059	0	0	0.105960556032921	0.0947384090343649	0.0820151065978059	0.223710369582857	0.291829439978514	0	0.0669399875989619	0	0	0	0.164588477862536	0	0.105960556032921	0	0.190340756097396	0.142375655717505	0.0820151065978059	0.20204180347544	0	0.795465957795292	0.157521593855934	0	0.177911393017233	0	0.266489225749981
SRR20002478	0.109985873786015	0.109985873786015	0	0	0	0	0	0	0.109985873786015	0.206821445129614	0	0.109985873786015	0	0	0	0	0	0.134841462689381	0	0.247973907740146	0	0.077693191338086	0.109985873786015	0	1.1239293040531	0	0	0	0	0
SRR20002479	0	0	0	0	0	0	0	0	0	0.160820480674465	0	0	0	0	0	0	0	0	0	0.0925822370195072	0.131119475185223	0	0.131119475185223	0	0.36618656020528	0	0	1.11143606050153	0	0
SRR20002481	0	0	0	0	0	0	0	0.244978663126864	0	0.350105777767146	0	0	0	0	0	0	0	0	0	0.573203309100855	0	0	0	0	0.814826916370989	0	0	0	0	0
SRR20002482	0	0.172350589899323	0	0	0	0.149073661172101	0.121567021870929	0.22886401190741	0.085854726725554	0.260173149225418	0	0.121567021870929	0	0	0	0.172350589899323	0	0	0	0.37234789243391	0.172350589899323	0	0.121567021870929	0	0.844358239410073	0	0.172350589899323	0	0	0
SRR20002486	0.171335640668799	0.171335640668799	0.153095922786855	0	0.153095922786855	0.132454598462041	0.187875133112172	0	0	0.338807826784333	0	0	0	0	0	0	0.187875133112172	0	0	0	0.153095922786855	0	0.171335640668799	0	0.849527330147725	0.243521189764962	0	0.153095922786855	0	0
SRR20002487	0	0.141672027137762	0	0	0.137868963045112	0.0858095595068432	0.0648317616444241	0.102616219478625	0	0.249272581876327	0	0.0648317616444241	0	0	0	0.0561361077335783	0	0	0.045826909375924	0.226354500774258	0	0.0973331443096769	0.0917504154530368	0	1.08979499937213	0	0	0.0973331443096769	0.072496834733604	0
