feature	Alcaligenaceae	Burkholderiaceae	Corynebacteriaceae	Enterobacteriaceae	Lactobacillaceae	Micrococcaceae	Moraxellaceae	Neisseriaceae	Prevotellaceae	Propionibacteriaceae	Pseudomonadaceae	Rhodospirillaceae	Staphylococcaceae	Streptococcaceae	Thermaceae
SRR20002368	9.77977499765072e-05	6.86497439420821e-05	0	0	0	0	0.00102783296954596	0	0	0.0118675149974369	0.00760436589863359	0	0.979333838640465	0	0
SRR20002369	0	0	0	0.792005120624228	0.0594053370315619	0	0	0	0.00554124693295945	0	0	0	0.14304829541125	0	0
SRR20002371	0	0	0	0.00727172985493112	0	0	0	0	0	0.358691941972449	0.026136779227112	0	0.322187004754358	0.28571254419115	0
SRR20002373	0.0239896574602608	0.0154882092629163	0	0	0	0	0.0594233806536764	0	0	0.431532230479914	0.450785823950688	0	0	0	0.0187806981925445
SRR20002375	0	0.00511293158989245	0	0	0	0	0.0524064023991801	0	0	0.527010264840685	0.408151801333948	0	0	0	0.00731859983629448
SRR20002377	0	0	0	0	0	0	0	0	0	0.0935095822668243	0.00801966485632038	0	0.898470752876855	0	0
SRR20002378	0	0.0466841827548128	0	0	0	0	0	0	0	0.269579124304388	0.683736692940799	0	0	0	0
SRR20002379	0	0.0504528096275101	0	0	0	0	0.12336044307515	0	0	0.189273893005757	0.636912854291582	0	0	0	0
SRR20002380	0	0	0	0	0	0	0	0	0	0.000394162258701343	0.000662816490501112	0	0.998943021250798	0	0
SRR20002382	0	0.00164875634061979	0	0	0	0	0.0393645456225324	0	0	0.61108609709314	0.280976318809876	0	0	0	0.0669242821338316
SRR20002384	0	0.00180003578067404	0.96957781674746	0	0	0	0.000649601007216407	0	0	0.0152866711249004	0.0115368756200628	0	0	0	0.00114899971968616
SRR20002386	0	0	0	0	0	0	0	0	0	0.749713543002753	0.250286456997247	0	0	0	0
SRR20002388	0	0.00769855681132887	0	0	0	0.0188709337116713	0.0870581511834413	0	0	0.357251910933313	0.50231837203932	0.0246672791399679	0	0	0.00213479618095762
SRR20002391	0.00119830006186901	0.0201170017983133	0.00125809735375795	0	0	0.00297621009472456	0.0295236965210532	0	0	0.766194629041771	0.175135281563632	0.00359678356487912	0	0	0
SRR20002394	0	0	0.983787247378035	0	0	0	0	0	0	0	0	0	0.016212752621965	0	0
SRR20002396	0	0.00895385410037171	0	0.475954877925049	0	0.00155464548917605	0.0290738537314259	0.0206877150262413	0	0.151163101727589	0.229245874724444	0	0.0042700867945064	0.0674326904452254	0.0116633000359722
SRR20002397	0.0170876778139772	0.0216481417350277	0	0	0	0.2831435989174	0.0340093701817348	0	0	0.243710750783606	0.398540430966598	0	0.00186002960165699	0	0
SRR20002401	0	0.00298836003491913	0	0.019277055490706	0	0	0.0116162053575877	0.0947885218565184	0	0.171028875217255	0.0780489026201354	0	0.0678654341246343	0.554386645298245	0
SRR20002402	0	0.0331021120646323	0	0	0	0	0	0	0	0.530337509938859	0.436560377996509	0	0	0	0
SRR20002403	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SRR20002406	0	0.0003703656605861	0	0	0	0.0009680372845362	0.000306783572931834	0	0	0.734497097477699	0.258078104236474	0.00241452977867075	0	0	0.00336508198910203
SRR20002410	0	0.000575549518730177	0.950692360416693	0	0	3.01159631893697e-05	0.00552906776035947	0	0	0.0106621663750809	0.0325107399659467	0	0	0	0
SRR20002412	0	0.00550943310246515	0.1606740498915	0	0.00382881577650415	0.0241299598147705	0.00756253030733057	0.0177487652935929	0.0171925220701758	0.0972499394472537	0.0683272731055163	0	0.527570693164251	0.0702060180266392	0
SRR20002416	0	0	0	0	0	0	0.20850583364697	0	0	0.363698843088806	0.427795323264224	0	0	0	0
SRR20002417	0	0	0	0	0	0	0.231033495562554	0	0	0.292012596621815	0.476953907815631	0	0	0	0
SRR20002419	0	0.0150322945483345	0	0	0.00184252896600076	0	0.0228196430128068	0	0	0.778386159202549	0.177809633155687	0	0.00410974111462199	0	0
SRR20002420	0	0	0	0	0	0	0	0	0	0.442936853413826	0.557063146586174	0	0	0	0
SRR20002421	0	0	0	0	0	0	0	0	0	0.0718268899368023	0.0356299365798882	0	0.89254317348331	0	0
SRR20002422	0	0.000988591446721563	0	0	6.55259119758892e-05	0.000491332520856752	0.00428009442440462	0	0	0.423851901598866	0.021950397779186	0	0.538376100172794	0.00999605614519558	0
SRR20002425	0	0.0446173430426453	0	0	0	0.03614690794111	0.0853265102598231	0	0	0.282771195224139	0.549155115001511	0.00198292853077185	0	0	0
SRR20002427	0	0.000132826144178069	0.0326464701467782	0	0.000369155610663051	0	0.00104950746705659	0	0.958807487002347	0.0018776588234773	0.00372468465644664	0	0	0.00139221014905289	0
SRR20002430	0	0.0628541738268073	0	0	0	0	0.00394950466291504	0.0702445961912102	0	0.41921741253635	0.41760312627653	0	0.000411382627502578	0.0257198038786844	0
SRR20002433	0	0.00231244599263766	0	0	4.53672543438076e-05	0	0.0301820639275973	0	0	0.846024394743048	0.119645005514689	0	0.00179072256768388	0	0
SRR20002435	0	0	0.983861040356329	0.0130697133813092	0.00160022586575001	0	0	0	0	0.000749451135236431	0.000719569261375033	0	0	0	0
SRR20002439	0	0	0	0	0	0.312092976655646	0	0	0	0.669972948602344	0.0179340747420098	0	0	0	0
SRR20002441	0	0	0	0.99684693726669	4.24829740630823e-05	0	0	0	0.000117772244763767	2.30706150814794e-05	0.000114231996925177	0	0.0028555049024762	0	0
SRR20002442	0	0.0462738123019803	0	0	0	0	0.118849342754886	0	0	0.200786858041082	0.634089986902051	0	0	0	0
SRR20002443	0	0.00750923136830914	0.21326758016961	0	0.000142861254328748	0.00133082886920809	0.00748911983250558	0	0.000105412187660047	0.42475702317369	0.0850235981132605	0	0.260374345031428	0	0
SRR20002446	0.0281758414478598	0.00336925071979649	0.0370794978188792	0	0.000147684676805611	0.00506873324688088	0.00194384966498197	0	0	0.189232855716062	0.0256709674100277	0	0.183458074404693	0.525853244894013	0
SRR20002448	0	0.0216353998753943	0	0	0	0.0234715203539065	0.0440817254917473	0.00227908042339554	0	0.478152803462587	0.207752746763714	0	0.0422390121210323	0.180387711508223	0
SRR20002450	0	0	0	0	0	0	0	0	0	0.014824032087601	0	0	0.985175967912399	0	0
SRR20002455	0	0.0298806596091637	0	0	0	0	0.0431301661102111	0	0	0.556264708281988	0.370724465998637	0	0	0	0
SRR20002456	0	0.00530508439367426	0	0	0.0208404844314617	0	0.0930669876953301	0	0	0.194414576073011	0.686372867406523	0	0	0	0
SRR20002459	0	0.0151905261051125	0	0	0	0	0.054484167771977	0	0	0.0431969985311528	0.125571171244517	0	0.76155713634724	0	0
SRR20002464	0	0.0183265203305158	0	0	0	0	0.0254321621951919	0	0	0.279317319659109	0.500490087267957	0.164564570556355	0	0	0.0118693399908717
SRR20002465	0	0.000372082082112299	0.966432002279003	0	0	0	0.000216563399354424	0	0.0197199031379109	0.00474415835044207	0.00644647859750993	0	0	0.00206881215366766	0
SRR20002466	0	0.00257120814529842	0	0	0	0	0.00942776319942753	0	0	0.127123214152095	0.144634866081296	0	0.716242948421883	0	0
SRR20002468	0.00284221462406873	0	0.528699704075191	0.456990854963992	0	0	0	0	0.00597187986356175	0	0	0	0.00549534647318627	0	0
SRR20002473	0	0.00070136939773389	5.98002394507036e-05	0	0	0	0.00185519489952519	0	0	0.00822773596154692	0.0141428260039191	0	0.965334037061441	0.00967903643638302	0
SRR20002474	0.00988539305276961	0.00985388701936421	0	0	0	0.241552257257265	0.044073190015888	0	0	0.268515420703065	0.389360562547728	0	0.0301842802896755	0.00657500911424538	0
SRR20002475	0.00996995447893907	0.0142264326590269	0	0.0122863524554206	0	0	0.0403280166115403	0	0	0.44851088449828	0.227295230101757	0	0.0117659204792625	0.235617208715773	0
SRR20002477	0	0.00827547069360087	0.016805436244163	0	0	0.0172929742843185	0.0357833419952592	0.103600858456981	0	0.322697528474659	0.416508623085316	0	0.00997697845374385	0.064956643242089	0.00410214506986908
SRR20002478	0	0	0	0	0	0	0.011561052926003	0	0	0.244252105541225	0.743298007893837	0	0	0	0.000888833638934643
SRR20002479	0	0	0	0	0	0	0	0	0	0.0312953349763166	0.00852079072937969	0	0.960183874294304	0	0
SRR20002482	0	0.0213533688593558	0	0	0	0	0.00977864555241527	0	0	0.435254902806843	0.533613082781386	0	0	0	0
SRR20002486	0	0.00803372813082427	0	0	0	0	0.0319376390308423	0	0	0.476454938976733	0.478258582336319	0.00531511152528107	0	0	0
SRR20002487	0	0.0150495554629221	0	0	0	0	0.011914464720119	0	0	0.330996273230095	0.632309041927717	0	0.000632742068948354	0	0.00909792259019841
