feature	Agathobaculum.butyriciproducens	Akkermansia.muciniphila	Alistipes.finegoldii	Alistipes.putredinis	Alistipes.shahii	Anaerobutyricum.hallii	Anaerobutyricum.soehngenii	Anaerostipes.hadrus	Bacteroides.caccae	Bacteroides.ovatus	Bacteroides.stercoris	Bacteroides.uniformis	Bifidobacterium.adolescentis	Bifidobacterium.angulatum	Bifidobacterium.bifidum	Bifidobacterium.catenulatum	Bifidobacterium.longum	Bifidobacterium.pseudocatenulatum	Blautia.faecis	Blautia.massiliensis	Blautia.obeum	Blautia.wexlerae	Catenibacterium.SGB4425	Catenibacterium.tridentinum	Cibionibacter.quicibialis	Clostridiaceae.bacterium	Clostridiaceae.bacterium.AF18.31LB	Clostridiales.bacterium.KLE1615	Clostridium.fessum	Clostridium.sp.AF34.10BH	Clostridium.sp.AM22.11AC	Collinsella.SGB14861	Collinsella.SGB4121	Collinsella.aerofaciens	Coprococcus.comes	Coprococcus.eutactus	Dialister.invisus	Dorea.formicigenerans	Dorea.longicatena	Eubacterium.SGB6276	Eubacterium.ramulus	Eubacterium.rectale	Faecalibacillus.intestinalis	Faecalibacterium.SGB15346	Faecalibacterium.prausnitzii	Firmicutes.bacterium.AF16.15	Fusicatenibacter.saccharivorans	GGB3304.SGB4367	GGB51647.SGB4348	GGB80011.SGB15265	GGB9760.SGB15373	Gemmiger.formicilis	Intestinibacter.bartlettii	Lachnospiraceae.bacterium.Marseille.Q4251	Lacrimispora.celerecrescens	Ligilactobacillus.ruminis	Parabacteroides.merdae	Phascolarctobacterium.faecium	Phocaeicola.vulgatus	Prevotella.copri.clade	Romboutsia.timonensis	Roseburia.faecis	Roseburia.hominis	Roseburia.intestinalis	Roseburia.inulinivorans	Ruminococcus.bicirculans	Ruminococcus.bromii	Ruminococcus.gnavus	Ruminococcus.torques	Ruthenibacterium.lactatiformans	Streptococcus.salivarius	Streptococcus.thermophilus
NS39	0	0	0	0.0222222222222222	0	0	0	0	0	0.0222222222222222	0	0.0222222222222222	0	0	0	0	0	0	0	0.0222222222222222	0	0.0222222222222222	0	0	0.0222222222222222	0	0	0	0	0	0	0	0	0	0	0.0444444444444444	0.0666666666666667	0	0.0222222222222222	0.0222222222222222	0	0.0888888888888889	0	0.0444444444444444	0.333333333333333	0.0222222222222222	0	0	0	0	0	0.0888888888888889	0	0.0222222222222222	0	0	0	0	0.0444444444444444	0.0444444444444444	0	0	0	0	0	0	0	0	0	0	0.0222222222222222	0
NS41	0	0	0.0178571428571429	0.0357142857142857	0.0178571428571429	0	0	0	0.0178571428571429	0.0357142857142857	0.0178571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0178571428571429	0	0	0	0	0	0	0	0	0	0.0357142857142857	0	0	0	0	0	0.142857142857143	0	0	0.232142857142857	0	0	0	0	0	0	0	0	0	0	0	0.0178571428571429	0	0	0.357142857142857	0	0.0178571428571429	0	0.0178571428571429	0	0.0178571428571429	0	0	0	0	0	0
NS7	0	0	0	0	0	0	0.0172413793103448	0.0172413793103448	0	0	0	0	0.103448275862069	0	0.0344827586206897	0.0172413793103448	0.0172413793103448	0	0	0.0172413793103448	0	0	0	0	0	0.0172413793103448	0	0	0	0	0	0	0	0.0344827586206897	0.0172413793103448	0	0	0	0.0344827586206897	0	0	0.0344827586206897	0.0172413793103448	0.0344827586206897	0.258620689655172	0.0172413793103448	0	0	0.0172413793103448	0	0	0.0172413793103448	0.0689655172413793	0	0.0172413793103448	0.0862068965517241	0	0	0	0.0344827586206897	0.0517241379310345	0	0	0	0	0	0	0	0	0	0	0.0172413793103448
NS86	0.0333333333333333	0	0	0	0	0	0	0.3	0	0	0	0	0.0166666666666667	0	0	0	0	0	0	0.0166666666666667	0.0166666666666667	0	0.0666666666666667	0	0.0333333333333333	0.0166666666666667	0	0.0333333333333333	0.0166666666666667	0	0.0166666666666667	0.05	0	0	0	0.0166666666666667	0	0	0	0.0166666666666667	0	0.0833333333333333	0	0	0.15	0.0166666666666667	0	0	0	0	0	0	0	0	0.0166666666666667	0	0	0	0	0.0166666666666667	0.0166666666666667	0	0	0.0166666666666667	0	0	0.0166666666666667	0	0	0	0.0166666666666667	0
NS72	0	0	0	0	0	0	0.0172413793103448	0.0172413793103448	0	0	0	0	0.137931034482759	0	0.120689655172414	0	0	0	0	0.0689655172413793	0.0517241379310345	0.103448275862069	0.0172413793103448	0	0	0.0172413793103448	0	0	0	0	0	0.0172413793103448	0	0.0344827586206897	0	0	0	0	0.0172413793103448	0	0	0.0172413793103448	0	0	0	0	0.0344827586206897	0.103448275862069	0	0	0	0.0517241379310345	0	0	0	0.103448275862069	0	0	0	0	0	0	0	0	0.0172413793103448	0	0	0	0	0	0.0517241379310345	0
NS58	0.015625	0	0	0	0	0	0	0.140625	0	0	0	0	0	0	0.03125	0	0	0.03125	0	0.125	0.046875	0.109375	0	0	0	0	0	0	0	0	0	0.015625	0	0.015625	0.015625	0	0	0.046875	0.015625	0	0	0.140625	0.015625	0	0	0	0.09375	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046875	0	0	0.0625	0	0	0	0	0.03125	0	0	0
NS13	0	0	0	0	0	0.163934426229508	0	0.0819672131147541	0	0.0655737704918033	0	0.0163934426229508	0	0	0	0	0	0	0.0163934426229508	0.0983606557377049	0.0163934426229508	0.163934426229508	0	0.0491803278688525	0	0	0	0	0	0.0163934426229508	0	0	0	0	0	0	0	0.0163934426229508	0.0819672131147541	0	0.0327868852459016	0.0163934426229508	0	0	0.0163934426229508	0	0.0983606557377049	0	0	0	0	0.0327868852459016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0163934426229508	0	0	0	0
NS21	0	0	0	0	0	0	0	0.0535714285714286	0	0.0714285714285714	0	0.0357142857142857	0	0	0	0	0.0178571428571429	0	0	0	0	0.0178571428571429	0	0	0.0178571428571429	0	0.0178571428571429	0	0	0	0	0.0357142857142857	0	0	0	0	0.0357142857142857	0	0.0178571428571429	0	0	0	0	0	0.214285714285714	0	0	0	0	0	0	0.0357142857142857	0.0178571428571429	0	0	0	0	0	0.196428571428571	0	0	0.0535714285714286	0	0.0892857142857143	0.0714285714285714	0	0	0	0	0	0	0
NS81	0	0	0	0	0	0	0	0.0338983050847458	0	0	0	0	0.0338983050847458	0	0	0	0.0338983050847458	0	0.0169491525423729	0.0169491525423729	0.0169491525423729	0.0847457627118644	0.0169491525423729	0	0.135593220338983	0.0169491525423729	0	0.0169491525423729	0	0	0	0	0	0	0	0	0.0169491525423729	0	0.0508474576271186	0	0	0.186440677966102	0	0	0.0169491525423729	0.0169491525423729	0.0169491525423729	0	0	0	0	0.0169491525423729	0.0508474576271186	0.0169491525423729	0	0	0	0	0	0	0.0338983050847458	0	0	0	0	0	0.101694915254237	0	0.0169491525423729	0	0	0.0338983050847458
NS29	0	0	0	0	0	0	0	0	0	0	0	0.0222222222222222	0.0444444444444444	0	0.0444444444444444	0	0.0666666666666667	0	0	0	0	0.155555555555556	0	0	0	0.0222222222222222	0	0	0	0	0	0	0	0	0	0	0.0222222222222222	0	0	0	0	0	0	0	0.133333333333333	0	0	0	0	0	0	0.0444444444444444	0	0	0	0	0	0	0	0	0.0222222222222222	0.0666666666666667	0	0	0	0	0.288888888888889	0.0222222222222222	0.0222222222222222	0.0222222222222222	0	0
NS67	0	0.02	0	0	0	0.02	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0.02	0.02	0.02	0	0	0	0	0.24	0	0.02	0	0	0	0	0	0.04	0	0	0.12	0	0	0	0.06	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0.08	0	0	0.12	0.02	0	0
NS30	0	0	0	0	0	0	0	0.0357142857142857	0	0	0	0	0.0892857142857143	0	0	0	0	0	0	0.0357142857142857	0	0.160714285714286	0	0	0	0	0	0	0	0	0.0178571428571429	0	0	0	0	0	0	0	0.0535714285714286	0	0	0.142857142857143	0	0	0.0714285714285714	0.0357142857142857	0.0535714285714286	0	0	0	0	0	0.0357142857142857	0	0	0	0	0	0	0	0.0178571428571429	0.0535714285714286	0	0.0535714285714286	0.0178571428571429	0	0	0.0357142857142857	0.0892857142857143	0	0	0
NS51	0.0181818181818182	0	0	0	0	0	0.0545454545454545	0.0363636363636364	0	0	0	0	0.109090909090909	0	0	0.0727272727272727	0.0363636363636364	0	0.0181818181818182	0	0	0.109090909090909	0	0	0.0545454545454545	0	0	0	0	0	0	0.0181818181818182	0	0	0	0	0	0.0181818181818182	0	0	0.0181818181818182	0.109090909090909	0	0	0.109090909090909	0.0181818181818182	0.0363636363636364	0	0.0181818181818182	0	0	0.0181818181818182	0	0	0	0	0	0	0.0181818181818182	0	0.0363636363636364	0	0	0	0	0	0.0545454545454545	0	0.0181818181818182	0	0	0
NS55	0	0	0	0	0	0	0	0.0483870967741935	0	0	0	0	0	0	0.0161290322580645	0	0	0	0.032258064516129	0.0161290322580645	0	0.0967741935483871	0	0	0.032258064516129	0	0	0	0.0161290322580645	0	0	0.0161290322580645	0.0161290322580645	0.0161290322580645	0	0	0	0	0	0	0	0.370967741935484	0.0483870967741935	0	0.0483870967741935	0	0.0161290322580645	0	0	0	0	0	0	0.0161290322580645	0	0	0	0	0	0	0	0	0	0.0483870967741935	0	0	0.112903225806452	0	0.032258064516129	0	0	0
NS70	0	0	0	0	0	0.0161290322580645	0	0.032258064516129	0	0	0	0	0	0	0	0	0.0161290322580645	0.0161290322580645	0	0.0483870967741935	0.032258064516129	0.0161290322580645	0	0	0.0161290322580645	0	0	0	0	0	0	0	0.0161290322580645	0.0161290322580645	0.0161290322580645	0	0	0.032258064516129	0.0161290322580645	0	0.0161290322580645	0.241935483870968	0.0161290322580645	0	0.129032258064516	0	0.0483870967741935	0	0.112903225806452	0	0	0	0	0	0.0161290322580645	0	0	0	0	0.129032258064516	0	0	0	0	0	0	0	0	0	0	0	0
NS77	0	0	0	0.0238095238095238	0.0238095238095238	0	0.0238095238095238	0	0	0	0.0238095238095238	0	0	0	0	0.0238095238095238	0	0	0	0	0	0	0	0	0.0238095238095238	0	0.0238095238095238	0	0.0238095238095238	0	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0.0238095238095238	0.0238095238095238	0.0952380952380952	0	0	0	0	0	0.0238095238095238	0	0.0238095238095238	0	0.0238095238095238	0	0	0	0.19047619047619	0.166666666666667	0	0	0.0238095238095238	0	0.0714285714285714	0	0	0	0.0952380952380952	0	0	0
NS6	0	0	0.0576923076923077	0.0192307692307692	0	0	0	0.0192307692307692	0	0.0384615384615385	0	0.0192307692307692	0	0	0	0	0	0	0	0	0	0.0192307692307692	0	0	0	0	0	0	0	0	0	0	0	0.0192307692307692	0.0192307692307692	0	0	0.0192307692307692	0.0576923076923077	0	0.0192307692307692	0.153846153846154	0	0	0.211538461538462	0	0.0384615384615385	0	0	0	0	0	0	0	0.0384615384615385	0	0.0192307692307692	0	0.153846153846154	0	0	0	0	0.0384615384615385	0	0	0	0	0	0.0192307692307692	0.0192307692307692	0
NS40	0	0	0	0	0	0	0.0357142857142857	0.0357142857142857	0	0	0	0	0.0178571428571429	0.0357142857142857	0.0535714285714286	0	0	0	0	0	0	0.0178571428571429	0	0	0.0535714285714286	0.0357142857142857	0	0	0	0	0	0.0714285714285714	0	0	0	0	0	0.107142857142857	0.0892857142857143	0	0	0.0357142857142857	0	0	0.0714285714285714	0.0178571428571429	0	0.25	0	0	0	0	0	0	0	0	0	0	0.0178571428571429	0.0357142857142857	0	0.0178571428571429	0	0	0	0	0	0	0	0	0	0
NS27	0	0	0	0	0.0163934426229508	0	0.0491803278688525	0.0327868852459016	0	0.0655737704918033	0	0.0327868852459016	0.229508196721311	0	0	0	0.0163934426229508	0.0163934426229508	0.0327868852459016	0.0163934426229508	0	0.0163934426229508	0	0.0163934426229508	0	0	0	0.0163934426229508	0	0	0	0.114754098360656	0	0	0	0	0	0	0.0163934426229508	0.0163934426229508	0	0.0491803278688525	0	0	0.0983606557377049	0	0.0327868852459016	0	0	0	0	0.0163934426229508	0	0	0	0	0	0	0.0327868852459016	0	0.0163934426229508	0	0	0.0163934426229508	0	0.0163934426229508	0	0	0	0	0.0163934426229508	0
NS79	0	0	0	0.0169491525423729	0.0169491525423729	0.0508474576271186	0	0.0677966101694915	0	0.0169491525423729	0	0	0.0508474576271186	0	0.0508474576271186	0.0169491525423729	0.0338983050847458	0	0	0.101694915254237	0	0.0847457627118644	0	0	0.0169491525423729	0	0.0169491525423729	0.0169491525423729	0.0169491525423729	0	0	0.0338983050847458	0	0.0169491525423729	0	0	0	0	0.0169491525423729	0	0	0.0169491525423729	0	0	0.11864406779661	0	0.0338983050847458	0	0.0338983050847458	0	0	0.0169491525423729	0	0	0.0338983050847458	0	0	0	0	0	0	0	0	0	0.0169491525423729	0.0338983050847458	0.0508474576271186	0	0	0	0	0
NS10	0	0	0	0	0	0.0178571428571429	0	0.0535714285714286	0	0	0	0	0.0357142857142857	0	0.125	0	0.0178571428571429	0	0	0.0178571428571429	0	0.0714285714285714	0	0	0	0	0	0	0	0	0	0.0178571428571429	0	0.0357142857142857	0.0892857142857143	0	0.0178571428571429	0.0178571428571429	0.0357142857142857	0	0.0714285714285714	0.0357142857142857	0	0	0.0535714285714286	0	0.0535714285714286	0	0.0714285714285714	0	0	0	0	0	0.0535714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0714285714285714	0.0178571428571429	0	0.0178571428571429
NS25	0.0204081632653061	0	0	0	0	0	0	0.0204081632653061	0	0	0.0204081632653061	0.0816326530612245	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0408163265306122	0	0	0	0	0	0.0612244897959184	0	0	0.0408163265306122	0	0	0	0	0	0	0.0204081632653061	0	0	0.36734693877551	0	0	0	0	0	0	0.0612244897959184	0	0	0	0	0	0.0204081632653061	0.244897959183673	0	0	0	0	0	0	0	0	0	0	0	0	0
NS36	0	0.307692307692308	0.0512820512820513	0	0	0	0	0	0.0512820512820513	0.0256410256410256	0	0	0	0	0	0	0.0256410256410256	0	0	0	0	0.0256410256410256	0	0	0.128205128205128	0	0	0	0	0	0	0.0256410256410256	0.0256410256410256	0	0	0	0	0	0	0	0	0	0.0256410256410256	0	0	0	0.0256410256410256	0	0	0	0	0.0256410256410256	0.0256410256410256	0	0	0	0	0.0512820512820513	0.0512820512820513	0	0	0	0	0	0	0.0256410256410256	0.102564102564103	0	0	0	0	0
NS4	0	0	0	0	0	0	0	0.128205128205128	0	0.0256410256410256	0.0769230769230769	0	0.0769230769230769	0	0	0	0	0	0	0	0	0	0	0	0	0.0256410256410256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153846153846154	0	0	0.17948717948718	0	0	0	0	0	0	0.0256410256410256	0	0	0	0	0	0	0.153846153846154	0	0	0.102564102564103	0.0256410256410256	0	0.0256410256410256	0	0	0	0	0	0	0
NS78	0	0	0	0	0	0.0256410256410256	0	0.0512820512820513	0	0	0	0	0.0256410256410256	0.0769230769230769	0	0	0	0	0.0256410256410256	0.0769230769230769	0	0.0256410256410256	0	0.0256410256410256	0.0256410256410256	0	0.0256410256410256	0.0512820512820513	0	0	0	0.0769230769230769	0	0	0	0.0512820512820513	0	0	0	0	0.0256410256410256	0.102564102564103	0	0	0.0256410256410256	0.0256410256410256	0.0512820512820513	0.0256410256410256	0	0.0256410256410256	0	0	0	0	0.0256410256410256	0	0	0	0	0	0	0	0.0256410256410256	0	0.0256410256410256	0	0	0	0.0256410256410256	0	0.0256410256410256	0.0256410256410256
