feature	Agathobaculum.butyriciproducens	Akkermansia.muciniphila	Alistipes.finegoldii	Alistipes.putredinis	Alistipes.shahii	Anaerobutyricum.hallii	Anaerobutyricum.soehngenii	Anaerostipes.hadrus	Bacteroides.caccae	Bacteroides.ovatus	Bacteroides.stercoris	Bacteroides.uniformis	Bifidobacterium.adolescentis	Bifidobacterium.angulatum	Bifidobacterium.bifidum	Bifidobacterium.catenulatum	Bifidobacterium.longum	Bifidobacterium.pseudocatenulatum	Blautia.faecis	Blautia.massiliensis	Blautia.obeum	Blautia.wexlerae	Catenibacterium.SGB4425	Catenibacterium.tridentinum	Cibionibacter.quicibialis	Clostridiaceae.bacterium	Clostridiaceae.bacterium.AF18.31LB	Clostridiales.bacterium.KLE1615	Clostridium.fessum	Clostridium.sp.AF34.10BH	Clostridium.sp.AM22.11AC	Collinsella.SGB14861	Collinsella.SGB4121	Collinsella.aerofaciens	Coprococcus.comes	Coprococcus.eutactus	Dialister.invisus	Dorea.formicigenerans	Dorea.longicatena	Eubacterium.SGB6276	Eubacterium.ramulus	Eubacterium.rectale	Faecalibacillus.intestinalis	Faecalibacterium.SGB15346	Faecalibacterium.prausnitzii	Firmicutes.bacterium.AF16.15	Fusicatenibacter.saccharivorans	GGB3304.SGB4367	GGB51647.SGB4348	GGB80011.SGB15265	GGB9760.SGB15373	Gemmiger.formicilis	Intestinibacter.bartlettii	Lachnospiraceae.bacterium.Marseille.Q4251	Lacrimispora.celerecrescens	Ligilactobacillus.ruminis	Parabacteroides.merdae	Phascolarctobacterium.faecium	Phocaeicola.vulgatus	Prevotella.copri.clade	Romboutsia.timonensis	Roseburia.faecis	Roseburia.hominis	Roseburia.intestinalis	Roseburia.inulinivorans	Ruminococcus.bicirculans	Ruminococcus.bromii	Ruminococcus.gnavus	Ruminococcus.torques	Ruthenibacterium.lactatiformans	Streptococcus.salivarius	Streptococcus.thermophilus
NS39	0	0	0	0.149628909359517	0	0	0	0	0	0.149628909359517	0	0.149628909359517	0	0	0	0	0	0	0	0.149628909359517	0	0.149628909359517	0	0	0.149628909359517	0	0	0	0	0	0	0	0	0	0	0.212412213739444	0.261157410903024	0	0.149628909359517	0.149628909359517	0	0.302745951623004	0	0.212412213739444	0.615479708670387	0.149628909359517	0	0	0	0	0	0.302745951623004	0	0.149628909359517	0	0	0	0	0.212412213739444	0.212412213739444	0	0	0	0	0	0	0	0	0	0	0.149628909359517	0
NS41	0	0	0.134031561411219	0.190125603346467	0.134031561411219	0	0	0	0.134031561411219	0.190125603346467	0.134031561411219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134031561411219	0	0	0	0	0	0	0	0	0	0.190125603346467	0	0	0	0	0	0.387596686655181	0	0	0.502721448278782	0	0	0	0	0	0	0	0	0	0	0	0.134031561411219	0	0	0.640522312679424	0	0.134031561411219	0	0.134031561411219	0	0.134031561411219	0	0	0	0	0	0
NS7	0	0	0	0	0	0	0.131686708058416	0.131686708058416	0	0	0	0	0.327454426146225	0	0.186779461081594	0.131686708058416	0.131686708058416	0	0	0.131686708058416	0	0	0	0	0	0.131686708058416	0	0	0	0	0	0	0	0.186779461081594	0.131686708058416	0	0	0	0.186779461081594	0	0	0.186779461081594	0.131686708058416	0.186779461081594	0.533497171209915	0.131686708058416	0	0	0.131686708058416	0	0	0.131686708058416	0.265729118969425	0	0.131686708058416	0.298001219593757	0	0	0	0.186779461081594	0.229437102507055	0	0	0	0	0	0	0	0	0	0	0.131686708058416
NS86	0.183604010278919	0	0	0	0	0	0	0.579639740363704	0	0	0	0	0.129460771003111	0	0	0	0	0	0	0.129460771003111	0.129460771003111	0	0.261157410903024	0	0.183604010278919	0.129460771003111	0	0.183604010278919	0.129460771003111	0	0.129460771003111	0.225513405898131	0	0	0	0.129460771003111	0	0	0	0.129460771003111	0	0.292842771728575	0	0	0.397699415092072	0.129460771003111	0	0	0	0	0	0	0	0	0.129460771003111	0	0	0	0	0.129460771003111	0.129460771003111	0	0	0.129460771003111	0	0	0.129460771003111	0	0	0	0.129460771003111	0
NS72	0	0	0	0	0	0	0.131686708058416	0.131686708058416	0	0	0	0	0.380506377112365	0	0.354801426767521	0	0	0	0	0.265729118969425	0.229437102507055	0.327454426146225	0.131686708058416	0	0	0.131686708058416	0	0	0	0	0	0.131686708058416	0	0.186779461081594	0	0	0	0	0.131686708058416	0	0	0.131686708058416	0	0	0	0	0.186779461081594	0.327454426146225	0	0	0	0.229437102507055	0	0	0	0.327454426146225	0	0	0	0	0	0	0	0	0.131686708058416	0	0	0	0	0	0.229437102507055	0
NS58	0.125327831168065	0	0	0	0	0	0	0.384396774495639	0	0	0	0	0	0	0.177710600845112	0	0	0.177710600845112	0	0.361367123906708	0.21823451436746	0.337065253333658	0	0	0	0	0	0	0	0	0	0.125327831168065	0	0.125327831168065	0.125327831168065	0	0	0.21823451436746	0.125327831168065	0	0	0.384396774495639	0.125327831168065	0	0	0	0.31118424427751	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21823451436746	0	0	0.252680255142079	0	0	0	0	0.177710600845112	0	0	0
NS13	0	0	0	0	0	0.416856518642627	0	0.290362079855635	0	0.258958336947774	0	0.128389313635482	0	0	0	0	0	0	0.128389313635482	0.319008273429944	0.128389313635482	0.416856518642627	0	0.223625586129384	0	0	0	0	0	0.128389313635482	0	0	0	0	0	0	0	0.128389313635482	0.290362079855635	0	0.182075843827065	0.128389313635482	0	0	0.128389313635482	0	0.319008273429944	0	0	0	0	0.182075843827065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128389313635482	0	0	0	0
NS21	0	0	0	0	0	0	0	0.233573055504418	0	0.270549762978573	0	0.190125603346467	0	0	0	0	0.134031561411219	0	0	0	0	0.134031561411219	0	0	0.134031561411219	0	0.134031561411219	0	0	0	0	0.190125603346467	0	0	0	0	0.190125603346467	0	0.134031561411219	0	0	0	0	0	0.481275373942343	0	0	0	0	0	0	0.190125603346467	0.134031561411219	0	0	0	0	0	0.45916821473841	0	0	0.233573055504418	0	0.303442455338348	0.270549762978573	0	0	0	0	0	0	0
NS81	0	0	0	0	0	0	0	0.185171316045857	0	0	0	0	0.185171316045857	0	0	0	0.185171316045857	0	0.130559509885021	0.130559509885021	0.130559509885021	0.295388195893092	0.130559509885021	0	0.377104368052766	0.130559509885021	0	0.130559509885021	0	0	0	0	0	0	0	0	0.130559509885021	0	0.227449869328151	0	0	0.446473899410883	0	0	0.130559509885021	0.130559509885021	0.130559509885021	0	0	0	0	0.130559509885021	0.227449869328151	0.130559509885021	0	0	0	0	0	0	0.185171316045857	0	0	0	0	0	0.324564867563672	0	0.130559509885021	0	0	0.185171316045857
NS29	0	0	0	0	0	0	0	0	0	0	0	0.149628909359517	0.212412213739444	0	0.212412213739444	0	0.261157410903024	0	0	0	0	0.405420620564526	0	0	0	0.149628909359517	0	0	0	0	0	0	0	0	0	0	0.149628909359517	0	0	0	0	0	0	0	0.37379217483451	0	0	0	0	0	0	0.212412213739444	0	0	0	0	0	0	0	0	0.149628909359517	0.261157410903024	0	0	0	0	0.567450475278837	0.149628909359517	0.149628909359517	0.149628909359517	0	0
NS67	0	0.141897054604164	0	0	0	0.141897054604164	0	0	0	0	0	0	0.353741605889672	0	0	0	0	0	0	0	0	0	0	0	0.141897054604164	0	0	0.141897054604164	0	0.141897054604164	0.141897054604164	0.141897054604164	0	0	0	0	0.511972688049476	0	0.141897054604164	0	0	0	0	0	0.201357920790331	0	0	0.353741605889672	0	0	0	0.247467063170448	0	0	0	0.201357920790331	0	0	0	0	0	0	0	0	0	0.286756552211548	0	0	0.353741605889672	0.141897054604164	0	0
NS30	0	0	0	0	0	0	0	0.190125603346467	0	0	0	0	0.303442455338348	0	0	0	0	0	0	0.190125603346467	0	0.412490155113477	0	0	0	0	0	0	0	0	0.134031561411219	0	0	0	0	0	0	0	0.233573055504418	0	0	0.387596686655181	0	0	0.270549762978573	0.190125603346467	0.233573055504418	0	0	0	0	0	0.190125603346467	0	0	0	0	0	0	0	0.134031561411219	0.233573055504418	0	0.233573055504418	0.134031561411219	0	0	0.190125603346467	0.303442455338348	0	0	0
NS51	0.135251958244656	0	0	0	0	0	0.235726734049397	0.191867561485691	0	0	0	0	0.336609879034986	0	0	0.273060646698387	0.191867561485691	0	0.135251958244656	0	0	0.336609879034986	0	0	0.235726734049397	0	0	0	0	0	0	0.135251958244656	0	0	0	0	0	0.135251958244656	0	0	0.135251958244656	0.336609879034986	0	0	0.336609879034986	0.135251958244656	0.191867561485691	0	0.135251958244656	0	0	0.135251958244656	0	0	0	0	0	0	0.135251958244656	0	0.191867561485691	0	0	0	0	0	0.235726734049397	0	0.135251958244656	0	0	0
NS55	0	0	0	0	0	0	0	0.221784406557887	0	0	0	0	0	0	0.127344027134682	0	0	0	0.180585214190698	0.127344027134682	0	0.316335000509266	0	0	0.180585214190698	0	0	0	0.127344027134682	0	0	0.127344027134682	0.127344027134682	0.127344027134682	0	0	0	0	0	0	0	0.654889001608065	0.221784406557887	0	0.221784406557887	0	0.127344027134682	0	0	0	0	0	0	0.127344027134682	0	0	0	0	0	0	0	0	0	0.221784406557887	0	0	0.34267817224467	0	0.180585214190698	0	0	0
NS70	0	0	0	0	0	0.127344027134682	0	0.180585214190698	0	0	0	0	0	0	0	0	0.127344027134682	0.127344027134682	0	0.221784406557887	0.180585214190698	0.127344027134682	0	0	0.127344027134682	0	0	0	0	0	0	0	0.127344027134682	0.127344027134682	0.127344027134682	0	0	0.180585214190698	0.127344027134682	0	0.127344027134682	0.514235512010024	0.127344027134682	0	0.367421904619802	0	0.221784406557887	0	0.34267817224467	0	0	0	0	0	0.127344027134682	0	0	0	0	0.367421904619802	0	0	0	0	0	0	0	0	0	0	0	0
NS77	0	0	0	0.154922319870813	0.154922319870813	0	0.154922319870813	0	0	0	0.154922319870813	0	0	0	0	0.154922319870813	0	0	0	0	0	0	0	0	0.154922319870813	0	0.154922319870813	0	0.154922319870813	0	0	0	0	0	0	0	0	0	0	0	0	0.219987977395459	0.154922319870813	0.154922319870813	0.313727886461595	0	0	0	0	0	0.154922319870813	0	0.154922319870813	0	0.154922319870813	0	0	0	0.451633441079532	0.420534335283965	0	0	0.154922319870813	0	0.270549762978573	0	0	0	0.313727886461595	0	0	0
NS6	0	0	0.242563874095485	0.139123411367399	0	0	0	0.139123411367399	0	0.197395559849881	0	0.139123411367399	0	0	0	0	0	0	0	0	0	0.139123411367399	0	0	0	0	0	0	0	0	0	0	0	0.139123411367399	0.139123411367399	0	0	0.139123411367399	0.242563874095485	0	0.139123411367399	0.403057074466113	0	0	0.477919861470025	0	0.197395559849881	0	0	0	0	0	0	0	0.197395559849881	0	0.139123411367399	0	0.403057074466113	0	0	0	0	0.197395559849881	0	0	0	0	0	0.139123411367399	0.139123411367399	0
NS40	0	0	0	0	0	0	0.190125603346467	0.190125603346467	0	0	0	0	0.134031561411219	0.190125603346467	0.233573055504418	0	0	0	0	0	0	0.134031561411219	0	0	0.233573055504418	0.190125603346467	0	0	0	0	0	0.270549762978573	0	0	0	0	0	0.333473172251832	0.303442455338348	0	0	0.190125603346467	0	0	0.270549762978573	0.134031561411219	0	0.523598775598299	0	0	0	0	0	0	0	0	0	0	0.134031561411219	0.190125603346467	0	0.134031561411219	0	0	0	0	0	0	0	0	0	0
NS27	0	0	0	0	0.128389313635482	0	0.223625586129384	0.182075843827065	0	0.258958336947774	0	0.182075843827065	0.499595067469261	0	0	0	0.128389313635482	0.128389313635482	0.182075843827065	0.128389313635482	0	0.128389313635482	0	0.128389313635482	0	0	0	0.128389313635482	0	0	0	0.345592008850022	0	0	0	0	0	0	0.128389313635482	0.128389313635482	0	0.223625586129384	0	0	0.319008273429944	0	0.182075843827065	0	0	0	0	0.128389313635482	0	0	0	0	0	0	0.182075843827065	0	0.128389313635482	0	0	0.128389313635482	0	0.128389313635482	0	0	0	0	0.128389313635482	0
NS79	0	0	0	0.130559509885021	0.130559509885021	0.227449869328151	0	0.263413502105518	0	0.130559509885021	0	0	0.227449869328151	0	0.227449869328151	0.130559509885021	0.185171316045857	0	0	0.324564867563672	0	0.295388195893092	0	0	0.130559509885021	0	0.130559509885021	0.130559509885021	0.130559509885021	0	0	0.185171316045857	0	0.130559509885021	0	0	0	0	0.130559509885021	0	0	0.130559509885021	0	0	0.35165018848925	0	0.185171316045857	0	0.185171316045857	0	0	0.130559509885021	0	0	0.185171316045857	0	0	0	0	0	0	0	0	0	0.130559509885021	0.185171316045857	0.227449869328151	0	0	0	0	0
NS10	0	0	0	0	0	0.134031561411219	0	0.233573055504418	0	0	0	0	0.190125603346467	0	0.361367123906708	0	0.134031561411219	0	0	0.134031561411219	0	0.270549762978573	0	0	0	0	0	0	0	0	0	0.134031561411219	0	0.190125603346467	0.303442455338348	0	0.134031561411219	0.134031561411219	0.190125603346467	0	0.270549762978573	0.190125603346467	0	0	0.233573055504418	0	0.233573055504418	0	0.270549762978573	0	0	0	0	0	0.233573055504418	0	0	0	0	0	0	0	0	0	0	0	0	0	0.270549762978573	0.134031561411219	0	0.134031561411219
NS25	0.143347568905365	0	0	0	0	0	0	0.143347568905365	0	0	0.143347568905365	0.289751701436047	0	0	0	0	0	0	0	0	0	0	0	0	0	0.203430740271083	0	0	0	0	0	0.250032893098804	0	0	0.203430740271083	0	0	0	0	0	0	0.143347568905365	0	0	0.651137459010189	0	0	0	0	0	0	0.250032893098804	0	0	0	0	0	0.143347568905365	0.51768713185845	0	0	0	0	0	0	0	0	0	0	0	0	0
NS36	0	0.588002603547568	0.228437001766331	0	0	0	0	0	0.228437001766331	0.160820480674465	0	0	0	0	0	0	0.160820480674465	0	0	0	0	0.160820480674465	0	0	0.36618656020528	0	0	0	0	0	0	0.160820480674465	0.160820480674465	0	0	0	0	0	0	0	0	0	0.160820480674465	0	0	0	0.160820480674465	0	0	0	0	0.160820480674465	0.160820480674465	0	0	0	0	0.228437001766331	0.228437001766331	0	0	0	0	0	0	0.160820480674465	0.32600003255365	0	0	0	0	0
NS4	0	0	0	0	0	0	0	0.36618656020528	0	0.160820480674465	0.281034901502814	0	0.281034901502814	0	0	0	0	0	0	0	0	0	0	0	0	0.160820480674465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.403057074466113	0	0	0.437481249718776	0	0	0	0	0	0	0.160820480674465	0	0	0	0	0	0	0.403057074466113	0	0	0.32600003255365	0.160820480674465	0	0.160820480674465	0	0	0	0	0	0	0
NS78	0	0	0	0	0	0.160820480674465	0	0.228437001766331	0	0	0	0	0.160820480674465	0.281034901502814	0	0	0	0	0.160820480674465	0.281034901502814	0	0.160820480674465	0	0.160820480674465	0.160820480674465	0	0.160820480674465	0.228437001766331	0	0	0	0.281034901502814	0	0	0	0.228437001766331	0	0	0	0	0.160820480674465	0.32600003255365	0	0	0.160820480674465	0.160820480674465	0.228437001766331	0.160820480674465	0	0.160820480674465	0	0	0	0	0.160820480674465	0	0	0	0	0	0	0	0.160820480674465	0	0.160820480674465	0	0	0	0.160820480674465	0	0.160820480674465	0.160820480674465
