feature	Abiotrophia.defectiva	Acidaminococcus.intestini	Acinetobacter.junii	Actinomyces.naeslundii	Actinomyces.oris	Actinomyces.pacaensis	Actinomyces.sp..HMT.175	Actinomyces.sp..oral.taxon.169	Actinomyces.sp..oral.taxon.171	Actinomyces.sp..oral.taxon.414	Actinomyces.sp..oral.taxon.897	Acutalibacter.muris	Adlercreutzia.equolifaciens	Adlercreutzia.hattorii	Aggregatibacter.aphrophilus	Akkermansia.muciniphila	Alistipes.communis	Alistipes.dispar	Alistipes.finegoldii	Alistipes.indistinctus	Alistipes.megaguti	Alistipes.onderdonkii	Alistipes.senegalensis	Alistipes.shahii	Alistipes.sp..dk3624	Alkalihalobacillus.clausii	Amedibacterium.intestinale	Aminipila.luticellarii	Anaerobutyricum.hallii	Anaerococcus.mediterraneensis	Anaerococcus.obesiensis	Anaerococcus.vaginalis	Anaerostipes.caccae	Anaerostipes.hadrus	Anaerostipes.rhamnosivorans	Anaerotignum.propionicum	Arachnia.propionica	Arachnia.rubra	Bacillus.paralicheniformis	Bacteroides.caccae	Bacteroides.caecimuris	Bacteroides.cellulosilyticus	Bacteroides.eggerthii	Bacteroides.faecis	Bacteroides.fragilis	Bacteroides.helcogenes	Bacteroides.heparinolyticus	Bacteroides.intestinalis	Bacteroides.luhongzhouii	Bacteroides.nordii	Bacteroides.ovatus	Bacteroides.salyersiae	Bacteroides.sp..A1C1	Bacteroides.sp..CACC.737	Bacteroides.sp..CBA7301	Bacteroides.sp..HF.162	Bacteroides.sp..KGMB07931	Bacteroides.sp..KGMB10229	Bacteroides.sp..M10	Bacteroides.sp..ZJ.18	Bacteroides.stercoris	Bacteroides.thetaiotaomicron	Bacteroides.uniformis	Bacteroides.xylanisolvens	Bacteroides.zhangwenhongi	Bacteroides.zoogleoformans	Barnesiella.viscericola	Berryella.intestinalis	Bifidobacterium.adolescentis	Bifidobacterium.angulatum	Bifidobacterium.animalis	Bifidobacterium.bifidum	Bifidobacterium.breve	Bifidobacterium.catenulatum	Bifidobacterium.dentium	Bifidobacterium.longum	Bifidobacterium.pseudocatenulatum	Bifidobacterium.pullorum	Bifidobacterium.scardovii	Bifidobacterium.subtile	Bifidobacterium.thermophilum	Blautia.argi	Blautia.hansenii	Blautia.liquoris	Blautia.massiliensis	Blautia.obeum	Blautia.producta	Blautia.pseudococcoides	Blautia.sp..NBRC.113351	Blautia.sp..SC05B48	Bradyrhizobium.betae	Bradyrhizobium.sp..BTAi1	Butyricicoccus.sp..GAM44	Butyricimonas.faecalis	Butyricimonas.virosa	Butyrivibrio.fibrisolvens	Butyrivibrio.proteoclasticus	Campylobacter.coli	Campylobacter.concisus	Campylobacter.hominis	Campylobacter.jejuni	Campylobacter.rectus	Campylobacter.ureolyticus	Carnobacterium.divergens	Christensenella.minuta	Christensenella.sp..Marseille.P3954	Cloacibacillus.porcorum	Cloacibacterium.caeni	Clostridioides.difficile	Clostridium.bornimense	Clostridium.cadaveris	Clostridium.chauvoei	Clostridium.perfringens	Clostridium.septicum	Clostridium.sp..C1	Clostridium.sp..M62.1	Clostridium.sp..SY8519	Collinsella.aerofaciens	Collinsella.stercoris	Coprobacter.secundus	Coprococcus.catus	Coprococcus.comes	Coprococcus.eutactus	Coprococcus.sp..ART55.1	Corynebacterium.matruchotii	Corynebacterium.propinquum	Corynebacterium.segmentosum	Cruoricaptor.ignavus	Cutibacterium.acnes	Cytobacillus.kochii	Desulfovibrio.fairfieldensis	Desulfovibrio.piger	Dialister.hominis	Dialister.massiliensis	Dialister.pneumosintes	Dolosigranulum.pigrum	Duncaniella.dubosii	Dysosmobacter.sp..Marseille.Q4140	Dysosmobacter.welbionis	Eggerthella.guodeyinii	Eggerthella.lenta	Eggerthella.sp..YY7918	Enterocloster.bolteae	Enterocloster.clostridioformis	Enterococcus.cecorum	Enterococcus.faecalis	Enterococcus.faecium	Erysipelatoclostridium.ramosum	Escherichia.coli	Eubacterium.callanderi	Eubacterium.limosum	Eubacterium.maltosivorans	Eubacterium.sp..NSJ.61	Eubacterium.sp..c.25	Ezakiella.massiliensis	Faecalibacillus.intestinalis	Faecalibacterium.prausnitzii	Faecalibaculum.rodentium	Faecalicatena.sp..Marseille.Q4148	Faecalitalea.cylindroides	Fannyhessea.vaginae	Fastidiosipila.sanguinis	Filifactor.alocis	Finegoldia.magna	Flavonifractor.plautii	Flintibacter.sp..KGMB00164	Fusobacterium.nucleatum	Fusobacterium.pseudoperiodonticum	Gardnerella.vaginalis	Gemella.haemolysans	Gemella.morbillorum	Gemella.sanguinis	Gemella.sp..oral.taxon.928	Gordonibacter.pamelaeae	Gordonibacter.urolithinfaciens	Granulicatella.adiacens	Granulicatella.elegans	Haemophilus.influenzae	Haemophilus.parainfluenzae	Helcococcus.kunzii	Hungatella.hathewayi	Intestinibaculum.porci	Intestinimonas.butyriciproducens	Jeotgalibaca.arthritidis	Klebsiella.pneumoniae	Komagataeibacter.oboediens	Lachnoanaerobaculum.umeaense	Lachnoclostridium.phocaeense	Lachnoclostridium.sp..YL32	Lachnospira.eligens	Lacrimispora.saccharolytica	Lacticaseibacillus.paracasei	Lacticaseibacillus.rhamnosus	Lactiplantibacillus.plantarum	Lactobacillus.acetotolerans	Lactobacillus.acidophilus	Lactobacillus.crispatus	Lactobacillus.delbrueckii	Lactobacillus.gasseri	Lactobacillus.iners	Lactococcus.cremoris	Lactococcus.garvieae	Lactococcus.lactis	Lactococcus.raffinolactis	Lancefieldella.parvula	Latilactobacillus.curvatus	Latilactobacillus.sakei	Lautropia.mirabilis	Lawsonella.clevelandensis	Leuconostoc.carnosum	Leuconostoc.citreum	Leuconostoc.gelidum	Leuconostoc.mesenteroides	Ligilactobacillus.agilis	Ligilactobacillus.animalis	Ligilactobacillus.ruminis	Ligilactobacillus.salivarius	Limosilactobacillus.fermentum	Limosilactobacillus.mucosae	Limosilactobacillus.reuteri	Longibaculum.sp..KGMB06250	Longicatena.caecimuris	Mageeibacillus.indolicus	Massilistercora.timonensis	Megamonas.funiformis	Megasphaera.elsdenii	Megasphaera.massiliensis	Mesorhizobium.terrae	Methylobacterium.sp..DM1	Methylorubrum.extorquens	Minimicrobia.vallesae	Mobiluncus.curtisii	Mogibacterium.diversum	Mogibacterium.pumilum	Monoglobus.pectinilyticus	Murdochiella.vaginalis	Nanosynbacter.featherlites	Nanosynbacter.lyticus	Nanosynbacter.sp..HMT352	Ndongobacter.massiliensis	Neisseria.polysaccharea	Niallia.circulans	Novisyntrophococcus.fermenticellae	Odoribacter.splanchnicus	Olsenella.sp..GAM18	Olsenella.sp..oral.taxon.807	Oscillibacter.sp..NSJ.62	Oscillibacter.sp..PEA192	Paeniclostridium.sordellii	Pandoraea.pnomenusa	Parabacteroides.distasonis	Parabacteroides.goldsteinii	Parabacteroides.johnsonii	Parabacteroides.merdae	Parabacteroides.sp..CT06	Paraprevotella.xylaniphila	Parolsenella.catena	Parolsenella.massiliensis	Parvimonas.micra	Pauljensenia.hongkongensis	Peptacetobacter.hiranonis	Peptoniphilus.harei	Phascolarctobacterium.faecium	Phascolarctobacterium.sp..Marseille.Q4147	Phocaeicola.coprophilus	Phocaeicola.dorei	Phocaeicola.salanitronis	Phocaeicola.vulgatus	Phoenicibacter.congonensis	Porphyromonas.asaccharolytica	Porphyromonas.gingivalis	Prevotella.buccalis	Prevotella.copri	Prevotella.dentalis	Prevotella.denticola	Prevotella.histicola	Prevotella.intermedia	Prevotella.jejuni	Prevotella.melaninogenica	Prevotella.nigrescens	Prevotella.scopos	Propionibacterium.acidifaciens	Propionibacterium.freudenreichii	Propionimicrobium.sp..Marseille.P3275	Pseudobutyrivibrio.xylanivorans	Pseudomonas.aeruginosa	Pusillimonas.faecalis	Ralstonia.insidiosa	Ralstonia.mannitolilytica	Ralstonia.pickettii	Ralstonia.solanacearum	Romboutsia.hominis	Romboutsia.ilealis	Romboutsia.sp..CE17	Roseburia.hominis	Roseburia.intestinalis	Rothia.aeria	Rothia.dentocariosa	Rothia.mucilaginosa	Ruminiclostridium.herbifermentans	Ruminococcus.albus	Ruminococcus.bicirculans	Ruminococcus.bovis	Ruminococcus.champanellensis	Ruthenibacterium.lactatiformans	Sarcina.sp..JB2	Schaalia.meyeri	Schaalia.odontolytica	Schaalia.turicensis	Sodaliphilus.pleomorphus	Solibaculum.mannosilyticum	Staphylococcus.aureus	Staphylococcus.epidermidis	Streptobacillus.moniliformis	Streptococcus.acidominimus	Streptococcus.agalactiae	Streptococcus.anginosus	Streptococcus.australis	Streptococcus.canis	Streptococcus.constellatus	Streptococcus.cristatus	Streptococcus.dysgalactiae	Streptococcus.equi	Streptococcus.equinus	Streptococcus.gordonii	Streptococcus.gwangjuense	Streptococcus.ilei	Streptococcus.infantis	Streptococcus.intermedius	Streptococcus.koreensis	Streptococcus.lactarius	Streptococcus.lutetiensis	Streptococcus.mitis	Streptococcus.mutans	Streptococcus.oralis	Streptococcus.parasanguinis	Streptococcus.parasuis	Streptococcus.pasteurianus	Streptococcus.pneumoniae	Streptococcus.pseudopneumoniae	Streptococcus.pseudoporcinus	Streptococcus.pyogenes	Streptococcus.rubneri	Streptococcus.salivarius	Streptococcus.sanguinis	Streptococcus.sp..116.D4	Streptococcus.sp..1643	Streptococcus.sp..A12	Streptococcus.sp..FDAARGOS.192	Streptococcus.sp..HSISM1	Streptococcus.sp..HSISS1	Streptococcus.sp..HSISS2	Streptococcus.sp..HSISS3	Streptococcus.sp..LPB0220	Streptococcus.sp..NPS.308	Streptococcus.sp..NSJ.72	Streptococcus.sp..oral.taxon.061	Streptococcus.sp..oral.taxon.431	Streptococcus.suis	Streptococcus.thermophilus	Streptococcus.vestibularis	Sutterella.faecalis	Sutterella.wadsworthensis	Treponema.medium	Treponema.peruense	Treponema.phagedenis	Trueperella.pyogenes	Turicibacter.sanguinis	Turicibacter.sp..H121	Turicibacter.sp..TJ11	Turicimonas.muris	Veillonella.atypica	Veillonella.dispar	Veillonella.nakazawae	Veillonella.parvula	Veillonella.rodentium	Veillonella.sp..S12025.13	Vescimonas.coprocola	Vescimonas.fastidiosa	Weissella.cibaria	Weissella.confusa	Weissella.paramesenteroides	X.Clostridium..hylemonae	X.Clostridium..innocuum	X.Clostridium..scindens	X.Ruminococcus..gnavus	X.Ruminococcus..torques
NS83	56	2683	0	52	389	0	15	6	0	1	0	18	548	1980	0	8899	391	0	385	857	6	538	23	632	1	0	51	0	101114	0	0	0	28	47200	0	0	9	10	11	3699	23	5	28	3863	146	0	0	1	15	15	1521	4	16	214	3	326	0	0	2	0	758	257	6115	735	14	0	8	35	11754	10983	0	28258	132	3788	59	7373	854	0	0	2	27	633	156	0	67962	24149	82	1	66	14868	11	2	24	0	1	0	0	481	0	0	545	0	0	0	508	101	2	0	981	0	31	0	3794	13	1223	47850	71	124005	0	6	72214	105326	1202	928	0	9	25	0	1	0	7	0	0	0	0	0	4	103	24934	0	616	79	861	2015	161	7	14442	78	800	15	120	15	14776	19	0	11923	1012381	0	452	7226	3	0	0	5	1243	17	0	0	0	15	22	204	0	466	1241	41	0	0	419	0	8	0	525	0	3208	52	18	48	115	7787	1876	0	2	65	0	0	0	2	1	0	78	0	839	9	0	0	4	20	0	0	0	38	8	7	0	13130	1	9	3	0	9772	206	39	327	0	0	0	689	0	0	8	0	22	0	28	5	0	0	0	0	0	0	2	835	66	1	351	17949	18	0	664	3	2	4941	1256	21	6	16	146	0	2	0	0	2256	29	478	1	23733	1	3	0	13	17520	0	0	0	0	0	35	6	0	3	0	0	0	0	1477	307	101	141	0	7	6896	410	23510	54934	3	31	62	0	3	53686	0	84	4490	0	10	55	0	0	3885	51	0	0	0	5810	168	126	67	18	6	0	0	0	61	13	57	20	2	66	43	27	124	112	83	928	0	254	428	0	0	0	0	30448	247	2	0	48	755	119	0	29	24	169	0	62	65	23	1020	3037	0	0	8201	6	82	3	0	47	10613	53	1	6	0	45	17	0	0	13911	4622	0	0	1	0	2113	1035	14222	55839
NS9	0	0	0	15	0	0	0	0	0	4	0	31	40	669	0	35	36067	4	21883	3	195	26596	166	6480	9464	0	377	0	75695	17	0	0	29	343921	2	6	1	0	32	8662	135	23958	847	86	33366	80	3	74	14	10899	10863	52	2320	87	14	2070	61	89	163	0	84	8983	195954	20964	279	0	113	0	196	0	0	10	61	23	0	2455	46	0	0	0	0	280	448	0	49747	16903	39	1	9	5224	0	0	25	0	44	0	13	15	0	2746	3066	0	0	62	177	397	1	0	47116	0	22	0	1091	0	62	50556	250	7173	0	10	32600	67740	570	734	0	0	0	0	0	0	2	0	0	0	0	0	0	116	11060	0	1065	0	2441	302	49	25	4370	186	51919	1	24	45	922	238	3	1902	596377	0	6701	2699	1	0	0	0	2035	4	7	0	0	3	8	5	0	182	13	15	0	0	24	0	25	15	953	0	0	41	0	133	369	888	2260	0	1	11	0	0	0	0	0	0	505	0	4669	0	0	0	33	0	0	38	7	15	4	0	0	37	9	0	0	0	2683	115	87	57	66	0	0	0	0	0	12	0	24	0	44	0	5	0	0	0	0	0	2	15340	0	1	941	7078	0	0	13478	10113	27	37996	219	0	0	1	0	0	0	7	6169	15	522	9133	111	120213	0	2	11	10	322	0	0	0	15	0	0	3	0	0	1	0	0	0	2923	0	0	0	0	0	1311	84	6525	17199	0	0	3	0	11	25894	15	105	3855	0	0	0	0	0	217	0	0	0	9	3482	0	13	11	0	0	0	0	0	37	0	0	0	0	9	13	24	8	2	2	39	0	53	0	0	0	6	19	1178	25	0	0	0	7	1	0	8	4	4	0	0	0	0	157	5128	0	0	117	1	9	0	0	7	82	0	0	0	0	16	25	0	0	14534	4801	0	0	0	39	2226	753	13974	70013
NS29	0	2360	0	14	0	7	9	0	0	0	0	4	0	0	0	23	8	0	139	4	0	4899	4	63	0	4	5610	0	1678	20	0	0	5627	158366	0	0	0	2	0	8065	2	16	96	0	13556	0	0	0	9	3	81	3	11324	4145	0	524	1801	229	2	17	161	25	3567	8	6	0	0	0	153240	1145	5	104542	13059	2324	7	215198	1176	60	0	0	54	1326	9707	0	5945	2812	208	466	45656	5265	0	0	2	0	0	0	0	1041	47	246	826	1	3	0	411	602	0	0	16431	0	130	53	1000	5	4954	133961	131	726	880	1	5263	3694	415	2827	0	0	0	0	0	40	0	0	0	0	0	0	0	376	5694	99	46217	7	26896	2603	20	0	7687	22646	3359	8225	2415	1072	1053	52	2	290	329130	0	801	3038	0	0	0	12	8876	0	19	0	0	0	0	17	0	1657	90	25	0	0	5	2	3613	0	859	2	0	0	8	296	1540	3458	111476	4	0	6	0	0	0	0	4	0	205	13	3627	1	0	2	0	0	0	0	0	0	40	13	0	74	4	19	0	0	914	215559	0	418	28	5	2	0	0	0	2	1	146	4	28330	2	0	0	2	0	0	0	5	2	17	0	376	13889	3	0	56	1	0	551	0	54	0	0	1437	0	10	0	0	3	0	4689	0	83223	0	0	0	10	186	0	0	0	0	0	0	0	0	0	0	3	0	0	2172	0	0	0	0	0	7625	307	11704	27049	0	0	3	2	0	79	18	1	111918	19	0	29	10	0	2799	0	0	0	1	733	0	9	0	11	0	0	1	0	0	0	0	0	45	0	0	0	9	4	2	3	0	0	0	0	0	1	0	515	6	0	0	1	15	0	0	0	0	2	4	0	0	0	11	5069	0	0	0	8	1	1	0	55	369	5	0	18	2	0	11	0	0	186	534	0	2	0	0	14225	70584	56668	4501
NS32	0	0	0	1	0	0	0	0	2	5	0	27	37	85	0	7824	6177	0	3967	15	138	2916	1485	5384	0	0	95	0	28555	1	0	5	1	14490	0	0	1	0	6	34150	50	8	89	36	20690	0	0	3	102	64	46803	16	105	8	29	5574	0	0	710	26	1765	12546	21773	21338	13170	0	8	3	5966	7868	0	3131	54	109	2	1241	123	0	0	0	0	263	70	3	9299	5615	13	60	3	1579	0	0	13	5691	37	0	0	0	0	33203	190	0	27	0	64	276	0	0	778	0	603	0	49	3	83	51786	23	4002	0	57	7525	17460	7362	493233	0	11	15	0	0	0	0	348	0	0	0	0	0	171	14719	0	88	7	1623	91	0	12	5973	19	19616	13	82	66	469	19	1	205	813374	0	181	494	1	0	8	0	843	4	0	0	0	0	0	29	0	249	85	0	0	0	21	0	7	3	845	0	0	49	6	36	321	2945	1250	0	0	0	1	0	0	0	0	0	7	0	39	0	0	0	0	0	0	0	8	0	0	4	0	9291	0	0	6	0	284	59	136	258	4	0	0	0	0	0	19	2	6	0	20	2	0	0	0	0	0	0	3	6978	1	0	1040	6281	0	0	17833	11	1	346	0	0	1	0	8	0	4	0	1943	4	438	4480	2827	78499	0	11	0	114	199592	0	71	2	217	71	305	545	3	0	0	0	1	0	2310	0	0	0	0	0	144	11	14296	35926	0	1	1	0	0	11865	95	143	3607	0	0	7	32	40	1383	0	0	0	0	251	10	16	1	0	26	0	0	5	7	0	0	0	0	0	0	38	19	1	6	20	0	162	0	0	0	0	0	1382	3	0	0	0	0	6	0	0	6	5	0	0	0	0	31	270	0	0	4414	1	19	0	0	39	37	0	0	0	0	0	11	0	0	5067	2310	0	0	0	4	318	311	4297	31782
NS39	0	0	1223	4	253	0	0	0	0	0	0	0	6	14	1	5293	2602	6	4059	3903	11	14369	25	1089	4	0	145	0	9841	0	0	0	1	18070	0	0	2	2	0	10835	231	4	350	25117	1260	1	0	8	136	91	28266	13	2068	398	15	1024	179	0	825	26	10663	1188	77611	7264	334	10	10	5	39040	19750	0	17110	363	1117	2	7808	476	0	0	0	20	83	71	0	16159	2162	86	1	6	1928	0	0	3	179	259	0	0	714	0	0	428	0	8	0	326	21	16	0	3529	60	26	0	660	0	0	9029	313	9634	3	3463	19807	18037	2983	98214	0	0	0	0	0	0	0	0	0	0	17	0	2	60	9121	0	139	1	1490	50	15	29	358	192	15957	22	18	17	381	5	7	1195	1412857	2	88	591	2	0	27	0	1316	9	18	0	12	0	28	43	37	28	2	39	0	160	3140	0	10	0	543	0	0	6	3	7	58	8270	795	0	0	0	0	0	1	0	0	5	23	89	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	824	142	12	100	26677	0	1	0	0	0	15	0	19	0	21	1	0	6	2	0	0	0	0	7806	0	0	691	2422	0	0	10784	130	168	5574	190	0	2	0	2534	1	27	0	3559	0	244	40851	193	86727	0	1	0	9	27802	0	0	0	1	8	0	5	0	0	0	0	0	0	196	0	0	0	0	0	237	10	3656	6058	0	0	12	0	2	2432	55	12	1405	14	0	3	0	25	68	0	0	0	0	260	42	25	18	0	5	0	0	0	3	0	3	0	0	15	0	0	0	0	11	39	0	0	27	0	0	0	32	2846	8	0	0	26	57	5	0	0	11	15	0	0	4	3	24	124	2	0	5333	10	42	0	21	33	264	0	0	72	65	437	54	5	190	5521	1049	0	0	0	0	62	121	3997	11676
NS51	3	0	0	12	16	1	0	0	0	0	1	1	0	28	0	5	12	54	6	0	0	2	1	117	0	0	220	0	87530	121	28	39	4	467151	0	0	5	0	3	1135	6	0	68	1	75	0	0	0	4	3	126	0	77	362	2	47	6	0	13	0	3699	110	470	340	647	0	1	154	37532	255	0	25	657	78878	318	86656	16052	4	2	0	21	1901	336	11	68569	9649	162	2	29	13978	46	26	64	0	4	0	0	1	1	87	25	0	35	0	40	5	0	0	610	0	2	0	1126	3	30	145217	40	746	654	0	19552	6261	688	523	0	0	0	60	0	0	0	9	0	0	0	0	0	117	2189	0	482	3	622	224	0	11	1703	3400	56419	0	48	18	396	2	512	151	554956	0	899	524	11	1	0	207	1504	73	139	0	3	9	10	52	0	6	3	43	15	0	83	0	1581	4	73	2	0	7	4	48	352	1295	1922	18	2	88	0	0	1861	0	435	0	93	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	20	7	2	41	67	5	80	1	0	0	1924	0	32	0	4	7	0	5416	6	0	0	0	5	0	2	12	0	5	1	55	846	4	2	137	0	1	571	618	43	124	0	4	0	43725	440	342	1	10	1149	1	15192	0	106	0	94	78	0	0	0	2	7	0	4	0	10	0	0	2	40	96	536	248	207	18	0	2910	198	4134	82752	2	0	125	98	2	3553	173	112	474	31348	0	16	38	0	154	0	11	0	0	2101	84	41	1	272	15	37	0	3	14	0	18	0	14	0	9	0	30	12	15	87	0	82	0	0	6	90	20	8111	183	0	0	10	237	57	306	29	16	53	0	0	3	3	0	16	2	0	0	18	21	1	0	21	1098	3	0	12	26	35	130	0	60	1759	634	0	0	0	0	3373	788	160233	159994
NS58	37	0	0	8	415	12	0	7	7	20	11	0	0	0	0	1	0	0	1	14	0	9	0	27	0	8	85	0	75085	0	0	0	0	440250	2	0	5	0	66	263	0	0	0	0	20	0	0	0	1	2	12	0	0	5	0	0	0	0	0	0	1	18	44	53	0	0	0	0	215	5	0	24207	30	255	12	21379	7385	0	0	0	1	460	178	1	750978	10736	85	1	2297	76413	7	9	4	0	0	0	56	1098	0	0	400	0	0	0	21	1	0	0	1471	75	0	0	102	3	16	34949	24	20570	0	0	28691	72081	1131	644	3	0	0	0	3	0	0	0	0	0	0	0	0	131	91	0	456	7	82	223	0	0	164	201	0	0	2	0	93	29	0	22042	55996	0	137	430	11	0	8	0	347	29	29	0	0	30	114	406	0	67	0	122	9	0	438	0	0	12	6	2	0	16	3	233	139	74411	674	0	0	2	0	0	0	16	0	0	3	2	26	0	1	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	16716	39	1	21	0	0	0	200	10	22	30	0	25	0	8	0	1	0	2	0	0	6	5	5	0	0	21	11	21	3	59	2	1	119	0	3	12	4	91	2	0	0	1	47	2	32	0	859	0	0	0	0	2654	0	0	0	0	0	0	0	0	0	0	0	3	0	53	996	272	288	20	9	5050	276	13356	239786	5	34	65	0	0	35	0	35	369	13	8	66	2	0	48	70	0	0	2	379	86	208	29	161	110	130	4	0	307	46	39	38	2	27	2	0	480	9	88	456	0	248	188	36	0	147	25	11004	317	7	8	61	94	119	0	22	4	153	1	23	84	94	3	1335	2	0	3	3	1	0	0	415	41893	136	0	50	5	63	14	0	15	238	432	1	5	0	0	1159	1050	31866	119670
NS70	38	344	0	33	223	0	0	1	0	0	0	12	815	591	0	2	7	0	6	196	92	13	7	515	0	3	867	0	99285	0	0	0	29	338900	0	0	6	0	0	2838	9	0	127	2	2439	0	0	0	30	4	1208	36	47	34	1	0	0	0	36	0	2689	1049	2412	5792	0	0	0	0	400	2	0	29711	87	1550	0	20781	44498	3	0	0	0	198	496	2	107695	30054	11	0	176	18630	53	25	5	6	0	0	1	0	0	0	1339	0	0	0	126	10	0	0	1527	0	12	0	1002	0	1591	17612	101	56675	16	0	46581	83024	340	4068	0	0	22	0	1	0	0	0	0	0	0	0	0	44	3577	0	1972	9	959	22	0	0	8473	172	1630	0	23	0	316	63	0	13754	856089	0	237	1697	1	1	0	3	1019	10	0	3	0	0	6	52	0	79	385	54	0	8	333	0	0	0	96	0	0	26	7	14	132	15396	3495	0	0	26	0	0	0	0	4	0	354	16	1161	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	178	12791	20	6	23	0	0	0	6110	38	43	0	0	67	0	0	0	0	0	0	0	0	0	0	1	1	1	65	1057	2	13	293	30	0	3278	244	632	15	50	83	0	0	0	0	216	177	1178	6	30506	0	3	0	35	156965	81	0	0	1	2	223	0	0	1	0	0	0	54	331	2762	720	672	54	0	2303	47	20576	29088	0	7	86	0	12	16771	0	161	1157	0	0	40	0	0	325	46	0	0	0	0	21	161	22	0	42	0	0	0	129	13	67	13	25	18	7	127	10	42	37	721	0	181	0	14	0	0	90	26482	115	0	7	58	543	198	708	7	72	249	0	0	4	4	0	406	8	0	1229	2	21	0	0	191	8316	26	0	44	16	196	33	1	49	3213	998	0	1	0	34	492	1446	42708	5234
NS72	392	394	0	40	4230	18	0	11	5	36	12	0	131	68	0	3290	8	0	8	2	0	14	0	8	0	0	2636	0	256714	0	0	0	5	116577	0	0	8	0	5	128	0	0	1	0	25	0	0	0	2	0	95	5	32	13	2	0	0	0	7	0	89	103	86	34	1	0	0	0	190877	1425	0	285745	207	1931	35	22002	15089	163	13	0	0	446	834	0	231582	45622	59	2	257	53475	0	0	0	1	0	0	0	0	0	0	135	0	0	16	506	31	0	0	93451	0	10	0	2640	0	606	59597	111	211303	2	0	18977	76145	450	8057	2	0	0	0	7	0	0	0	892	687	0	0	0	644	1329	2	732	6	248	221	7	858	513	62	344	28	266	219	149	231	0	25989	118344	1	193	2612	2	0	0	49	264	0	15	3	0	46	409	681	78	29	14	320	123	0	36	0	0	0	49	0	6393	47	6	291	61	3082	2295	0	16	49	20	0	0	0	0	0	506	248	6282	0	9	25	0	0	11	33	0	4	0	220	12	154372	0	110	183	5	22241	1482	35	2082	18538	0	1055	160	0	0	78	0	430	2	621	10	3	7	11	8	0	0	0	17	64	11	49	84	7	0	152	1	0	206	0	0	36	64	190	30	0	3	4	0	0	117	1	763	0	0	0	0	3211	2	0	0	0	0	0	0	0	4	0	0	0	55	57	62	26	40	0	0	540	27	5326	15290	36	9	136	0	0	87	6	33	3923	2	23	175	30	0	21	4392	67	0	0	664	169	154	6	12	120	0	6	4	344	13	222	78	56	119	10	0	161	52	1320	2499	10	440	166	13	0	0	72	35818	406	3	9	93	807	74	242	16	30	192	12	50	48	46	120	1542	15	10	120	5	16	0	16	68	1670	3	0	12	2	29	47	0	4	559	1298	19	0	1	1	988	2369	9752	40042
NS77	3	25043	0	6	0	2	0	0	0	0	0	2	43	274	0	2	665	9	1346	987	100	2054	58	4613	1	0	76	0	10642	0	0	0	7	36953	0	8	0	0	0	8901	112	177	623	3	4601	1	0	101	40	34	2673	71	670	1886	12	112	0	12	8	0	42115	12476	2434	3124	7830	0	44	0	1387	1133	0	925	31	2747	1	1010	250	0	0	0	0	453	32	0	8793	2254	18	2	6	1404	0	0	22	2702	168	0	0	24	0	85	1322	0	0	0	37	30	1	3	7313	0	135	0	202	0	27	35608	262	4421	19	0	3337	20638	1873	705	0	0	0	0	0	0	4	5	0	0	4	0	0	107	8481	0	192	0	5198	303	73	0	784	142	268077	0	89	29	300	2	0	2428	797323	3	173	280	0	0	0	9	5698	4	37	4	0	4	13	24	19	4	72	12	0	0	166	0	41	8	442	0	0	2	3	13	89	15637	3321	0	3	2	0	0	0	0	0	0	7	30	7	0	1	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	4184	254	242	111	0	0	0	0	0	0	0	0	28	0	1	0	0	0	6	0	0	0	0	6209	0	0	1117	11377	0	0	34187	24	5	33478	140	65	0	0	23	0	13	0	0	5554	696	14187	34	345960	0	0	7	7	269270	0	0	0	3	3	8	3	0	0	0	1	0	107	4468	0	0	0	0	0	30	0	10739	7484	0	5	67	0	0	15	0	27	6502	0	0	5	0	9	3682	0	0	0	37	6425	0	13	0	0	17	0	0	0	16	0	3	3	3	4	0	30	5	0	5	20	0	90	0	0	0	26	40	648	26	0	0	3	22	13	0	0	0	16	0	0	2	4	54	3813	1	20	319	0	5	0	0	9	197	0	0	82	18	192	26	1	28	33046	1890	0	2	0	0	1189	319	25182	11195
