feature	Agathobaculum.butyriciproducens	Akkermansia.muciniphila	Alistipes.onderdonkii	Alistipes.putredinis	Anaerobutyricum.hallii	Anaerobutyricum.soehngenii	Anaerostipes.hadrus	Bacteroides.caccae	Bacteroides.fragilis	Bacteroides.ovatus	Bacteroides.stercoris	Bacteroides.thetaiotaomicron	Bacteroides.uniformis	Barnesiella.intestinihominis	Bifidobacterium.adolescentis	Bifidobacterium.angulatum	Bifidobacterium.bifidum	Bifidobacterium.catenulatum	Bifidobacterium.longum	Bifidobacterium.pseudocatenulatum	Blautia.faecis	Blautia.massiliensis	Blautia.obeum	Blautia.wexlerae	Brotolimicola.acetigignens	Catenibacterium.tridentinum	Cibionibacter.quicibialis	Clostridiaceae.bacterium	Clostridiales.bacterium.KLE1615	Clostridium.SGB4750	Clostridium.fessum	Clostridium.leptum	Clostridium.sp.AM22.11AC	Collinsella.aerofaciens	Coprococcus.catus	Coprococcus.comes	Coprococcus.eutactus	Dialister.invisus	Dorea.formicigenerans	Dorea.longicatena	Eubacterium.ramulus	Eubacterium.rectale	Eubacterium.ventriosum	Evtepia.gabavorous	Faecalibacillus.intestinalis	Faecalibacterium.SGB15346	Faecalibacterium.prausnitzii	Faecalibacterium.sp.CLA.AA.H233	Faecalibacterium.sp.HTFF	Fusicatenibacter.saccharivorans	GGB3256.SGB4303	GGB3277.SGB4327	GGB3304.SGB4367	GGB3740.SGB5077	GGB4552.SGB6276	GGB51647.SGB4348	Gemmiger.formicilis	Intestinibacter.bartlettii	Lachnospira.eligens	Lachnospira.sp.NSJ.43	Lachnospiraceae.bacterium.CLA.AA.H244	Lacrimispora.amygdalina	Mediterraneibacter.faecis	Monoglobus.pectinilyticus	Oliverpabstia.intestinalis	Oscillibacter.sp.ER4	Oscillospiraceae.bacterium.CLA.AA.H250	Parabacteroides.merdae	Phocaeicola.vulgatus	Romboutsia.timonensis	Roseburia.faecis	Roseburia.intestinalis	Roseburia.inulinivorans	Ruminococcus.bicirculans	Ruminococcus.bromii	Ruminococcus.gnavus	Ruminococcus.lactaris	Ruminococcus.torques	Ruthenibacterium.lactatiformans	Segatella.copri	Streptococcus.salivarius
NS13	0.0151515151515152	0	0.0303030303030303	0	0.0454545454545455	0	0.0606060606060606	0	0.0151515151515152	0.0303030303030303	0	0.0151515151515152	0	0	0	0	0	0	0	0	0	0.121212121212121	0	0.242424242424242	0	0.0606060606060606	0	0	0	0	0.0151515151515152	0.0151515151515152	0	0	0.0151515151515152	0	0	0	0	0.0909090909090909	0	0.0303030303030303	0	0	0	0	0.0909090909090909	0.0303030303030303	0.0151515151515152	0	0	0	0	0	0	0	0.0303030303030303	0	0	0	0	0	0	0	0	0	0	0	0.0303030303030303	0	0	0	0	0	0	0	0	0	0	0	0
NS21	0	0	0	0	0	0	0.0508474576271186	0	0.0169491525423729	0.0169491525423729	0	0.0169491525423729	0	0	0	0	0	0	0	0	0	0.0169491525423729	0	0	0	0	0.0169491525423729	0	0	0.0169491525423729	0	0	0	0	0	0	0	0.0338983050847458	0	0.0169491525423729	0	0.0169491525423729	0	0	0	0	0.186440677966102	0	0	0.0169491525423729	0.0169491525423729	0	0	0	0	0	0.0169491525423729	0	0	0	0	0.0169491525423729	0.0169491525423729	0	0	0	0.0338983050847458	0	0.254237288135593	0	0.0677966101694915	0.0338983050847458	0.0508474576271186	0	0	0.0169491525423729	0.0169491525423729	0.0169491525423729	0.0169491525423729	0	0
NS6	0	0	0	0.0317460317460317	0.0158730158730159	0	0.0793650793650794	0	0	0.0793650793650794	0	0.0158730158730159	0.0476190476190476	0	0	0	0	0	0	0	0	0.0158730158730159	0	0.0317460317460317	0	0	0	0	0	0	0.0158730158730159	0	0	0	0	0	0	0	0	0.0476190476190476	0.0158730158730159	0.0634920634920635	0.0158730158730159	0	0	0	0.142857142857143	0	0	0.0158730158730159	0	0.0793650793650794	0	0.0317460317460317	0	0	0	0	0	0	0	0	0	0	0.0158730158730159	0	0.0476190476190476	0.0317460317460317	0.142857142857143	0	0	0	0	0.0158730158730159	0	0	0	0	0	0	0
NS10	0	0	0	0	0.0172413793103448	0	0	0	0	0	0	0	0	0	0.0344827586206897	0	0.0344827586206897	0	0	0	0	0	0	0.172413793103448	0	0	0	0	0	0	0	0	0	0	0	0.0689655172413793	0	0.0344827586206897	0.0344827586206897	0.103448275862069	0.0344827586206897	0.103448275862069	0	0	0	0	0	0	0	0.0517241379310345	0	0	0	0	0	0.103448275862069	0.0344827586206897	0	0	0	0	0	0.0689655172413793	0	0.0689655172413793	0	0.0172413793103448	0	0.0172413793103448	0	0	0	0	0	0	0	0	0	0	0	0
NS11	0	0	0	0	0.0185185185185185	0	0.0185185185185185	0	0	0	0.0740740740740741	0	0	0	0.037037037037037	0	0.0185185185185185	0.0185185185185185	0	0	0	0	0.0185185185185185	0.0185185185185185	0	0.0185185185185185	0	0	0	0	0	0	0	0	0	0.0185185185185185	0	0	0	0.037037037037037	0	0.0185185185185185	0	0	0	0	0.0740740740740741	0	0	0	0	0	0.12962962962963	0	0	0	0.0185185185185185	0	0	0	0	0	0	0	0	0.0185185185185185	0	0	0.0555555555555556	0	0.0185185185185185	0	0	0	0	0	0	0.0185185185185185	0	0.351851851851852	0
NS25	0.02	0	0	0.04	0	0	0.04	0	0	0.06	0.02	0	0.06	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0	0.02	0	0	0	0.06	0	0.02	0	0	0.02	0	0	0	0.02	0	0.02	0	0.02	0	0	0.28	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0.04	0.02	0	0	0	0	0.14	0	0	0	0	0	0	0.02	0	0	0	0	0
NS27	0	0.0161290322580645	0	0	0	0.032258064516129	0.0483870967741935	0	0	0.0483870967741935	0	0.0161290322580645	0	0	0.161290322580645	0.0161290322580645	0	0	0.032258064516129	0.0161290322580645	0.0161290322580645	0	0.0161290322580645	0	0	0.0161290322580645	0	0.0161290322580645	0	0	0	0	0	0	0	0	0	0	0	0.032258064516129	0	0.0161290322580645	0	0	0	0	0.129032258064516	0.0161290322580645	0.0161290322580645	0	0.0161290322580645	0	0	0	0.0483870967741935	0	0	0	0	0	0	0	0	0	0.0161290322580645	0	0.17741935483871	0.032258064516129	0.032258064516129	0.0161290322580645	0	0	0	0	0	0	0	0	0	0	0
NS36	0	0.212765957446809	0.0638297872340425	0	0.0212765957446809	0.0212765957446809	0	0	0	0	0	0.0212765957446809	0.0212765957446809	0.0212765957446809	0.0638297872340425	0	0	0	0.0212765957446809	0	0	0	0	0	0	0	0.0851063829787234	0	0	0	0	0	0	0.0425531914893617	0	0	0	0	0	0	0	0	0	0.0212765957446809	0.0212765957446809	0	0	0	0	0.0425531914893617	0	0.0638297872340425	0	0	0	0	0.0212765957446809	0.0212765957446809	0	0.0212765957446809	0	0	0	0.0212765957446809	0	0	0.0851063829787234	0	0.0212765957446809	0	0	0	0	0	0.0638297872340425	0	0	0	0	0	0
NS39	0	0	0	0.037037037037037	0	0	0.0555555555555556	0	0	0	0	0	0	0	0.037037037037037	0.037037037037037	0.0185185185185185	0	0.0185185185185185	0	0.0185185185185185	0	0	0	0	0	0.0740740740740741	0	0	0.037037037037037	0	0.0185185185185185	0	0	0	0	0.0925925925925926	0.0185185185185185	0	0	0	0.0185185185185185	0	0	0	0.0185185185185185	0.222222222222222	0	0.0185185185185185	0	0	0.0185185185185185	0	0	0	0	0.111111111111111	0	0	0	0.0185185185185185	0	0	0	0	0.0185185185185185	0	0	0.037037037037037	0	0	0	0	0	0.0185185185185185	0.0185185185185185	0	0	0	0.0185185185185185	0
NS4	0	0	0	0	0	0	0.0634920634920635	0	0	0	0	0	0	0	0	0	0	0	0.0476190476190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0158730158730159	0	0.0634920634920635	0	0	0.0158730158730159	0	0.222222222222222	0.0476190476190476	0.0158730158730159	0	0	0	0	0	0	0	0.0158730158730159	0	0.0952380952380952	0.0476190476190476	0	0.0158730158730159	0	0	0	0	0	0	0.158730158730159	0	0.126984126984127	0	0.0158730158730159	0.0158730158730159	0.0158730158730159	0	0	0	0	0	0
NS41	0	0	0	0.0175438596491228	0	0	0	0.0175438596491228	0	0	0.0175438596491228	0.0175438596491228	0	0.0175438596491228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0175438596491228	0	0	0.0175438596491228	0	0.087719298245614	0	0	0	0	0.0526315789473684	0	0	0	0	0.12280701754386	0	0	0	0.0350877192982456	0	0	0	0	0	0	0	0	0	0.0175438596491228	0	0	0	0	0.0175438596491228	0.0175438596491228	0.0175438596491228	0.087719298245614	0	0	0.0350877192982456	0.0175438596491228	0	0	0	0	0	0	0.368421052631579	0
NS77	0	0	0	0.0363636363636364	0	0.0181818181818182	0.0181818181818182	0	0	0	0	0	0	0.0181818181818182	0	0	0	0.0181818181818182	0	0	0.0181818181818182	0	0	0.0181818181818182	0	0	0.0181818181818182	0	0	0.0181818181818182	0	0	0.0545454545454545	0.0181818181818182	0	0	0	0	0	0	0	0.0545454545454545	0	0	0.0181818181818182	0.0727272727272727	0.0909090909090909	0.0363636363636364	0	0.0181818181818182	0	0	0	0	0	0	0.0181818181818182	0	0	0	0	0	0	0	0	0.0727272727272727	0	0	0.109090909090909	0	0	0	0.0181818181818182	0	0	0	0	0.109090909090909	0	0.109090909090909	0.0181818181818182
NS78	0	0	0	0	0.075	0.05	0.125	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0.025	0	0	0.025	0	0	0	0	0	0	0	0	0	0.075	0	0.025	0.025	0	0.1	0.025	0	0	0	0.075	0	0	0.075	0	0	0.075	0	0	0	0	0.025	0	0	0.025	0	0	0	0	0	0.05	0	0	0	0.075	0	0	0	0.025	0	0	0	0	0	0
NS79	0	0	0	0.0158730158730159	0.0317460317460317	0	0.0793650793650794	0	0	0.0317460317460317	0	0	0	0	0.0952380952380952	0	0.0317460317460317	0.0158730158730159	0	0.0317460317460317	0.0158730158730159	0.0158730158730159	0	0.0476190476190476	0.0158730158730159	0	0.0158730158730159	0	0.0158730158730159	0	0	0	0	0.0158730158730159	0	0.0158730158730159	0	0	0.0158730158730159	0.0158730158730159	0	0.0158730158730159	0	0	0.0158730158730159	0	0.174603174603175	0	0	0.0476190476190476	0	0	0	0.0158730158730159	0	0.0793650793650794	0.0158730158730159	0	0	0	0	0	0.0158730158730159	0	0	0	0	0	0.0158730158730159	0	0	0	0	0.0317460317460317	0.0476190476190476	0	0	0	0	0	0
