feature	Acetobacteraceae	Acidaminococcaceae	Actinomycetaceae	Aerococcaceae	Akkermansiaceae	Atopobiaceae	Bacillaceae	Bacteroidaceae	Barnesiellaceae	Bifidobacteriaceae	Bradyrhizobiaceae	Burkholderiaceae	Campylobacteraceae	Carnobacteriaceae	Christensenellaceae	Clostridiaceae	Comamonadaceae	Coriobacteriaceae	Corynebacteriaceae	Dehalococcoidaceae	Desulfovibrionaceae	Eggerthellaceae	Enterobacteriaceae	Enterococcaceae	Erysipelotrichaceae	Eubacteriaceae	Eubacteriales.Family.XIII..Incertae.Sedis	Fusobacteriaceae	Lachnospiraceae	Lactobacillaceae	Lawsonellaceae	Leptotrichiaceae	Methylobacteriaceae	Micrococcaceae	Moraxellaceae	Muribaculaceae	Nanosynbacteraceae	Neisseriaceae	Odoribacteraceae	Oscillospiraceae	Pasteurellaceae	Peptoniphilaceae	Peptostreptococcaceae	Phyllobacteriaceae	Porphyromonadaceae	Prevotellaceae	Propionibacteriaceae	Pseudomonadaceae	Rikenellaceae	Selenomonadaceae	Sphingomonadaceae	Staphylococcaceae	Streptococcaceae	Sutterellaceae	Synergistaceae	Tannerellaceae	Treponemataceae	Turicibacteraceae	Veillonellaceae	Weeksellaceae	Xanthomonadaceae
NS34	0	0.00302783673117794	0.000427434841434743	0	0.00373804986937841	7.42590065036038e-07	1.48518013007208e-07	0.831117345567257	0	0.00678994651866352	0	0	0.000211192614496249	9.65367084546849e-06	5.01990883964362e-05	0.00181385049285703	0	2.3614364068146e-05	1.63369814307928e-06	1.48518013007208e-07	1.48518013007208e-07	0.00132789955429744	0.0336253692529098	0.00059035910170365	0.00159419235161937	0.000398028274859316	5.9407205202883e-07	0.00062600342482538	0.0621766205914284	1.03962609105045e-06	0.000114507388028557	2.82184224713694e-06	0	4.45554039021623e-07	0	1.48518013007208e-07	0	7.42590065036038e-07	0.00301001456961708	0.0143585729795238	2.07925218210091e-06	0.000918732428462586	0.00110408290869558	0	8.24274972190002e-05	0.000148666531020215	1.18814410405766e-06	1.79706795738721e-05	0.00488505448383307	0	0	0	0.000870612592248251	2.97036026014415e-07	0	0.0252113782620125	1.36636571966631e-05	0.00156448874901792	7.35164164385678e-05	6.6536069827229e-05	0
NS36	4.9499330769048e-06	0.00813801997396995	5.27992861536512e-05	0	0.275456185832368	2.96995984614288e-06	0	0.206974191708928	1.45198036922541e-05	0.0142432674310243	0	0	0.00156368385899423	2.49146631537542e-05	0.000303760893152725	0.0512108526292725	1.40248103845636e-05	0.00856090925650685	2.50796609229843e-05	0	0.000335935458152606	0.00167291238222459	0.000409029469921567	0.0029240904662969	0.00721733242166566	0.000450443909998337	6.92990630766672e-06	3.13495761537304e-06	0.0582024681026313	0.000143218063691779	1.6499776923016e-07	1.6499776923016e-06	0	1.31998215384128e-06	0.000409854458767717	1.6499776923016e-07	3.95994646152384e-06	1.31998215384128e-06	0.00490967362121264	0.239815512694268	1.31998215384128e-06	0.000190242427922374	0.00306648354114252	6.5999107692064e-07	1.93047389999287e-05	9.60287016919531e-05	3.13495761537304e-06	0.000937022331458079	0.0572042315987888	0	0	0.00111851987761125	0.00494696311705866	0.00370155995490941	4.45493976921432e-06	0.043929171077607	1.79847568460874e-05	0.00158876351991721	2.30996876922224e-06	7.25990184612704e-05	0
NS38	1.01227329726335e-05	2.47903664635922e-06	6.85866805492719e-05	0	0.136704616585995	1.59071518141384e-05	0	0.263206757853898	5.37124606711165e-06	0.128891312835832	0	6.19759161589806e-06	3.34669947258495e-05	5.16465967991505e-06	0.000556750313494843	0.00755651687087731	0	0.0147762979306242	2.68562303355583e-06	0	0.000804860564517962	0.0018908852020105	0.034033867772317	0.00181279554765018	0.00262447346294563	0.000370822565017901	5.57783245430826e-06	2.89220942075243e-06	0.248684354593138	0.00168905030171942	0	0	0	1.69400837501214e-05	0.00123765904569484	3.49130994362257e-05	4.54490051832525e-06	0	0.00303041571378696	0.101875597809358	0.000275173067745874	4.54490051832525e-05	0.0013616108780128	0	0	1.77664292989078e-05	1.23951832317961e-06	0.000649094428571724	0.0151169588831114	0	0	0	0.00276577855178811	0.00233194713867524	1.44610471037621e-06	0.0245424627989563	8.26345548786408e-06	0.000104326125534284	0.00269244038433331	0.000111763235473362	1.23951832317961e-05
NS39	2.51226212303507e-06	0.00151489406019015	0.000125156331220293	0	0.00245196783208223	9.13549862921843e-07	0	0.133419846505352	0.00155486186669298	0.0385890313722158	0	0	0.000525747946111521	1.75858348612455e-05	0.000149137015121991	0.00455176219200808	0	0.0044236368237333	0	0	0	9.66078980039849e-05	0.00713619475421398	0.000185907397104595	0.00136872608212265	0.000189561596556282	5.93807410899198e-06	1.37032479438276e-05	0.100693292990971	7.99356130056613e-06	0	0	0	6.85162397191382e-06	0.0005353402196722	1.39316354095581e-05	3.42581198595691e-06	4.91033051320491e-05	0.00375606026140316	0.646006964904155	0.00150667211142385	0.0011291476305714	0.00170034468236328	0	2.05548719157415e-06	0.0124494007569674	2.74064958876553e-06	2.12400343129329e-05	0.0116692291740322	0.0118983018021598	0	0	0.00168892530907676	0.00238870450407489	4.79613678033968e-06	0.00759342646060636	2.58077836275421e-05	0.000128125368274788	0.000394425153316506	0	0
NS4	7.18867855015137e-07	1.25801874627649e-06	1.79716963753784e-07	0	6.64952765889001e-06	0	0	0.336647973107154	2.33632052879919e-06	0.0252261513342637	0	0	0.000133349987105308	2.33632052879919e-06	0	0.00189098189261732	0.000169113662892311	0.0014388140118128	0	0	0	0.000180615548572553	0.0352349484796394	0.000141257533510474	0.000708983422008678	7.17070685377599e-05	0	4.85235802135217e-06	0.2517455459397	4.25929204096468e-05	0	0	0	2.69575445630676e-06	0	0	0	7.18867855015137e-07	0.000409574960394874	0.339657333665211	0.00178980124202394	2.56995258167911e-05	0.000268137709920646	0	0	1.65339606653481e-05	0	0	0.000641769277564763	0	0	0	0.00139855741193195	6.29009373138245e-06	0	0.00190769557024642	1.1681602643996e-05	9.88443300645813e-05	0.000114299988947407	0	0
NS40	4.37205083917872e-06	0.000309201151015251	2.72038718882232e-05	2.91470055945248e-06	1.4087719370687e-05	0.00165166365035641	2.18602541958936e-06	0.0472992748953683	1.36019359441116e-05	0.0632635756429162	0	5.58650940561726e-06	0.000430404115945817	0	5.19788266435693e-05	0.00644828920436204	4.85783426575414e-06	0.0157687729183512	4.85783426575414e-07	0	2.42891713287707e-07	0.00059629915612132	0.00615949095726296	0.000961122509479456	0.00337643770641241	0.000591441321855566	1.89455536364411e-05	2.04029039161674e-05	0.159928405238591	0.00929473719238068	0	0	0	1.21445856643853e-06	0	0	3.4004839860279e-06	0	0.000466594981225685	0.641538709288009	2.35604961889076e-05	8.57407747905605e-05	0.000764866005142989	0	2.84183304546617e-05	0.0119288978229859	6.31518454548038e-06	6.24231703149407e-05	0.00346266426462955	0.00513205901005596	0	7.0438596853435e-06	0.00118531156084401	7.28675139863121e-05	0	0.0184578270761594	5.07643680771307e-05	1.84597702098657e-05	0.000456879312694177	0	0
NS41	0	0.000199448515173578	6.4546445039993e-07	3.44247706879963e-06	0.00130362303499106	4.5827975978395e-05	0	0.165200279012766	2.02245527791978e-05	0.00195027083688339	0	0	0.00516124132280624	0	3.62535866307961e-05	0.00178331069904661	0	0.000519168572938344	0	0	0	2.61413102411972e-05	0.000446876554493551	0.00120303815813707	0.000628789952097932	0.000151684145843984	1.07577408399988e-07	0	0.126403347292578	0.00139936692846705	0	0	0	3.22732225199965e-07	0	3.22732225199965e-07	7.53041858799918e-07	0	0.00290147028195608	0.280571993383559	2.7217084325197e-05	6.23948968719932e-06	0.000235594524395974	0	6.23948968719932e-06	0.337174492277663	2.15154816799977e-07	0.000900960795349902	0.0103909018773549	0.00305767267895287	0	0	0.000453653931222751	0.000937967423839498	0	0.0567930184843806	2.58185780159972e-06	7.10010895439923e-06	4.81946789631948e-05	0	0
NS46	7.56391235802807e-06	6.48335344973834e-06	0.000253210970842559	0	0.00262071553890534	8.64447126631779e-06	3.60186302763241e-07	0.185910160171247	2.0890805560268e-05	0.0521362469523736	7.20372605526482e-07	1.9450060349215e-05	0.00541900292507296	5.61890632310656e-05	0.00225440606899513	0.06255067371047	1.62083836243459e-05	0.000231959978979527	0	0	0	0.0159018650806943	0.0287662790701863	0.00117456753331093	0.00912423942159843	0.00121562877182594	8.68048989659411e-05	1.44074521105296e-06	0.409494366866318	0.00121706951703699	1.08055890828972e-06	0	0	3.99806796067198e-05	0.00117060548398053	0	1.80093151381621e-06	3.60186302763241e-07	0.00294380265248397	0.178778471376535	1.1886147991187e-05	0.00017000793490425	0.00463163566723252	4.3222356331589e-06	5.69094358365921e-05	0.000708846643838059	1.08055890828972e-06	0	0.00958167602610774	0	5.90705536531716e-05	0.0017000793490425	0.00246475486980886	0	1.80093151381621e-06	0.00566356942464921	5.222701390067e-05	0.01325521612799	4.97057097813273e-05	0.000155960669096483	0
NS51	2.93276805206719e-06	0.000154459117408872	5.25943070670716e-05	2.54173231179157e-06	2.15069657151594e-06	5.94374325218951e-05	2.54173231179157e-06	0.01052687764609	1.95517870137813e-07	0.0990712510132714	3.79304668067357e-05	0.00047823671035709	6.56940043663051e-05	2.32666265463997e-05	2.0920412104746e-05	0.0808658000532591	0	0.000636215149428443	1.50548760006116e-05	0	3.91035740275625e-06	0.000290344037154652	0.0254284676365135	0.000779725266109597	0.00350954576897374	0.000211550335489113	3.128285922205e-06	8.95471845231182e-05	0.489562474020563	0.00116782823833316	3.91035740275625e-07	0	1.21221079485444e-05	5.02480926254179e-05	0	0	0	1.17310722082688e-06	2.34621444165375e-06	0.257210601291747	3.06963056116366e-05	0.000383606061210389	0.0213096881841903	0.000848938592138383	4.30139314303188e-05	0.000104015506913316	5.27898249372094e-06	1.83786797929544e-05	9.42396134064257e-05	1.95517870137813e-07	0	3.32380379234282e-06	0.00554117195757575	0	0	0.000587335681893989	1.68145368318519e-05	0.000526138588540854	0.000116333132731999	2.93276805206719e-05	0
NS55	2.04431376301619e-05	4.7845641262081e-06	0.000331874766208798	0	0.000180073595295469	3.91464337598845e-06	3.04472262576879e-06	0.0578192826633494	0	0.0161439892825764	0	0	1.34837716284047e-05	2.56626621314798e-05	0.000163980061416405	0.0316603307438692	0	0.00600810766139205	8.69920750219655e-07	0	0	0.00429610362495977	0.0131827790488287	0.000641131592911886	0.0640096387219124	0.000449314067488452	2.60976225065897e-06	0	0.500130053152158	5.61098883891677e-05	0	0	0	2.17480187554914e-06	0	0	3.04472262576879e-06	0	0.000426261167607631	0.295572973302132	3.47968300087862e-06	2.74025036319191e-05	0.00406165998277557	0	0	2.69675432568093e-05	2.17480187554914e-06	0	0.000324045479456821	0	0	0	0.0036867241394309	0	0	0.000298817777700452	2.17480187554914e-05	0.000363191913216706	3.17521073830174e-05	0	0
NS58	6.4181762752114e-06	2.2107051614617e-05	0.00023854221822869	1.85413981283885e-05	1.9611094174257e-06	5.52676290365426e-06	4.61752126466598e-05	0.000569078296402077	0	0.024014497947075	5.88332825227712e-06	0.000692449907025585	0.000702255454112714	6.38251974034911e-05	1.28363525504228e-05	0.0156819223151075	0	0.00929797631336389	3.15560333531227e-05	0	0	0.000229271519164496	0	7.79095286740939e-05	0.0182914458190039	4.99191488071998e-05	1.08752431329971e-05	1.19449391788657e-05	0.872581729234971	2.56727051008456e-05	0	0	1.92545288256342e-05	3.61913828852198e-05	0	1.78282674311428e-07	7.13130697245711e-07	7.13130697245711e-07	3.38737081191713e-06	0.0257463358453362	0.000195397811045325	3.92221883485141e-05	0.00309142157256016	8.70019450639767e-05	3.56565348622855e-07	0.00121000451055166	4.45706685778569e-06	0	2.0859072894437e-05	1.78282674311428e-07	2.31767476604856e-06	3.49434041650398e-05	0.00758806718404299	2.31767476604856e-06	0	8.68236623896653e-05	4.63534953209712e-06	0.0190748198899283	6.00812612429512e-05	0	0
NS6	4.20088592262123e-06	1.5476948135973e-06	1.40398029519183e-05	0	2.10044296131061e-05	1.2160459249693e-06	1.01705659179251e-05	0.479844646816596	9.94946665883975e-06	3.43809347877685e-05	0	0	2.65319110902393e-05	1.63613451723143e-05	2.22204755380754e-05	0.0046172158274789	0	0.00135069537375227	1.76879407268262e-06	2.21099259085328e-07	0	0.00177719584452787	0.00207158950799998	0.000296162457544797	0.00434106285288133	0.000319820078266927	7.73847406798647e-07	0	0.272052799387467	0.000131996257673941	4.42198518170656e-07	0	0	1.65824444313996e-06	0	1.2160459249693e-06	0	1.43714518405463e-06	0.00215450173015698	0.179265289373052	8.75553065977898e-05	0.000295388610137998	0.00233071783964798	0	0.000118067004351565	0.000616093085441266	5.5274814771332e-07	0.00164752112907432	0.0120485830245959	0	0	1.84617881336249e-05	0.00312214263754391	1.10549629542664e-07	0	0.0309804281830361	1.1828810361065e-05	1.76879407268262e-06	2.62002622016113e-05	0.000302463786428729	0
NS62	1.12395719251678e-05	0.000493192416076364	0.000506679902386566	0	0.0103435532512934	3.01220527594498e-05	1.30379034331947e-05	0.0152889648983673	2.69749726204028e-06	0.0322072181430069	0	6.47399342889667e-05	0.00257476113661745	0.000134874863102014	0.00058131065996968	0.0237618037984358	0	5.93449397648861e-05	0.00575735832294797	4.49582877006713e-07	0	0.00816217713205688	0.000401927092044002	0.00332511495834165	0.0169196019932706	0.000156904424075343	1.21387376791813e-05	0	0.767265780808566	0.000102504895957531	0	5.70970253798526e-05	0	1.84328979572752e-05	0	0	2.24791438503357e-06	0	0.000148362349412215	0.0906826646237621	6.29416027809398e-06	1.03404061711544e-05	0.00411683040475047	0	2.24791438503357e-06	1.84328979572752e-05	8.99165754013426e-07	0	0.0095900523494302	0	0	5.75466082568593e-05	0.00415144828627999	4.49582877006713e-07	0	0.00280764506690692	3.10212185134632e-05	0.000106101558973584	1.43866520642148e-05	0	0
NS67	2.87254379552084e-06	1.79533987220053e-06	0.00103267949448974	2.87254379552084e-06	0.00617525102442093	4.63197687027736e-05	3.59067974440105e-06	0.0174025884492141	3.59067974440105e-07	0.134279214129468	7.18135948880211e-06	0.000503772368139468	0.00027360979652336	2.87254379552084e-06	0.000438781064765809	0.0105623435361301	0	0.0419129274524702	3.12389137762892e-05	0	1.43627189776042e-06	0.00473754285476275	0.0346784259034509	0.00340683694148772	0.0171659626540581	0.00132172921391403	3.84202732650913e-05	0	0.401306935613367	0.0130560706186167	0	6.57094393225393e-05	0	1.86715346708855e-05	0	7.18135948880211e-07	3.23161176996095e-06	0	2.08259425175261e-05	0.291795512224828	0.000152603889137045	0.000292999467143126	0.00291132313676037	0.000132496082568399	7.54042746324221e-06	0.00755838086196422	6.4632235399219e-06	0	2.80073020063282e-05	1.07720392332032e-06	0	6.4632235399219e-06	0.00280216647253058	5.81690118592971e-05	5.38601961660158e-06	0.00145817504420127	8.97669936100263e-06	0.00409768372431048	0.000147936005469323	2.58528941596876e-05	0
NS7	5.06826878866634e-06	0.00030029492572848	0.000134784273098595	8.55270358087444e-05	2.69251779397899e-06	4.71982530944553e-05	0.000260540692417379	0.016481534950544	4.59311858972887e-06	0.104076741191864	0	1.90060079574988e-06	0.00305743314676297	6.84216286469956e-05	1.97979249557279e-05	0.00683820327970841	0	0.0434038619891403	5.06826878866634e-06	0	7.91916998229115e-07	0.00245605137830778	0.00311080835244361	0.00121464229188382	0.00184960134106392	0.000145079194075574	1.23539051723742e-05	1.6155106763874e-05	0.146081127461733	0.0328829279008672	0	4.75150198937469e-07	0	3.1359913129873e-05	0	6.33533598583292e-07	1.90060079574988e-06	4.75150198937469e-07	0.000392157297523058	0.576705001256772	0.00035113599701479	3.72200989167684e-05	0.0109769198958534	0	1.58383399645823e-07	0.019563992674451	7.44401978335368e-06	0	0.0019508083334376	0.00155706720191809	0	7.91916998229115e-07	0.00584957409911918	0.00463683240803112	0	0.00176439107205447	9.34462057910356e-06	0.0124348390895932	0.00112848172247649	3.18350633288104e-05	3.95958499114558e-06
NS70	1.35076060101479e-05	0.000254188585827329	0.000145636552073049	2.01386125969478e-05	2.94711403857772e-06	3.11902902416142e-05	1.47355701928886e-06	0.0228595356330647	0	0.0436501972110478	3.5856554136029e-05	0.00193060528810496	0.000601456856706404	2.33313194720736e-05	6.63100658679988e-05	0.00918443530839093	0	0.0254387516024933	1.05604919715702e-05	2.45592836548144e-07	0	0.00172750001227964	0.000713447190172357	0.00377500749058151	0.0134552947359631	0.0001719149855837	2.35769123086218e-05	1.719149855837e-06	0.38104760080358	9.67635775999686e-05	0	0	3.48741827898364e-05	4.64170461075991e-05	0	2.45592836548144e-07	0	0	7.36778509644431e-06	0.397864570286214	0.000138268766976605	3.29094400974512e-05	0.00176212860223293	0.00275898992578184	7.36778509644431e-07	0.0709365437228927	3.68389254822215e-06	2.33313194720736e-05	0.000385089567707489	0	0	2.03842054334959e-05	0.014484819906773	0.000556758960454641	0	0.00174886658905933	1.05604919715702e-05	0.00374676431437848	0.00015349552284259	0	0
