feature	Acidovorax	Acinetobacter	Alcaligenes	Anoxybacillus	Aquabacterium	Burkholderia	Corynebacterium	Cutibacterium	Effusibacillus	GGB2722	GGB796	Herbaspirillum	Lactobacillus	Meiothermus	Micrococcus	Moraxella	Paraburkholderia	Prevotella	Pseudomonas	Rothia	Staphylococcus	Streptococcus
SRR20002430	0	0.000728346055262155	0	0	0.0173292484188748	0	0.000312939559865489	0.141561973739764	0	0.000115055011149259	0	0	0	0	0	0	0.00128574604363077	0	0.813388576522786	0.0209860843859272	5.41287251577475e-05	0.00423790153758308
SRR20002433	2.8602619046484e-05	0.015673327217821	0	0	0.0453909943972917	0	0	0.425822626079096	0	0.0110113273181571	0	0.00192590968246326	0	0	0	0	0.0121552050751034	0	0.4864333918779	0	0.00155861573312031	0
SRR20002435	0	0	0	0	0.00028490179220951	0	0.989193042788175	0.000595463263011706	0	0	0	0	0.00193532173798029	0.000174327094768864	0	0	0	0	0.00781694332385424	0	0	0
SRR20002439	0	0	0	0	0.0150311117774946	0	0	0.20099895044606	0	0	0	0	0	0	0	0	0	0	0.783969937776445	0	0	0
SRR20002441	0	0	0	0	0	0	0	0	0	0	0.00591456064723068	0	0.0427707520379186	0.016037755122888	0	0	0	0.0464175536805116	0.165260383680307	0	0.723598994831144	0
SRR20002442	0	0.0190733854499754	0	0	0.102420156737715	0	0	0.0356361624563051	0	0	0	0.00153725889643748	0	0	0	0	0.0149256625288539	0	0.826407373930713	0	0	0
SRR20002443	0	0.00496580557434196	0	0	0.0206970184536125	0.000677127451727349	0.447098779516067	0.150408084186858	0	0.0104473718773752	0	0.000261250681978666	0	0	0.000201402011283006	0	0.00732870462760952	0.000579490371206784	0.207381771810704	0	0.149953193437236	0
SRR20002446	0	0	0.0331805511489825	0	0.00909768491239733	0	0.000242991030735218	0.144775755790237	0	0.000332696268765706	0	0	0	0	0.00734859014841338	0	0.000945839439584624	0	0.148348227550399	0	0.17748134131049	0.478246322399996
SRR20002448	0	0.0155621524068279	0	0	0.0597741905745619	0	0	0.148934114509292	0	0	0	0.00102930074268561	0	0	0.00231827983304177	0	0.0153583962619606	0	0.583216528831356	0.00442671298427728	0.0192867925875951	0.150093531268401
SRR20002450	0	0	0.000323691660572472	0	0	0	0	0.00782040764597381	0	0	0	0	0	0	0	0	0	0	0.00292778250660656	0	0.988928118186847	0
SRR20002455	0	0.0194464461175671	0	0	0.0715111144242252	0	0	0.175292267283642	0	0.00112185725815877	0	0.00122094391235218	0	0	0	0.00376345224038606	0.0214192828764457	0	0.706224635887223	0	0	0
SRR20002456	0	0.00540811698574786	0	0	0.0623954391151104	0	0	0.0167509817322217	0	0	0	0	0.016865303715402	0	0	0	0.00663817154794464	0	0.891941986903574	0	0	0
SRR20002459	0	0.00319213651972541	0	0	0.0418317201243976	0	0	0.0251443787583744	0	0	0	0	0	0	0	0.0349864357030086	0.00729478044581111	0	0.423189785798467	0	0.464360762650216	0
SRR20002464	0	0	0	0.0011960307337762	0.09875680870477	0	0	0.0676130111289201	0	0	0.00547775593518097	0	0	0.0178302576327991	0	0	0.0142486479828731	0	0.79487748788168	0	0	0
SRR20002465	0	0.00023321885661972	0	0	0.00313106958874598	0	0.936629635091727	0.00310930880293562	0	0	0	4.74243212497503e-05	0	0	0	0	0.00123102184510886	0.0241776522169924	0.0298540241547088	0	0	0.00158664512191185
SRR20002466	0	0.00499937752611707	0	0	0.0429080369964133	0	0	0.052494671408916	0	0	0	0	0	0	0	0	0.00585501080743448	0	0.418603758883668	0	0.475139144377451	0
SRR20002468	0	0	0	0	0	0	0.984718777795858	0	0	0	0	0	0	0	0	0	0	0.00814150240474317	3.30338670545903e-05	0	0.00710668593234419	0
SRR20002473	3.03889701351672e-05	0.000677239905869441	0	0	0.00474810775600802	0	3.56949807936885e-05	0.00415605343943811	0	2.43111761081338e-05	0	0.000124064176488334	0	0	0	0	0.00136817896652997	0	0.0499799191614805	0	0.935563710089997	0.00329233137715191
SRR20002474	0	0.00825381444066894	0.00472097114436408	0	0.0726532965095347	0.0198267366681218	0	0.0755435911390693	0	0	0	0	0	0	7.38176014044134e-05	0	0.0158429349341463	0	0.779992678636079	0	0.016994825050607	0.00609733387600455
SRR20002475	0	0.0126081800836206	0.00759725612234837	0	0.0590330694168871	0	0	0.162400944840482	0	0.00201288906341087	0	0	0	0	0	0	0.0206936845146146	0	0.643539380750648	0	0.00479555845400433	0.0873190367539834
SRR20002477	0	0.0152419444775591	0	0.000710951049650245	0.0810455354773707	0	0.0112896527059403	0.100793054118805	0.000873907375432147	0	0	0	0	0.00940435857698268	0.003515818781029	0	0.0189740769653783	0	0.745914555124424	0.000118732190171474	0	0.0121174131572572
SRR20002478	0	0	0	0	0.0367823364859464	0	0	0.0650078445302903	0	0	0	0	0	0.0139184908899842	0	0	0.0105087103888223	0	0.873782617704957	0	0	0
SRR20002479	0	0	0	0	0.00121678804278735	0	0	0.0098947266464474	0	0	0	0	0	0	0	0	0	0	0.148248370048853	0	0.840640115261912	0
SRR20002481	0	0	0	0	0	0	0	0	0	0	0.112854088216928	0	0	0.359358147103904	0	0	0	0	0.527787764679168	0	0	0
SRR20002482	0	0	0	0.00140752864157119	0.0711994388590133	0	0	0.0840074818798223	0	0	0.0128992284311433	0	0	0.01770399812953	0	0	0.0094622398877718	0	0.803320084171148	0	0	0
SRR20002486	0	0.00822555497896755	0	0	0.0794769943339491	0	0	0.133772451302067	0	0	0	0	0	0	0.000402960824945149	0	0.0230378794889426	0	0.755084159071128	0	0	0
SRR20002487	0.000443293960371222	0.0105597572636771	0	0.00276652565844239	0.0442531927996064	4.40973049583938e-05	0	0.1089567041829	0.000639024103432163	0	0.00754528096945991	0	0	0.0168877205252066	0	0	0.0140647193709403	0	0.793839683861005	0	0	0
