# git tag version 3.1.0 |  motus version 3.1.0 | map_tax 3.1.0 | gene database: nr3.1.0 | calc_mgc 3.1.0 -y insert.scaled_counts -l 75 | calc_motu 3.1.0 -k mOTU -C no_CAMI -g 3 -c -p -u | taxonomy: ref_mOTU_3.1.0 meta_mOTU_3.1.0
# call: python /nfs3_ib/nfs-ip34/home/def-ilafores/programs/motu-profiler_env/bin/motus profile -f /nfs3_ib/nfs-ip34/home/def-ilafores/analysis/projet_PROVID19/Saliva/preproc/GQ22/GQ22_paired_1.fastq -r /nfs3_ib/nfs-ip34/home/def-ilafores/analysis/projet_PROVID19/Saliva/preproc/GQ22/GQ22_paired_2.fastq -s /nfs3_ib/nfs-ip34/home/def-ilafores/analysis/projet_PROVID19/Saliva/preproc/GQ22/GQ22_unmatched_1.fastq -s /nfs3_ib/nfs-ip34/home/def-ilafores/analysis/projet_PROVID19/Saliva/preproc/GQ22/GQ22_unmatched_2.fastq -n GQ22 -t 24 -u -c -p
#mOTU	consensus_taxonomy	NCBI_tax_id	GQ22
ref_mOTU_v31_02394	Prevotella loescheii [Prevotella sp. oral taxon 472/Prevotella loescheii]	840	5
ref_mOTU_v31_02395	Prevotella conceptionensis [Prevotella sp. HMSC073D09/Prevotella conceptionensis/Prevotella sp. oral taxon 317]	340486	2
ref_mOTU_v31_02396	Prevotella maculosa	439703	1
ref_mOTU_v31_02398	Prevotella nanceiensis [Prevotella nanceiensis/Prevotella sp. oral taxon 299]	425941	89
ref_mOTU_v31_02399	Prevotella oris [Prevotella sp. HMSC077E09/Prevotella sp. HMSC069G02/Prevotella sp. HMSC077E08/Prevotella oris]	28135	5
ref_mOTU_v31_02435	Selenomonas artemidis [Selenomonas artemidis/Selenomonas sp. oral taxon 137/Selenomonas sp. FOBRC9]	671224	1
ref_mOTU_v31_02442	Solobacterium moorei	102148	7
ref_mOTU_v31_02518	Treponema sp. OMZ 838	1539298	2
ref_mOTU_v31_02519	Treponema socranskii	53419	1
ref_mOTU_v31_02521	Treponema vincentii	69710	1
ref_mOTU_v31_02522	Actinomyces massiliensis	461393	3
ref_mOTU_v31_02523	Porphyromonas somerae [Porphyromonadaceae bacterium KA00676/Porphyromonas somerae/Porphyromonas sp. oral taxon 279/Porphyromonas sp. KLE 1280]	322095	175
ref_mOTU_v31_02524	Rothia aeria/dentocariosa	NA	21
ref_mOTU_v31_02532	Selenomonas sp. oral taxon 138	712532	5
ref_mOTU_v31_02533	Selenomonas sp. FOBRC6	936572	1
ref_mOTU_v31_02534	Selenomonas sp. oral taxon 126	712528	7
ref_mOTU_v31_02535	Porphyromonas catoniae	41976	3
ref_mOTU_v31_02536	Prevotella saccharolytica	633701	1
ref_mOTU_v31_02794	Prevotella scopos	589437	7
ref_mOTU_v31_02795	Prevotella melaninogenica [Prevotella sp. ICM33/Prevotella melaninogenica]	28132	83
ref_mOTU_v31_02796	Prevotella sp. F0091	1227276	7
ref_mOTU_v31_02797	Prevotella sp. C561	563031	17
ref_mOTU_v31_02949	Atopobium parvulum [Atopobium sp. ICM42b/Atopobium parvulum/Atopobium sp. BS2]	1382	65
ref_mOTU_v31_02950	Atopobium parvulum	1382	5
ref_mOTU_v31_02951	Olsenella uli	133926	2
ref_mOTU_v31_03217	Pseudopropionibacterium propionicum	1750	5
ref_mOTU_v31_03281	Peptostreptococcus stomatis	341694	26
ref_mOTU_v31_03486	Prevotella histicola	470565	7
ref_mOTU_v31_03518	Campylobacter concisus [Campylobacter concisus/Campylobacter sp. 10_1_50]	199	11
ref_mOTU_v31_03630	Dialister pneumosintes [Dialister sp. CAG:588/Dialister pneumosintes]	39950	1
ref_mOTU_v31_03691	Dialister invisus [Dialister invisus CAG:218/Dialister invisus]	218538	2
ref_mOTU_v31_03773	Micrococcales sp. [Kytococcus sedentarius/Cellulomonas flavigena/Actinomyces sp. oral taxon 180]	NA	1
ref_mOTU_v31_03846	Actinomyces marseillensis/pacaensis [Actinomyces sp. S6-Spd3/Actinomyces marseillensis/Actinomyces pacaensis]	NA	65
ref_mOTU_v31_03965	Streptococcus sinensis [Streptococcus sinensis/Streptococcus sp. DD04]	176090	2
ref_mOTU_v31_03966	Streptococcus cristatus	45634	34
ref_mOTU_v31_03967	Streptococcus cristatus	45634	13
ref_mOTU_v31_03969	Streptococcus gordonii [Streptococcus gordonii/Streptococcus sp. oral taxon 056]	1302	6
ref_mOTU_v31_03970	Streptococcus gordonii	1302	6
ref_mOTU_v31_04027	Tannerella forsythia	28112	2
ref_mOTU_v31_04048	Aggregatibacter aphrophilus	732	1
ref_mOTU_v31_04051	Leptotrichia sp. oral taxon 215	712359	94
ref_mOTU_v31_04052	Leptotrichia sp. oral taxon 212	712357	9
ref_mOTU_v31_04053	Oribacterium sp. oral taxon 078	652706	1
ref_mOTU_v31_04054	Actinomyces graevenitzii	55565	12
ref_mOTU_v31_04076	Prevotella dentalis/seregens	NA	2
ref_mOTU_v31_04194	Gemella haemolysans	1379	13
ref_mOTU_v31_04195	Staphylococcaceae sp. [Gemella haemolysans/Staphylococcus pasteuri]	NA	22
ref_mOTU_v31_04230	Atopobium rimae [Atopobium rimae/Atopobium sp. HMSC064B08]	1383	5
ref_mOTU_v31_04233	Veillonella sp. [Veillonella sp. DNF00869/Veillonella sp. oral taxon 780]	NA	39
ref_mOTU_v31_04252	Prevotella salivae	228604	5
ref_mOTU_v31_04287	Parvimonas micra	33033	1
ref_mOTU_v31_04303	Gemella sanguinis	84135	86
ref_mOTU_v31_04782	Granulicatella adiacens [Granulicatella sp. HMSC30F09/Granulicatella sp. HMSC31F03/Granulicatella sp. 572.rep1_STHE/Granulicatella sp. 572.rep2_STHE/Granulicatella adiacens]	46124	29
ref_mOTU_v31_04783	Streptococcus sp. 263_SSPC	1579343	74
ref_mOTU_v31_04788	Abiotrophia defectiva [Abiotrophia sp. HMSC24B09/Abiotrophia defectiva]	46125	53
ref_mOTU_v31_04789	Neisseria elongata	495	7
ref_mOTU_v31_04790	Neisseria elongata [Neisseria sp. HMSC31F04/Neisseria elongata]	495	7
ref_mOTU_v31_04794	Neisseria sp. [Neisseria sp. HMSC066H01/Neisseria sp. HMSC078C12/Neisseria sp. HMSC061B04/Neisseria sp. HMSC070A01/Neisseria lactamica/Neisseria meningitidis/Neisseria mucosa]	NA	39
ref_mOTU_v31_04795	Neisseria meningitidis [Neisseria sp. HMSC065C04/Neisseria meningitidis]	487	8
ref_mOTU_v31_04796	Neisseria subflava/meningitidis [Neisseria sp. HMSC072B12/Neisseria sp. HMSC058F07/Neisseria sp. HMSC075C12/Neisseria sp. HMSC063B05/Neisseria sp. HMSC071A01/Neisseria sp. HMSC067H04/Neisseria sp. HMSC067G12/Neisseria sp. HMSC067G11/Neisseria sp. HMSC068C12/Neisseria subflava/Neisseria meningitidis]	NA	42
ref_mOTU_v31_04797	Neisseria flavescens [Neisseria sp. HMSC064D07/Neisseria flavescens]	484	26
ref_mOTU_v31_04798	Neisseria sp. [Neisseria sp. HMSC15G01/Neisseria sp. HMSC064F03/Neisseria sp. HMSC078H04/Neisseria sp. HMSC056A04/Neisseria sp. HMSC070H10/Neisseria sp. HMSC072C05/Neisseria sp. HMSC066F04/Neisseria sp. HMSC061H08/Neisseria sp. HMSC068C04/Neisseria sp. HMSC061E12/Neisseria sp. HMSC073G10/Neisseria sp. HMSC069H12/Neisseria sp. HMSC066B07/Neisseria sp. HMSC075C10/Neisseria sp. HMSC056A03/Neisseria flavescens/Neisseria lactamica/Neisseria meningitidis]	NA	87
ref_mOTU_v31_04800	Rothia dentocariosa [Rothia sp. HMSC08A08/Rothia sp. HMSC071F11/Rothia sp. HMSC058E10/Rothia sp. HMSC064D08/Rothia sp. HMSC067H10/Rothia sp. HMSC065G12/Rothia sp. HMSC036D11/Rothia sp. HMSC069C01/Rothia sp. HMSC065D02/Rothia dentocariosa]	2047	29
ref_mOTU_v31_05265	Rothia mucilaginosa [Rothia sp. HMSC071B01/Rothia sp. HMSC078H08/Rothia sp. HMSC065C03/Rothia sp. HMSC061D12/Rothia sp. HMSC069D01/Rothia sp. HMSC064F07/Rothia sp. HMSC075F09/Rothia sp. HMSC062H08/Rothia sp. HMSC065C12/Rothia sp. HMSC069C10/Rothia sp. HMSC065B04/Rothia sp. HMSC069C04/Rothia sp. HMSC073B08/Rothia sp. HMSC066G02/Rothia sp. HMSC068E02/Rothia sp. HMSC061E04/Rothia sp. HMSC072B04/Rothia sp. HMSC071C12/Rothia sp. HMSC066G07/Rothia sp. HMSC076D04/Rothia sp. HMSC066H02/Rothia sp. HMSC065D09/Rothia sp. HMSC061C12/Rothia mucilaginosa]	43675	108
ref_mOTU_v31_05387	Schaalia meyeri [Actinomyces sp. HMSC062G12/Schaalia meyeri]	52773	3
ref_mOTU_v31_05890	Actinomyces sp. [Actinomycetaceae bacterium BA112/Actinomyces sp. oral taxon 848]	NA	1
ref_mOTU_v31_06072	Treponema denticola	158	2
ref_mOTU_v31_06128	Cardiobacterium hominis	2718	3
ref_mOTU_v31_06198	Eggerthia catenaformis	31973	7
ref_mOTU_v31_06267	[Eubacterium] yurii [[Eubacterium] yurii/Peptostreptococcaceae bacterium AS15]	39498	3
ref_mOTU_v31_06312	Capnocytophaga granulosa [Capnocytophaga granulosa/Capnocytophaga sp. CM59]	45242	2
ref_mOTU_v31_06365	Selenomonas sputigena [Selenomonas sputigena/Selenomonas sp. CM52]	69823	14
ref_mOTU_v31_06367	Corynebacterium matruchotii	43768	3
ref_mOTU_v31_06382	Selenomonas noxia	135083	1
ref_mOTU_v31_06392	Leptotrichia goodfellowii	157692	1
ref_mOTU_v31_06398	Shuttleworthia satelles [Shuttleworthia satelles/Shuttleworthia sp. MSX8B]	177972	1
ref_mOTU_v31_06402	Selenomonas sp. [Selenomonas sp. oral taxon 149/Selenomonas sp. oral taxon 478/Selenomonas sp. oral taxon 136]	NA	4
ref_mOTU_v31_06403	Selenomonas flueggei	135080	11
ref_mOTU_v31_06445	Oribacterium parvum	1501329	32
ref_mOTU_v31_06446	Oribacterium asaccharolyticum [Oribacterium asaccharolyticum/Oribacterium sp. oral taxon 108]	1501332	2
ref_mOTU_v31_06458	Prevotella marshii	189722	2
ref_mOTU_v31_06466	[Eubacterium] sulci	143393	46
ref_mOTU_v31_06467	[Eubacterium] infirmum	56774	3
ref_mOTU_v31_06478	Lachnoanaerobaculum sp. [Lachnoanaerobaculum sp. ICM7/Lachnoanaerobaculum sp. OBRC5-5/Lachnoanaerobaculum sp. MSX33]	NA	15
ref_mOTU_v31_06543	Corynebacterium durum	61592	13
ref_mOTU_v31_06712	Actinomyces gerencseriae	52769	5
ref_mOTU_v31_07011	Prevotella shahii	228603	17
ref_mOTU_v31_07147	Capnocytophaga sp. oral taxon 332	712213	3
ref_mOTU_v31_07224	[Eubacterium] nodatum	35518	1
ref_mOTU_v31_07446	Actinobaculum sp. oral taxon 183	712888	1
ref_mOTU_v31_07938	Selenomonas sp. oral taxon 892	1321785	1
ref_mOTU_v31_07939	[Eubacterium] brachy	35517	4
ref_mOTU_v31_07940	Treponema lecithinolyticum	53418	1
ref_mOTU_v31_08897	Ottowia sp. oral taxon 894	1658672	1
ref_mOTU_v31_10294	Selenomonas sp. oral taxon 920	1884263	3
ref_mOTU_v31_11446	Filifactor alocis	143361	10
ref_mOTU_v31_11465	Porphyromonas endodontalis	28124	4
ref_mOTU_v31_11466	Capnocytophaga gingivalis	1017	3
ref_mOTU_v31_11495	Gemella morbillorum	29391	9
ref_mOTU_v31_11549	Bacteroidetes oral taxon 274	652708	2
ref_mOTU_v31_11576	Oribacterium sinus	237576	118
ref_mOTU_v31_11593	Catonella morbi	43997	13
ref_mOTU_v31_11628	Granulicatella elegans	137732	16
ref_mOTU_v31_11629	Alloprevotella tannerae	76122	3
ref_mOTU_v31_11632	Kingella oralis	505	1
ref_mOTU_v31_11761	Alloprevotella rava	671218	3
ref_mOTU_v31_11762	Johnsonella ignava	43995	1
ref_mOTU_v31_11763	Selenomonas infelix	135082	5
ref_mOTU_v31_11823	Megasphaera micronuciformis	187326	3
ref_mOTU_v31_11824	Capnocytophaga sp. oral taxon 329	706435	8
ref_mOTU_v31_11835	Olsenella sp. oral taxon 807	712411	1
ref_mOTU_v31_11944	Cardiobacterium valvarum	194702	1
ref_mOTU_v31_11969	Scardovia wiggsiae	230143	1
ref_mOTU_v31_11977	Anaeroglobus geminatus	156456	1
ref_mOTU_v31_12049	Actinomyces sp. oral taxon 448	712124	2
ref_mOTU_v31_12051	Centipeda periodontii	82203	2
ref_mOTU_v31_12053	Kingella denitrificans	502	1
ref_mOTU_v31_12220	Prevotella pallens	60133	70
meta_mOTU_v31_12244	Peptostreptococcaceae species incertae sedis	NA	22
meta_mOTU_v31_12274	Flavobacteriaceae species incertae sedis	NA	8
meta_mOTU_v31_12278	Prevotellaceae species incertae sedis	NA	6
meta_mOTU_v31_12290	Mogibacterium species incertae sedis	NA	60
meta_mOTU_v31_12312	Bacteroidales species incertae sedis	NA	99
meta_mOTU_v31_12318	Clostridiales species incertae sedis	NA	47
meta_mOTU_v31_12337	Peptostreptococcaceae species incertae sedis	NA	538
meta_mOTU_v31_12344	Bacteria species incertae sedis	NA	18
meta_mOTU_v31_12359	Bacteroidales species incertae sedis	NA	14
meta_mOTU_v31_12360	Leptotrichia species incertae sedis	NA	15
meta_mOTU_v31_12381	Parvimonas species incertae sedis	NA	67
meta_mOTU_v31_12387	Solobacterium species incertae sedis	NA	125
meta_mOTU_v31_12392	Tannerella sp. oral taxon HOT-286	712710	6
meta_mOTU_v31_12398	Bacteria species incertae sedis	NA	23
meta_mOTU_v31_12444	Bacteria species incertae sedis	NA	500
meta_mOTU_v31_12478	Clostridium species incertae sedis	NA	52
meta_mOTU_v31_12514	Firmicutes species incertae sedis	NA	2
meta_mOTU_v31_12518	Leptotrichia species incertae sedis	NA	1
meta_mOTU_v31_12532	Bacteroidales species incertae sedis	NA	3
meta_mOTU_v31_12555	Campylobacter species incertae sedis	NA	2
meta_mOTU_v31_12582	Catonella morbi	43997	167
meta_mOTU_v31_12593	Capnocytophaga species incertae sedis	NA	1
meta_mOTU_v31_12605	Stomatobaculum longum	796942	92
meta_mOTU_v31_12620	Prevotella species incertae sedis	NA	6
meta_mOTU_v31_12632	Bacteroidia species incertae sedis	NA	1
meta_mOTU_v31_12689	Bacteria species incertae sedis	NA	9
meta_mOTU_v31_12697	Oribacterium species incertae sedis	NA	32
meta_mOTU_v31_12727	Bacteria species incertae sedis	NA	1
meta_mOTU_v31_12734	Bacteria species incertae sedis	NA	10
meta_mOTU_v31_12754	Bacteria species incertae sedis	NA	3
meta_mOTU_v31_12764	Pasteurellaceae species incertae sedis	NA	2
meta_mOTU_v31_12777	Clostridiales species incertae sedis	NA	3
meta_mOTU_v31_12807	Lactobacillales species incertae sedis	NA	176
meta_mOTU_v31_12847	Bacteria species incertae sedis	NA	5
meta_mOTU_v31_12849	Bacteria species incertae sedis	NA	1
meta_mOTU_v31_12860	Treponema species incertae sedis	NA	2
meta_mOTU_v31_12865	Porphyromonadaceae species incertae sedis	NA	12
meta_mOTU_v31_12881	Porphyromonadaceae species incertae sedis	NA	11
meta_mOTU_v31_12961	Leptotrichia species incertae sedis	NA	12
meta_mOTU_v31_12990	Porphyromonadaceae species incertae sedis	NA	3
meta_mOTU_v31_13003	Prevotella species incertae sedis	NA	1
meta_mOTU_v31_13009	Bacteria species incertae sedis	NA	72
meta_mOTU_v31_13055	Firmicutes species incertae sedis	NA	22
meta_mOTU_v31_13062	Prevotellaceae species incertae sedis	NA	2
meta_mOTU_v31_13077	Clostridium species incertae sedis	NA	87
meta_mOTU_v31_13094	Flavobacteriaceae species incertae sedis	NA	2
meta_mOTU_v31_13116	Bacteria species incertae sedis	NA	12
meta_mOTU_v31_13135	Veillonella species incertae sedis	NA	19
meta_mOTU_v31_13183	Treponema species incertae sedis	NA	1
meta_mOTU_v31_13218	Pasteurellaceae species incertae sedis	NA	5
meta_mOTU_v31_13244	Clostridiales species incertae sedis	NA	10
meta_mOTU_v31_13253	Pasteurellaceae species incertae sedis	NA	7
meta_mOTU_v31_13275	Selenomonadaceae species incertae sedis	NA	5
meta_mOTU_v31_13282	Firmicutes species incertae sedis	NA	8
meta_mOTU_v31_13327	Oribacterium species incertae sedis	NA	1
meta_mOTU_v31_13356	Lachnospiraceae species incertae sedis	NA	2
meta_mOTU_v31_13384	Treponema species incertae sedis	NA	1
meta_mOTU_v31_13394	Bacteria species incertae sedis	NA	10
meta_mOTU_v31_13402	Bacteria species incertae sedis	NA	14
meta_mOTU_v31_13445	Peptostreptococcaceae species incertae sedis	NA	99
meta_mOTU_v31_13483	Bacteria species incertae sedis	NA	79
meta_mOTU_v31_13504	Clostridiales species incertae sedis	NA	12
meta_mOTU_v31_13658	Bacteroidia species incertae sedis	NA	2
