feature	Acidaminococcaceae	Actinomycetaceae	Acutalibacteraceae	Akkermansiaceae	Anaerofustaceae	Anaerotignaceae	Anaerovoracaceae	Atopobiaceae	Bacteroidaceae	Barnesiellaceae	Bianqueaceae	Bifidobacteriaceae	Burkholderiaceae	Butyricicoccaceae	CAG.138	CAG.272	CAG.274	CAG.382	CAG.508	CAG.74	Campylobacteraceae	Christensenellaceae	Clostridiaceae	Coprobacillaceae	Coriobacteriaceae	Desulfovibrionaceae	Dialisteraceae	Eggerthellaceae	Enterobacteriaceae	Erysipelotrichaceae	Eubacteriaceae	GCA.900066905	Gemellaceae	Lachnospiraceae	Lactobacillaceae	Marinifilaceae	Megasphaeraceae	Monoglobaceae	Muribaculaceae	Nanosynbacteraceae	Oscillospiraceae	P3	Pasteurellaceae	Peptococcaceae	Peptoniphilaceae	Peptostreptococcaceae	Porphyromonadaceae	QALW01	QAND01	Rhizobiaceae	Rikenellaceae	Ruminococcaceae	Selenomonadaceae	Staphylococcaceae	Streptococcaceae	Tannerellaceae	Turicibacteraceae	UBA1255	UBA1381	UBA644	UBA660	UMGS124	UMGS1783	Veillonellaceae	Xanthobacteraceae
NS51	351	193	61924	0	165	278	687	0	32677	314	0	139253	2440	4944	0	0	0	0	0	1736	0	0	28803	2622	28446	60	125	3769	6180	2584	0	0	0	788574	1708	723	0	1075	0	0	14153	0	0	4116	3752	47495	2657	0	0	1798	238	238929	0	0	7268	1144	253	0	11952	0	0	0	0	1005	256
NS55	0	0	40117	110	0	181	362	0	41822	0	0	12449	0	2483	0	0	0	0	0	419	0	3982	1116	43741	6724	0	380	2325	804	1401	0	0	0	704351	0	1809	0	474	0	0	6607	0	0	0	0	6061	0	0	0	0	349	114592	0	0	1650	0	103	0	6070	0	0	0	0	0	0
NS58	98	1585	19181	0	0	0	0	0	9296	0	0	47716	2206	1080	0	0	0	0	0	3165	0	0	4216	39116	20916	0	0	1807	0	1629	0	0	287	1635076	0	476	0	0	0	71	4357	0	184	0	0	27080	0	0	0	127	0	58956	0	0	16348	177	15385	0	4036	0	0	0	0	189	0
NS6	0	0	39962	0	0	141	402	0	558988	0	0	0	880	2969	0	0	0	0	0	0	0	0	0	10511	6480	86	705	2337	274	3846	0	0	0	570380	0	17696	0	0	0	0	17985	0	0	0	5680	2490	3535	0	0	1174	66913	111679	0	0	815	58782	0	0	5232	0	16272	0	0	1178	0
NS62	449	83	98428	6908	146	185	3353	0	12127	467	356	20558	246	1087	0	0	0	0	2982	1068	0	881	4519	6961	354	0	0	6408	0	2956	0	0	0	649161	0	764	0	823	0	0	10426	0	0	0	0	5251	0	0	113	0	7652	92154	0	0	1944	1854	59	0	1344	0	0	0	0	0	0
NS67	0	576	218036	6183	85	8919	13643	0	35846	0	2609	99776	2187	7460	0	915	0	0	0	9892	0	6292	774	3133	20402	585	142953	6776	3809	2844	57	0	0	429272	8549	688	0	171	0	63	132672	0	0	0	1729	6556	0	1036	1694	94	0	283384	0	0	1438	1283	950	2241	819	0	0	115	650	158	0
NS7	545	1051	24543	0	0	306	646	0	167718	0	0	154961	2349	2112	161	0	0	0	0	2123	0	0	3846	1448	46966	561	6547	2145	326	846	0	0	122	503143	41906	1471	15315	0	0	73	23255	0	456	0	0	138092	0	0	0	0	21476	291856	3008	0	7713	1415	6366	0	2593	0	0	0	0	2349	0
NS70	714	84	65181	0	0	0	1454	0	172611	0	0	54907	2204	5751	0	0	0	0	0	423	0	0	12278	17315	32510	0	0	2439	0	624	0	0	0	814195	89	3364	0	0	0	0	8127	0	0	0	0	5647	0	0	0	1436	376	159727	0	0	17729	1577	1645	0	3765	0	0	247	0	941	189
NS71	4431	336	117917	60113	899	0	8350	0	71780	0	276	106779	6037	720	12754	688	0	618	119	42398	0	1853	32520	36322	26775	148	0	8389	0	12587	680	116	0	453517	236	2427	0	3033	0	0	96098	0	0	0	0	51942	0	0	872	0	2458	51652	0	0	4221	2056	5222	498	0	101	2131	0	189	0	0
NS72	0	3196	85672	1746	0	0	9354	4500	7718	0	0	205141	963	302	0	0	699	0	828	0	0	0	84647	22606	57851	0	2709	5842	0	19831	634	0	217	639826	63205	0	4424	98	0	282	3958	0	0	0	0	3260	0	0	0	76	0	74039	9147	57	19534	138	262	0	9071	0	32911	0	0	295	0
NS77	22748	0	34958	0	0	18895	3124	0	414796	2789	0	6483	5236	3305	0	0	0	0	0	1987	0	239	0	4279	10026	1104	0	447	27524	2360	0	0	0	349811	0	6213	0	0	0	0	70306	0	0	0	0	327	0	0	0	0	17901	174710	0	0	2672	23441	0	0	0	0	0	0	0	1407	0
NS78	0	0	49938	0	0	0	977	1413	8044	0	0	51204	799	2877	184	249	0	0	26269	2613	0	0	1825	42696	18249	0	6998	2384	0	59094	0	0	0	457439	531	356	0	0	0	0	10478	0	0	1248	0	17029	0	0	223	456	506	58592	0	0	17318	334	808	0	3084	117	21743	461	0	0	59
NS79	3053	0	55722	0	0	1891	649	0	57898	0	0	104075	2929	2395	0	0	9682	0	0	1293	0	0	1224	12924	18590	236	0	1720	0	226	0	0	0	539536	0	1170	0	0	0	0	11026	116	0	0	0	716	0	0	0	1063	5078	190882	0	0	688	689	0	0	2520	0	43626	0	0	382	164
NS81	0	117	53156	214	0	0	1859	0	1425	0	0	28748	2885	1038	0	0	575	0	176	0	0	0	3783	12058	0	0	2956	3611	83	3457	0	0	0	636240	294	0	326	2812	0	0	6000	0	0	0	0	45938	0	0	0	1889	154	163170	0	0	4921	203	1317	0	2115	0	177	0	0	0	286
NS83	6179	354	60252	4038	0	1139	2816	0	44556	417	299	30840	1953	1282	2054	229	0	0	0	5170	0	1071	1683	13519	50344	430	0	7130	1339	48900	0	0	65	544226	4301	1384	0	0	0	0	60544	0	0	0	0	23788	0	0	89	182	4627	239275	0	0	15106	3218	1482	0	6933	223	1510	347	0	216	0
NS86	0	77	46104	0	0	229	405	496	12164	0	235	36917	1369	5846	0	323	0	0	2686	2099	0	0	1828	4430	7552	0	5588	463	379	3338	0	0	0	632711	3037	395	3364	0	0	0	26620	0	313	0	0	8774	0	0	0	94	2718	268356	0	146	9834	438	0	0	1090	0	258	0	0	0	0
NS9	5359	0	142761	0	121	7764	3622	0	239827	0	9853	1207	2849	3468	0	0	0	0	0	1834	0	413	366	5370	7265	2210	0	1301	379	2838	0	0	0	444364	115	15345	0	0	515	0	54552	0	0	0	0	3217	0	52	211	0	74794	156415	0	0	3491	24334	0	0	1284	535	0	178	267	0	0
